# Time-averaged data for fix thermodynamic_data
# TimeStep c_pe_total c_ke_total v_E_total v_E_interaction v_E_HAP v_E_CO2 v_E_binding v_E_interaction_kcal v_E_HAP_kcal v_E_CO2_kcal v_E_binding_kcal v_temp_current v_press_current v_vol_current v_coverage v_CO2_height c_temp_mobile_prod c_temp_system_prod
57500 -838339 247.391 -838092 2.29647e-08 -838089 -2.91771 -2.29647e-08 5.29587e-07 -1.93271e+07 -67.2851 -5.29587e-07 1106.3 3468.97 114420 0.000577701 -10.5366 1244.52 1106.3
57600 -838332 243.784 -838089 2.2948e-08 -838086 -2.92537 -2.2948e-08 5.292e-07 -1.9327e+07 -67.4617 -5.292e-07 1090.17 4041.61 114511 0.000577701 -10.6567 1223.29 1090.17
57700 -838350 256.977 -838093 2.29468e-08 -838090 -2.93154 -2.29468e-08 5.29173e-07 -1.93271e+07 -67.6039 -5.29173e-07 1149.17 4212.9 114349 0.000577701 -10.7922 1297.66 1149.17
57800 -838343 250.824 -838092 2.29605e-08 -838089 -2.93691 -2.29605e-08 5.29489e-07 -1.93271e+07 -67.7279 -5.29489e-07 1121.65 4940.04 114462 0.000577701 -10.9147 1273.42 1121.65
57900 -838337 251.81 -838085 2.29752e-08 -838082 -2.94228 -2.29752e-08 5.29828e-07 -1.93269e+07 -67.8517 -5.29828e-07 1126.06 4670.52 114424 0.000577701 -11.0904 1247.52 1126.06
58000 -838334 242.865 -838091 2.29601e-08 -838088 -2.94848 -2.29601e-08 5.29482e-07 -1.93271e+07 -67.9947 -5.29482e-07 1086.06 3447.38 114363 0.000577701 -11.2281 1228.96 1086.06
58100 -838325 238.307 -838087 2.29497e-08 -838084 -2.9559 -2.29497e-08 5.29241e-07 -1.9327e+07 -68.1656 -5.29241e-07 1065.68 4631.14 114388 0.000577701 -11.3268 1203 1065.68
58200 -838331 240.558 -838091 2.29675e-08 -838088 -2.96431 -2.29675e-08 5.29652e-07 -1.93271e+07 -68.3598 -5.29652e-07 1075.74 4767.69 114309 0.000577701 -11.4703 1192.38 1075.74
58300 -838324 232.483 -838091 2.2936e-08 -838088 -2.97306 -2.2936e-08 5.28925e-07 -1.93271e+07 -68.5614 -5.28925e-07 1039.63 3438.02 114445 0.000577701 -11.5959 1182.53 1039.63
58400 -838334 249.445 -838085 2.29791e-08 -838082 -2.98138 -2.29791e-08 5.29918e-07 -1.93269e+07 -68.7534 -5.29918e-07 1115.48 3602.07 114356 0.000577701 -11.7171 1240.87 1115.48
58500 -838338 248.906 -838089 2.29466e-08 -838086 -2.98903 -2.29466e-08 5.29169e-07 -1.9327e+07 -68.9296 -5.29169e-07 1113.08 3579.79 114431 0.000577701 -11.812 1240.6 1113.08
58600 -838329 239.159 -838090 2.29532e-08 -838087 -2.9961 -2.29532e-08 5.29322e-07 -1.9327e+07 -69.0927 -5.29322e-07 1069.49 4121.64 114328 0.000577701 -11.9169 1224.09 1069.49
58700 -838342 260.451 -838082 2.29597e-08 -838079 -3.00281 -2.29597e-08 5.29472e-07 -1.93269e+07 -69.2475 -5.29472e-07 1164.7 4743.33 114361 0.000577701 -11.9958 1307.56 1164.7
58800 -838334 242.645 -838091 2.29447e-08 -838088 -3.00923 -2.29447e-08 5.29125e-07 -1.93271e+07 -69.3954 -5.29125e-07 1085.08 3930.5 114457 0.000577701 -12.0875 1212.74 1085.08
58900 -838330 247.024 -838083 2.29708e-08 -838080 -3.01504 -2.29708e-08 5.29727e-07 -1.93269e+07 -69.5296 -5.29727e-07 1104.66 4075.79 114383 0.000577701 -12.1244 1238.6 1104.66
59000 -838325 244.147 -838081 2.29146e-08 -838078 -3.01986 -2.29146e-08 5.28432e-07 -1.93268e+07 -69.6407 -5.28432e-07 1091.79 4383.39 114465 0.000577701 -12.1881 1231.86 1091.79
59100 -838329 248.254 -838081 2.2952e-08 -838078 -3.02359 -2.2952e-08 5.29294e-07 -1.93268e+07 -69.7266 -5.29294e-07 1110.16 4125.67 114497 0.000577701 -12.2555 1251.47 1110.16
59200 -838322 248.239 -838074 2.29476e-08 -838071 -3.02645 -2.29476e-08 5.29193e-07 -1.93267e+07 -69.7927 -5.29193e-07 1110.09 4204.82 114331 0.000577701 -12.2678 1248.33 1110.09
59300 -838324 247.566 -838077 2.29931e-08 -838074 -3.02864 -2.29931e-08 5.30241e-07 -1.93267e+07 -69.8432 -5.30241e-07 1107.08 3508.08 114412 0.000577701 -12.2737 1249.05 1107.08
59400 -838336 268.397 -838068 2.29345e-08 -838065 -3.03008 -2.29345e-08 5.2889e-07 -1.93265e+07 -69.8763 -5.2889e-07 1200.24 3430.91 114499 0.000577701 -12.2646 1335.24 1200.24
59500 -838307 236.797 -838071 2.29554e-08 -838068 -3.03049 -2.29554e-08 5.29373e-07 -1.93266e+07 -69.8857 -5.29373e-07 1058.93 3484.62 114318 0.000577701 -12.2764 1201.38 1058.93
59600 -838305 230.498 -838074 2.30042e-08 -838071 -3.02963 -2.30042e-08 5.30497e-07 -1.93267e+07 -69.8661 -5.30497e-07 1030.76 5196.25 114449 0.000577701 -12.2562 1163.77 1030.76
59700 -838309 240.282 -838069 2.29538e-08 -838066 -3.02751 -2.29538e-08 5.29335e-07 -1.93266e+07 -69.817 -5.29335e-07 1074.51 5328.3 114244 0.000577701 -12.2193 1185.62 1074.51
59800 -838317 235.501 -838082 2.29434e-08 -838079 -3.02433 -2.29434e-08 5.29095e-07 -1.93268e+07 -69.7437 -5.29095e-07 1053.13 3016.46 114422 0.000577701 -12.1997 1190.51 1053.13
59900 -838305 229.909 -838075 2.29685e-08 -838072 -3.02035 -2.29685e-08 5.29674e-07 -1.93267e+07 -69.6521 -5.29674e-07 1028.12 3433.84 114348 0.000577701 -12.0669 1143.12 1028.12
60000 -838295 223.282 -838072 2.29821e-08 -838069 -3.01566 -2.29821e-08 5.29988e-07 -1.93266e+07 -69.5438 -5.29988e-07 998.488 3690.17 114367 0.000577701 -12.0719 1111.13 998.488
60100 -838290 226.775 -838063 2.29588e-08 -838060 -3.0102 -2.29588e-08 5.2945e-07 -1.93264e+07 -69.4178 -5.2945e-07 1014.11 3684.68 114394 0.000577701 -11.9811 1148.33 1014.11
60200 -838292 235.235 -838056 2.29403e-08 -838053 -3.00392 -2.29403e-08 5.29025e-07 -1.93263e+07 -69.2731 -5.29025e-07 1051.94 4921.47 114308 0.000577701 -11.909 1165.89 1051.94
60300 -838291 229.67 -838061 2.29703e-08 -838058 -2.9969 -2.29703e-08 5.29716e-07 -1.93264e+07 -69.1111 -5.29716e-07 1027.06 3619.83 114483 0.000577701 -11.8152 1150.05 1027.06
60400 -838284 225.535 -838059 2.29618e-08 -838056 -2.98952 -2.29618e-08 5.29521e-07 -1.93263e+07 -68.9411 -5.29521e-07 1008.56 3857.19 114522 0.000577701 -11.7386 1128.42 1008.56
60500 -838279 224.47 -838054 2.29668e-08 -838051 -2.98248 -2.29668e-08 5.29635e-07 -1.93262e+07 -68.7786 -5.29635e-07 1003.8 4826.16 114369 0.000577701 -11.5975 1119.62 1003.8
60600 -838277 234.882 -838042 2.29503e-08 -838039 -2.97628 -2.29503e-08 5.29255e-07 -1.93259e+07 -68.6357 -5.29255e-07 1050.36 5630.51 114450 0.000577701 -11.4726 1175.88 1050.36
60700 -838282 231.218 -838051 2.29521e-08 -838048 -2.9711 -2.29521e-08 5.29297e-07 -1.93261e+07 -68.5163 -5.29297e-07 1033.98 5555.55 114324 0.000577701 -11.3589 1157.15 1033.98
60800 -838280 229.461 -838051 2.29512e-08 -838048 -2.96679 -2.29512e-08 5.29275e-07 -1.93261e+07 -68.4169 -5.29275e-07 1026.12 5438.29 114369 0.000577701 -11.241 1153.36 1026.12
60900 -838277 233.474 -838044 2.29497e-08 -838041 -2.96319 -2.29497e-08 5.29241e-07 -1.9326e+07 -68.3338 -5.29241e-07 1044.06 5549.08 114404 0.000577701 -11.1268 1153.27 1044.06
61000 -838281 230.206 -838051 2.29568e-08 -838048 -2.96042 -2.29568e-08 5.29404e-07 -1.93261e+07 -68.2701 -5.29404e-07 1029.45 4998.19 114344 0.000577701 -10.9794 1159.5 1029.45
61100 -838281 238.836 -838043 2.29541e-08 -838040 -2.9588 -2.29541e-08 5.29343e-07 -1.93259e+07 -68.2327 -5.29343e-07 1068.04 4647.98 114439 0.000577701 -10.8441 1198.89 1068.04
61200 -838280 231.753 -838048 2.299e-08 -838045 -2.95836 -2.299e-08 5.30171e-07 -1.93261e+07 -68.2224 -5.30171e-07 1036.37 5827.49 114417 0.000577701 -10.7182 1149.75 1036.37
61300 -838287 234.119 -838052 2.29367e-08 -838049 -2.95878 -2.29367e-08 5.2894e-07 -1.93262e+07 -68.2322 -5.2894e-07 1046.95 5796.11 114469 0.000577701 -10.5482 1189.3 1046.95
61400 -838276 223.05 -838053 2.2962e-08 -838050 -2.95972 -2.2962e-08 5.29524e-07 -1.93262e+07 -68.2538 -5.29524e-07 997.45 5294.61 114457 0.000577701 -10.4728 1096.29 997.45
61500 -838273 221.077 -838052 2.29718e-08 -838049 -2.96091 -2.29718e-08 5.2975e-07 -1.93262e+07 -68.2813 -5.2975e-07 988.629 4258.27 114459 0.000577701 -10.3171 1094.13 988.629
61600 -838274 226.054 -838048 2.29701e-08 -838045 -2.9622 -2.29701e-08 5.29711e-07 -1.93261e+07 -68.3109 -5.29711e-07 1010.89 4536.69 114555 0.000577701 -10.1719 1151.61 1010.89
61700 -838279 226.792 -838052 2.29662e-08 -838049 -2.9635 -2.29662e-08 5.2962e-07 -1.93262e+07 -68.341 -5.2962e-07 1014.18 4927.96 114357 0.000577701 -10.0709 1124.9 1014.18
61800 -838280 231.958 -838048 2.29612e-08 -838045 -2.9648 -2.29612e-08 5.29505e-07 -1.93261e+07 -68.3709 -5.29505e-07 1037.29 5213.3 114430 0.000577701 -9.93 1156.25 1037.29
61900 -838277 229.477 -838048 2.29762e-08 -838045 -2.96609 -2.29762e-08 5.29853e-07 -1.93261e+07 -68.4007 -5.29853e-07 1026.19 4693.09 114393 0.000577701 -9.80996 1146.06 1026.19
62000 -838271 227 -838044 2.29508e-08 -838041 -2.96736 -2.29508e-08 5.29266e-07 -1.9326e+07 -68.43 -5.29266e-07 1015.12 5242.21 114329 0.000577701 -9.69083 1131.68 1015.12
62100 -838276 232.011 -838044 2.29542e-08 -838041 -2.96862 -2.29542e-08 5.29344e-07 -1.9326e+07 -68.459 -5.29344e-07 1037.52 4898.32 114371 0.000577701 -9.56935 1164.78 1037.52
62200 -838268 233.348 -838035 2.29662e-08 -838032 -2.96986 -2.29662e-08 5.2962e-07 -1.93258e+07 -68.4876 -5.2962e-07 1043.5 5005.93 114409 0.000577701 -9.44628 1172.41 1043.5
62300 -838267 231.539 -838035 2.29591e-08 -838032 -2.97109 -2.29591e-08 5.29459e-07 -1.93258e+07 -68.5159 -5.29459e-07 1035.41 4826.07 114477 0.000577701 -9.32007 1155.61 1035.41
62400 -838258 225.088 -838033 2.29791e-08 -838030 -2.9723 -2.29791e-08 5.29919e-07 -1.93257e+07 -68.5439 -5.29919e-07 1006.57 4353.46 114165 0.000577701 -9.17803 1102.99 1006.57
62500 -838251 207.775 -838043 2.29629e-08 -838040 -2.97348 -2.29629e-08 5.29546e-07 -1.9326e+07 -68.5712 -5.29546e-07 929.144 4776.56 114290 0.000577701 -9.04804 1046.24 929.144
62600 -838252 219.492 -838033 2.29463e-08 -838030 -2.97463 -2.29463e-08 5.29163e-07 -1.93257e+07 -68.5977 -5.29163e-07 981.541 3876.72 114409 0.000577701 -8.95128 1100.41 981.541
62700 -838250 227.262 -838023 2.29538e-08 -838020 -2.97577 -2.29538e-08 5.29336e-07 -1.93255e+07 -68.6239 -5.29336e-07 1016.29 4310.08 114371 0.000577701 -8.8465 1119.04 1016.29
62800 -838247 223.372 -838024 2.29499e-08 -838021 -2.97689 -2.29499e-08 5.29245e-07 -1.93255e+07 -68.6498 -5.29245e-07 998.893 4782.71 114347 0.000577701 -8.66207 1123.62 998.893
62900 -838256 229.481 -838026 2.2957e-08 -838024 -2.97801 -2.2957e-08 5.29409e-07 -1.93256e+07 -68.6756 -5.29409e-07 1026.21 4988.48 114453 0.000577701 -8.6097 1138.41 1026.21
63000 -838240 220.063 -838020 2.29837e-08 -838017 -2.97912 -2.29837e-08 5.30024e-07 -1.93254e+07 -68.7011 -5.30024e-07 984.093 4023.05 114438 0.000577701 -8.45384 1094.85 984.093
63100 -838240 223.907 -838016 2.29748e-08 -838013 -2.98021 -2.29748e-08 5.29818e-07 -1.93253e+07 -68.7264 -5.29818e-07 1001.28 3391.69 114414 0.000577701 -8.35223 1132.36 1001.28
63200 -838231 219.49 -838012 2.29609e-08 -838009 -2.98129 -2.29609e-08 5.29499e-07 -1.93252e+07 -68.7512 -5.29499e-07 981.532 3515.09 114440 0.000577701 -8.23925 1081.31 981.532
63300 -838232 207.767 -838024 2.29684e-08 -838021 -2.98235 -2.29684e-08 5.29673e-07 -1.93255e+07 -68.7756 -5.29673e-07 929.109 4493.04 114417 0.000577701 -8.12108 1027.69 929.109
63400 -838238 213.829 -838024 2.29582e-08 -838021 -2.98338 -2.29582e-08 5.29436e-07 -1.93255e+07 -68.7994 -5.29436e-07 956.217 3897.03 114454 0.000577701 -7.99928 1066.29 956.217
63500 -838233 221.784 -838011 2.29749e-08 -838008 -2.98439 -2.29749e-08 5.29822e-07 -1.93252e+07 -68.8228 -5.29822e-07 991.788 2882.53 114347 0.000577701 -7.89451 1103.72 991.788
63600 -838233 220.164 -838012 2.29428e-08 -838009 -2.9854 -2.29428e-08 5.29082e-07 -1.93253e+07 -68.8459 -5.29082e-07 984.545 2883.47 114352 0.000577701 -7.7261 1096.1 984.545
63700 -838239 226.076 -838012 2.29752e-08 -838010 -2.98639 -2.29752e-08 5.2983e-07 -1.93253e+07 -68.8688 -5.2983e-07 1010.98 2476.92 114461 0.000577701 -7.64382 1127.81 1010.98
63800 -838255 247.831 -838007 2.29441e-08 -838004 -2.98738 -2.29441e-08 5.29112e-07 -1.93251e+07 -68.8917 -5.29112e-07 1108.27 3287.98 114280 0.000577701 -7.55682 1247.12 1108.27
63900 -838237 226.448 -838011 2.29399e-08 -838008 -2.98838 -2.29399e-08 5.29015e-07 -1.93252e+07 -68.9147 -5.29015e-07 1012.65 4238.09 114519 0.000577701 -7.43435 1119.7 1012.65
64000 -838248 230.611 -838018 2.29479e-08 -838015 -2.98937 -2.29479e-08 5.292e-07 -1.93254e+07 -68.9376 -5.292e-07 1031.26 2751.86 114322 0.000577701 -7.29852 1159.47 1031.26
64100 -838225 228.833 -837996 2.29384e-08 -837993 -2.99035 -2.29384e-08 5.28981e-07 -1.93249e+07 -68.9602 -5.28981e-07 1023.31 3752.71 114387 0.000577701 -7.23057 1141.56 1023.31
64200 -838238 234.919 -838003 2.29604e-08 -838000 -2.99132 -2.29604e-08 5.29487e-07 -1.9325e+07 -68.9825 -5.29487e-07 1050.53 3615.98 114399 0.000577701 -7.0978 1171.3 1050.53
64300 -838229 221.621 -838008 2.2969e-08 -838005 -2.99226 -2.2969e-08 5.29687e-07 -1.93251e+07 -69.0042 -5.29687e-07 991.059 3118.4 114475 0.000577701 -6.95628 1117.9 991.059
64400 -838226 227.855 -837998 2.29645e-08 -837995 -2.99314 -2.29645e-08 5.29582e-07 -1.93249e+07 -69.0245 -5.29582e-07 1018.94 3616.18 114399 0.000577701 -6.87459 1121.68 1018.94
64500 -838233 229.839 -838003 2.2991e-08 -838000 -2.99385 -2.2991e-08 5.30193e-07 -1.9325e+07 -69.041 -5.30193e-07 1027.81 4409.24 114325 0.000577701 -6.78944 1144.19 1027.81
64600 -838224 225.813 -837998 2.29647e-08 -837995 -2.99418 -2.29647e-08 5.29586e-07 -1.93249e+07 -69.0484 -5.29586e-07 1009.81 3788.57 114431 0.000577701 -6.68343 1143.97 1009.81
64700 -838236 234.649 -838002 2.29665e-08 -837999 -2.99387 -2.29665e-08 5.29629e-07 -1.9325e+07 -69.0413 -5.29629e-07 1049.32 3083.75 114373 0.000577701 -6.56353 1166.28 1049.32
64800 -838231 233.355 -837997 2.2972e-08 -837994 -2.99248 -2.2972e-08 5.29755e-07 -1.93249e+07 -69.0093 -5.29755e-07 1043.53 4012.5 114205 0.000577701 -6.42623 1165.41 1043.53
64900 -838225 229.774 -837995 2.29713e-08 -837992 -2.98935 -2.29713e-08 5.29739e-07 -1.93248e+07 -68.9372 -5.29739e-07 1027.52 3124.13 114464 0.000577701 -6.34041 1146.89 1027.52
65000 -838211 217.085 -837994 2.29549e-08 -837991 -2.9842 -2.29549e-08 5.2936e-07 -1.93248e+07 -68.8184 -5.2936e-07 970.776 3941.42 114403 0.000577701 -6.23189 1071.27 970.776
65100 -838225 226.724 -837998 2.29412e-08 -837995 -2.97622 -2.29412e-08 5.29045e-07 -1.93249e+07 -68.6343 -5.29045e-07 1013.88 3682.19 114428 0.000577701 -6.10672 1138.29 1013.88
65200 -838210 216.396 -837993 2.29645e-08 -837990 -2.96434 -2.29645e-08 5.29582e-07 -1.93248e+07 -68.3603 -5.29582e-07 967.696 3260.43 114480 0.000577701 -5.97794 1083.59 967.696
65300 -838210 216.084 -837994 2.29703e-08 -837991 -2.9493 -2.29703e-08 5.29716e-07 -1.93248e+07 -68.0135 -5.29716e-07 966.3 1788.42 114461 0.000577701 -5.90788 1065.76 966.3
65400 -838203 213.638 -837989 2.29609e-08 -837986 -2.93109 -2.29609e-08 5.29498e-07 -1.93247e+07 -67.5936 -5.29498e-07 955.363 2316.93 114247 0.000577701 -5.75885 1046.05 955.363
65500 -838207 205.237 -838002 2.29376e-08 -837999 -2.9095 -2.29376e-08 5.28961e-07 -1.9325e+07 -67.0957 -5.28961e-07 917.793 2826.6 114387 0.000577701 -5.63725 1031.24 917.793
65600 -838213 219.532 -837993 2.29764e-08 -837990 -2.88835 -2.29764e-08 5.29857e-07 -1.93248e+07 -66.608 -5.29857e-07 981.718 3956.97 114335 0.000577701 -5.49548 1095.85 981.718
65700 -838204 211.968 -837992 2.29556e-08 -837989 -2.86924 -2.29556e-08 5.29377e-07 -1.93248e+07 -66.1674 -5.29377e-07 947.894 3496.65 114530 0.000577701 -5.34564 1042.83 947.894
65800 -838202 209.369 -837993 2.29678e-08 -837990 -2.8499 -2.29678e-08 5.29659e-07 -1.93248e+07 -65.7213 -5.29659e-07 936.269 3014.13 114256 0.000577701 -5.20645 1045.6 936.269
65900 -838202 215.603 -837986 2.29612e-08 -837983 -2.83183 -2.29612e-08 5.29506e-07 -1.93247e+07 -65.3046 -5.29506e-07 964.149 2775.66 114515 0.000577701 -5.03669 1059.65 964.149
66000 -838200 214.557 -837985 2.29564e-08 -837982 -2.81699 -2.29564e-08 5.29396e-07 -1.93246e+07 -64.9623 -5.29396e-07 959.472 2464.03 114312 0.000577701 -4.86959 1067.09 959.472
66100 -838207 223.279 -837984 2.29365e-08 -837981 -2.80355 -2.29365e-08 5.28937e-07 -1.93246e+07 -64.6525 -5.28937e-07 998.474 2203.1 114348 0.000577701 -4.69666 1128.12 998.474
66200 -838199 218.558 -837980 2.29411e-08 -837977 -2.79119 -2.29411e-08 5.29042e-07 -1.93245e+07 -64.3673 -5.29042e-07 977.365 3795.53 114512 0.000577701 -4.47277 1075.26 977.365
66300 -838193 213.694 -837979 2.29653e-08 -837977 -2.78129 -2.29653e-08 5.296e-07 -1.93245e+07 -64.1392 -5.296e-07 955.614 3490.05 114489 0.000577701 -4.27115 1055.04 955.614
66400 -838200 205.736 -837994 2.29515e-08 -837991 -2.77907 -2.29515e-08 5.29283e-07 -1.93248e+07 -64.0878 -5.29283e-07 920.025 1285.11 114356 0.000577701 -4.11512 1023.92 920.025
66500 -838187 203.987 -837983 2.29661e-08 -837980 -2.77898 -2.29661e-08 5.29619e-07 -1.93246e+07 -64.0857 -5.29619e-07 912.204 1759.45 114466 0.000577701 -3.9539 1006.25 912.204
66600 -838196 218.5 -837977 2.29637e-08 -837974 -2.76492 -2.29637e-08 5.29565e-07 -1.93244e+07 -63.7615 -5.29565e-07 977.106 1516.56 114337 0.000577701 -3.77148 1086.97 977.106
66700 -838181 207.933 -837973 2.29757e-08 -837971 -2.76126 -2.29757e-08 5.2984e-07 -1.93244e+07 -63.6772 -5.2984e-07 929.848 2172.05 114383 0.000577701 -3.57515 1031.31 929.848
66800 -838189 210.297 -837979 2.29721e-08 -837976 -2.76219 -2.29721e-08 5.29758e-07 -1.93245e+07 -63.6987 -5.29758e-07 940.423 2890.05 114416 0.000577701 -3.39714 1041.07 940.423
66900 -838197 219.366 -837978 2.29613e-08 -837975 -2.74129 -2.29613e-08 5.29508e-07 -1.93245e+07 -63.2167 -5.29508e-07 980.977 3097.9 114393 0.000577701 -3.2331 1085.85 980.977
67000 -838177 202.3 -837975 2.29451e-08 -837972 -2.72296 -2.29451e-08 5.29134e-07 -1.93244e+07 -62.7939 -5.29134e-07 904.658 3330.41 114380 0.000577701 -3.07946 1005.87 904.658
67100 -838175 210.578 -837964 2.29793e-08 -837962 -2.70716 -2.29793e-08 5.29924e-07 -1.93242e+07 -62.4296 -5.29924e-07 941.679 4625.55 114436 0.000577701 -2.90349 1041.38 941.679
67200 -838172 210.311 -837961 2.29586e-08 -837959 -2.69035 -2.29586e-08 5.29446e-07 -1.93241e+07 -62.0418 -5.29446e-07 940.483 4181.96 114389 0.000577701 -2.71649 1041.85 940.483
67300 -838180 214.601 -837965 2.2973e-08 -837963 -2.66439 -2.2973e-08 5.29779e-07 -1.93242e+07 -61.4432 -5.29779e-07 959.668 3756.33 114506 0.000577701 -2.49608 1075.08 959.668
67400 -838162 198.68 -837964 2.29697e-08 -837961 -2.63742 -2.29697e-08 5.29702e-07 -1.93241e+07 -60.8213 -5.29702e-07 888.473 3557.63 114424 0.000577701 -2.32536 966.861 888.473
67500 -838172 207.843 -837965 2.29525e-08 -837962 -2.53333 -2.29525e-08 5.29305e-07 -1.93242e+07 -58.4209 -5.29305e-07 929.446 2659.74 114488 0.000577701 -2.0629 1027.84 929.446
67600 -838174 210.565 -837963 695.778 -837961 -698.418 -695.778 16045.3 -1.93241e+07 -16106.1 -16045.3 941.618 2747.68 114713 0.000577701 -1.96079 1054.32 941.618
67700 -838181 217.98 -837963 695.755 -837960 -698.456 -695.755 16044.7 -1.93241e+07 -16107 -16044.7 974.779 4047.64 114515 0.000577701 -1.99981 1077.86 974.779
67800 -838177 210.555 -837967 2.29391e-08 -837964 -2.54535 -2.29391e-08 5.28997e-07 -1.93242e+07 -58.6982 -5.28997e-07 941.575 3649.99 114376 0.000577701 -2.09688 1044.56 941.575
67900 -838189 220.697 -837969 2.29599e-08 -837966 -2.63525 -2.29599e-08 5.29477e-07 -1.93243e+07 -60.7712 -5.29477e-07 986.929 2356.41 114368 0.000577701 -2.35119 1096.66 986.929
68000 -838184 221.408 -837962 2.29651e-08 -837960 -2.65918 -2.29651e-08 5.29595e-07 -1.93241e+07 -61.323 -5.29595e-07 990.109 2418.49 114414 0.000577701 -2.49911 1090.95 990.109
68100 -838184 223.624 -837960 2.29681e-08 -837958 -2.67923 -2.29681e-08 5.29665e-07 -1.93241e+07 -61.7855 -5.29665e-07 1000.02 3037.38 114216 0.000577701 -2.68822 1124.21 1000.02
68200 -838172 213.173 -837959 2.29687e-08 -837956 -2.69848 -2.29687e-08 5.29679e-07 -1.9324e+07 -62.2294 -5.29679e-07 953.28 3591 114273 0.000577701 -2.83976 1066.6 953.28
68300 -838163 214.335 -837949 2.29563e-08 -837946 -2.70344 -2.29563e-08 5.29392e-07 -1.93238e+07 -62.3437 -5.29392e-07 958.478 3891.41 114624 0.000577701 -3.00482 1051.7 958.478
68400 -838158 210.926 -837947 2.29367e-08 -837944 -2.70469 -2.29367e-08 5.28941e-07 -1.93238e+07 -62.3726 -5.28941e-07 943.232 3090.22 114528 0.000577701 -3.11903 1038.25 943.232
68500 -838156 201.137 -837955 2.29548e-08 -837952 -2.73152 -2.29548e-08 5.29358e-07 -1.93239e+07 -62.9914 -5.29358e-07 899.459 3701.07 114503 0.000577701 -3.29973 1004.2 899.459
68600 -838161 209.862 -837951 2.29806e-08 -837949 -2.71962 -2.29806e-08 5.29952e-07 -1.93239e+07 -62.7168 -5.29952e-07 938.476 4659.93 114363 0.000577701 -3.42404 1040.15 938.476
68700 -838153 200.633 -837953 2.29569e-08 -837950 -2.70453 -2.29569e-08 5.29407e-07 -1.93239e+07 -62.3689 -5.29407e-07 897.203 3064.14 114479 0.000577701 -3.58325 989.703 897.203
68800 -838160 211.551 -837948 2.29346e-08 -837946 -2.71256 -2.29346e-08 5.28892e-07 -1.93238e+07 -62.5541 -5.28892e-07 946.03 3475.8 114352 0.000577701 -3.756 1051.99 946.03
68900 -838160 217.988 -837942 2.29751e-08 -837940 -2.70446 -2.29751e-08 5.29827e-07 -1.93236e+07 -62.3673 -5.29827e-07 974.813 2306.36 114365 0.000577701 -3.94927 1068.05 974.813
69000 -838163 212.783 -837950 2.29509e-08 -837947 -2.69276 -2.29509e-08 5.29269e-07 -1.93238e+07 -62.0974 -5.29269e-07 951.54 2514.57 114401 0.000577701 -4.21213 1060.49 951.54
69100 -838151 200.828 -837950 2.29621e-08 -837947 -2.68494 -2.29621e-08 5.29527e-07 -1.93238e+07 -61.9172 -5.29527e-07 898.078 3049.57 114311 0.000577701 -4.40155 1005.78 898.078
69200 -838153 207.092 -837946 2.29592e-08 -837943 -2.68206 -2.29592e-08 5.29461e-07 -1.93237e+07 -61.8507 -5.29461e-07 926.087 3667.08 114426 0.000577701 -4.62393 1012.87 926.087
69300 -838155 202.025 -837953 2.29629e-08 -837950 -2.68643 -2.29629e-08 5.29544e-07 -1.93239e+07 -61.9514 -5.29544e-07 903.428 2869.51 114500 0.000577701 -4.82572 991.553 903.428
69400 -838154 199.94 -837954 2.2949e-08 -837951 -2.70104 -2.2949e-08 5.29224e-07 -1.93239e+07 -62.2884 -5.29224e-07 894.105 3323.32 114609 0.000577701 -5.00031 993.886 894.105
69500 -838152 208.616 -837944 2.29603e-08 -837941 -2.73445 -2.29603e-08 5.29486e-07 -1.93237e+07 -63.0589 -5.29486e-07 932.906 4006.44 114317 0.000577701 -5.17461 1028.32 932.906
69600 -838148 203.333 -837945 2.29462e-08 -837942 -2.78133 -2.29462e-08 5.2916e-07 -1.93237e+07 -64.14 -5.2916e-07 909.279 4345.75 114449 0.000577701 -5.32855 1007.62 909.279
69700 -838142 193.366 -837949 2.29726e-08 -837946 -2.82492 -2.29726e-08 5.29769e-07 -1.93238e+07 -65.1451 -5.29769e-07 864.709 3346.17 114434 0.000577701 -5.43183 955.184 864.709
69800 -838142 200.027 -837942 2.29596e-08 -837939 -2.85851 -2.29596e-08 5.2947e-07 -1.93236e+07 -65.9198 -5.2947e-07 894.493 3480.46 114313 0.000577701 -5.55655 979.761 894.493
69900 -838143 195.636 -837947 2.29615e-08 -837944 -2.88 -2.29615e-08 5.29514e-07 -1.93237e+07 -66.4154 -5.29514e-07 874.858 4353.98 114375 0.000577701 -5.65824 963.555 874.858
70000 -838140 194.335 -837945 2.2978e-08 -837942 -2.88829 -2.2978e-08 5.29893e-07 -1.93237e+07 -66.6066 -5.29893e-07 869.04 4663.65 114368 0.000577701 -5.75571 961.752 869.04
70100 -838139 207.27 -837932 2.29549e-08 -837929 -2.89217 -2.29549e-08 5.29361e-07 -1.93234e+07 -66.6961 -5.29361e-07 926.883 5018.6 114473 0.000577701 -5.83092 1020.99 926.883
70200 -838144 206.243 -837937 2.29419e-08 -837934 -2.8979 -2.29419e-08 5.29062e-07 -1.93235e+07 -66.8283 -5.29062e-07 922.294 4264.46 114487 0.000577701 -5.90885 1021.34 922.294
