# Time-averaged data for fix msd_output
# TimeStep Number-of-rows
# Row c_msd_HAP c_msd_CO2
43900 4
1 0.00313866 0.000961769
2 0.00288637 3.24315e-06
3 3.54372 0.00343969
4 3.54974 0.00440471
48300 4
1 0.00328447 0.00100645
2 0.00302046 3.39382e-06
3 3.72272 0.0089321
4 3.72903 0.00994194
48400 4
1 0.00343359 0.00105214
2 0.00315759 3.54791e-06
3 3.87958 0.00219559
4 3.88617 0.00325128
48500 4
1 0.00358602 0.00109885
2 0.00329777 3.70542e-06
3 4.01916 0.056703
4 4.02605 0.0578056
48600 4
1 0.00374177 0.00114658
2 0.00344099 3.86634e-06
3 4.22174 0.000883217
4 4.22892 0.00203366
48700 4
1 0.00390082 0.00119532
2 0.00358726 4.03069e-06
3 4.3982 0.137625
4 4.40569 0.138824
48800 4
1 0.00406318 0.00124507
2 0.00373657 4.19846e-06
3 4.60843 0.0729044
4 4.61623 0.0741537
48900 4
1 0.00422885 0.00129584
2 0.00388893 4.36966e-06
3 4.77469 0.182437
4 4.78281 0.183737
49000 4
1 0.00439784 0.00134762
2 0.00404433 4.54427e-06
3 4.86435 0.0267434
4 4.87279 0.0280956
49100 4
1 0.00457013 0.00140042
2 0.00420277 4.7223e-06
3 4.99787 0.0360395
4 5.00664 0.0374447
49200 4
1 0.00474573 0.00145423
2 0.00436426 4.90375e-06
3 5.17911 0.00040098
4 5.18822 0.00186011
49300 4
1 0.00492465 0.00150905
2 0.00452879 5.08863e-06
3 5.36298 0.0148766
4 5.37243 0.0163907
49400 4
1 0.00510687 0.00156489
2 0.00469637 5.27692e-06
3 5.48759 0.00450032
4 5.49739 0.00607049
49500 4
1 0.00529241 0.00162174
2 0.00486699 5.46864e-06
3 5.6143 7.79242e-05
4 5.62446 0.00170514
49600 4
1 0.00548125 0.00167961
2 0.00504065 5.66377e-06
3 5.70554 0.0322234
4 5.71606 0.0339087
49700 4
1 0.00567341 0.0017385
2 0.00521736 5.86233e-06
3 5.71644 0.0217676
4 5.72733 0.023512
49800 4
1 0.00586888 0.00179839
2 0.00539712 6.06431e-06
3 5.78065 0.00439942
4 5.79191 0.00620388
49900 4
1 0.00606765 0.0018593
2 0.00557992 6.26971e-06
3 5.88015 0.00462957
4 5.8918 0.00649515
50000 4
1 0.00626974 0.00192123
2 0.00576576 6.47853e-06
3 6.00482 0.00498166
4 6.01686 0.00690937
50100 4
1 0.00647514 0.00198417
2 0.00595465 6.69077e-06
3 6.0235 0.0240942
4 6.03593 0.026085
50200 4
1 0.00668385 0.00204813
2 0.00614658 6.90643e-06
3 6.14039 0.0474796
4 6.15322 0.0495347
50300 4
1 0.00689587 0.0021131
2 0.00634156 7.12551e-06
3 6.23364 7.95532e-05
4 6.24688 0.00219977
50400 4
1 0.0071112 0.00217908
2 0.00653958 7.34801e-06
3 6.21564 0.0458943
4 6.22929 0.0480808
50500 4
1 0.00732984 0.00224608
2 0.00674064 7.57394e-06
3 6.26766 0.0141878
4 6.28173 0.0164414
50600 4
1 0.00755179 0.00231409
2 0.00694475 7.80328e-06
3 6.42259 0.0359845
4 6.43708 0.0383064
50700 4
1 0.00777705 0.00238312
2 0.0071519 8.03604e-06
3 6.46661 0.185583
4 6.48154 0.187975
50800 4
1 0.00800562 0.00245316
2 0.0073621 8.27223e-06
3 6.57847 0.11864
4 6.59384 0.121101
50900 4
1 0.0082375 0.00252422
2 0.00757534 8.51184e-06
3 6.64704 0.219309
4 6.66285 0.221842
51000 4
1 0.00847269 0.00259629
2 0.00779163 8.75486e-06
3 6.66768 0.0647892
4 6.68395 0.0673942
51100 4
1 0.00871119 0.00266937
2 0.00801096 9.00131e-06
3 6.7803 0.0654382
4 6.79702 0.0681165
51200 4
1 0.008953 0.00274347
2 0.00823334 9.25118e-06
3 6.89409 0.0143759
4 6.91128 0.0171286
51300 4
1 0.00919813 0.00281858
2 0.00845876 9.50447e-06
3 6.98676 0.0182159
4 7.00442 0.021044
51400 4
1 0.00944656 0.00289471
2 0.00868722 9.76118e-06
3 7.06204 0.0341862
4 7.08017 0.0370906
51500 4
1 0.00969831 0.00297185
2 0.00891873 1.00213e-05
3 7.1413 0.0039984
4 7.15992 0.00698027
51600 4
1 0.00995336 0.00305001
2 0.00915328 1.02849e-05
3 7.18262 0.00613929
4 7.20173 0.00919959
51700 4
1 0.0102117 0.00312918
2 0.00939088 1.05518e-05
3 7.27079 0.00804631
4 7.29039 0.011186
51800 4
1 0.0104734 0.00320937
2 0.00963152 1.08222e-05
3 7.29998 0.0122186
4 7.32009 0.0154388
51900 4
1 0.0107384 0.00329057
2 0.0098752 1.1096e-05
3 7.33583 0.11023
4 7.35644 0.113532
52000 4
1 0.0110067 0.00337278
2 0.0101219 1.13733e-05
3 7.42002 0.0690013
4 7.44115 0.0723855
52100 4
1 0.0112783 0.00345601
2 0.0103717 1.16539e-05
3 7.4536 0.0834555
4 7.47525 0.0869232
52200 4
1 0.0115532 0.00354026
2 0.0106245 1.1938e-05
3 7.5189 0.00784054
4 7.54107 0.0113927
52300 4
1 0.0118314 0.00362552
2 0.0108804 1.22255e-05
3 7.56328 0.0146084
4 7.586 0.0182461
52400 4
1 0.012113 0.00371179
2 0.0111393 1.25164e-05
3 7.59446 0.000148515
4 7.61772 0.00387282
52500 4
1 0.0123978 0.00379908
2 0.0114012 1.28108e-05
3 7.64443 0.0510917
4 7.66823 0.0549036
52600 4
1 0.012686 0.00388738
2 0.0116662 1.31085e-05
3 7.7438 0.0319643
4 7.76815 0.0358648
52700 4
1 0.0129774 0.00397669
2 0.0119343 1.34097e-05
3 7.83505 0.082365
4 7.85997 0.0863551
52800 4
1 0.0132722 0.00406702
2 0.0122054 1.37143e-05
3 7.88792 0.00828354
4 7.91339 0.0123643
52900 4
1 0.0135703 0.00415837
2 0.0124795 1.40223e-05
3 7.9882 0.000891983
4 8.01425 0.00506437
53000 4
1 0.0138717 0.00425073
2 0.0127567 1.43338e-05
3 8.07455 0.000719104
4 8.10118 0.00498416
53100 4
1 0.0141764 0.0043441
2 0.0130369 1.46486e-05
3 8.15366 0.00428553
4 8.18088 0.00864428
53200 4
1 0.0144844 0.00443849
2 0.0133201 1.49669e-05
3 8.20026 0.000281301
4 8.22806 0.00473476
53300 4
1 0.0147958 0.00453389
2 0.0136065 1.52886e-05
3 8.2862 0.0209413
4 8.3146 0.0254905
53400 4
1 0.0151104 0.00463031
2 0.0138958 1.56137e-05
3 8.416 0.000189642
4 8.44501 0.00483556
53500 4
1 0.0154284 0.00472774
2 0.0141882 1.59423e-05
3 8.52918 0.0209095
4 8.5588 0.0256531
53600 4
1 0.0157496 0.00482618
2 0.0144836 1.62742e-05
3 8.6422 0.000169331
4 8.67243 0.00501179
53700 4
1 0.0160742 0.00492565
2 0.0147821 1.66096e-05
3 8.7501 0.000506168
4 8.78095 0.00544842
53800 4
1 0.0164021 0.00502612
2 0.0150836 1.69484e-05
3 8.85825 0.000379569
4 8.88973 0.00542264
53900 4
1 0.0167333 0.00512761
2 0.0153882 1.72907e-05
3 8.92596 0.034344
4 8.95808 0.0394889
54000 4
1 0.0170678 0.00523011
2 0.0156958 1.76363e-05
3 9.09253 0.00815032
4 9.12529 0.0133981
54100 4
1 0.0174056 0.00533363
2 0.0160065 1.79854e-05
3 9.1537 0.000746672
4 9.18711 0.00609829
54200 4
1 0.0177467 0.00543816
2 0.0163202 1.83379e-05
3 9.30741 0.0014543
4 9.34148 0.0069108
54300 4
1 0.0180912 0.00554371
2 0.016637 1.86938e-05
3 9.45138 0.0182739
4 9.48611 0.0238363
54400 4
1 0.0184389 0.00565027
2 0.0169567 1.90531e-05
3 9.54421 0.0534702
4 9.57961 0.0591395
54500 4
1 0.01879 0.00575785
2 0.0172796 1.94159e-05
3 9.66963 0.0377304
4 9.7057 0.0435077
54600 4
1 0.0191443 0.00586644
2 0.0176055 1.9782e-05
3 9.76499 0.00373916
4 9.80174 0.00962538
54700 4
1 0.019502 0.00597604
2 0.0179344 2.01516e-05
3 9.80167 0.0104076
4 9.8391 0.0164038
54800 4
1 0.019863 0.00608666
2 0.0182664 2.05247e-05
3 9.97463 0.003314
4 10.0128 0.00942119
54900 4
1 0.0202273 0.00619829
2 0.0186014 2.09011e-05
3 10.0574 0.0659761
4 10.0962 0.0721953
55000 4
1 0.0205949 0.00631094
2 0.0189394 2.12809e-05
3 10.0883 0.154296
4 10.1279 0.160628
55100 4
1 0.0209658 0.0064246
2 0.0192805 2.16642e-05
3 10.2428 0.499326
4 10.2831 0.505772
55200 4
1 0.0213401 0.00653928
2 0.0196247 2.20509e-05
3 10.3789 1.63335
4 10.4199 1.63991
55300 4
1 0.0217176 0.00665497
2 0.0199719 2.2441e-05
3 10.4496 3.54807
4 10.4912 3.55474
55400 4
1 0.0220985 0.00677168
2 0.0203221 2.28346e-05
3 10.5928 6.14934
4 10.6352 6.15613
55500 4
1 0.0224826 0.0068894
2 0.0206754 2.32315e-05
3 10.7254 9.45614
4 10.7686 9.46305
55600 4
1 0.0228701 0.00700813
2 0.0210317 2.36319e-05
3 10.8273 13.4715
4 10.8712 13.4786
55700 4
1 0.0232609 0.00712788
2 0.0213911 2.40357e-05
3 10.9467 18.1488
4 10.9914 18.1559
55800 4
1 0.023655 0.00724864
2 0.0217535 2.44429e-05
3 11.0599 23.4611
4 11.1054 23.4684
55900 4
1 0.0240524 0.00737042
2 0.022119 2.48536e-05
3 11.0789 29.3878
4 11.1251 29.3952
56000 4
1 0.0244531 0.00749321
2 0.0224875 2.52677e-05
3 11.1026 35.6873
4 11.1495 35.6948
56100 4
1 0.0248571 0.00761702
2 0.022859 2.56851e-05
3 11.2 41.5356
4 11.2477 41.5432
56200 4
1 0.0252644 0.00774184
2 0.0232336 2.6106e-05
3 11.3193 46.1573
4 11.3678 46.1651
56300 4
1 0.0256751 0.00786768
2 0.0236112 2.65304e-05
3 11.3821 49.9453
4 11.4314 49.9532
56400 4
1 0.026089 0.00799453
2 0.0239919 2.69581e-05
3 11.4665 53.5768
4 11.5166 53.5848
56500 4
1 0.0265063 0.00812239
2 0.0243757 2.73893e-05
3 11.5689 57.2605
4 11.6198 57.2687
56600 4
1 0.0269269 0.00825127
2 0.0247624 2.78239e-05
3 11.6752 60.9598
4 11.7268 60.9681
56700 4
1 0.0273508 0.00838116
2 0.0251522 2.82619e-05
3 11.7731 64.602
4 11.8256 64.6104
56800 4
1 0.027778 0.00851207
2 0.0255451 2.87033e-05
3 11.8539 68.1449
4 11.9073 68.1535
56900 4
1 0.0282085 0.00864399
2 0.025941 2.91482e-05
3 11.9438 71.5809
4 11.9979 71.5895
57000 4
1 0.0286423 0.00877693
2 0.0263399 2.95964e-05
3 12.045 74.9079
4 12.1 74.9167
57100 4
1 0.0290794 0.00891088
2 0.0267419 3.00481e-05
3 12.1196 78.1104
4 12.1755 78.1193
57200 4
1 0.0295199 0.00904585
2 0.027147 3.05032e-05
3 12.2952 81.2013
4 12.3518 81.2104
57300 4
1 0.0299636 0.00918183
2 0.027555 3.09618e-05
3 12.2844 84.2108
4 12.3419 84.2201
57400 4
1 0.0304107 0.00931882
2 0.0279662 3.14237e-05
3 12.3633 87.1631
4 12.4217 87.1724
57500 4
1 0.030861 0.00945683
2 0.0283803 3.18891e-05
3 12.3793 90.0724
4 12.4385 90.0819
57600 4
1 0.0313147 0.00959585
2 0.0287975 3.23579e-05
3 12.46 92.9466
4 12.5201 92.9562
57700 4
1 0.0317717 0.00973589
2 0.0292178 3.28301e-05
3 12.4502 95.7912
4 12.5112 95.801
57800 4
1 0.032232 0.00987694
2 0.0296411 3.33058e-05
3 12.4849 98.6098
4 12.5468 98.6197
57900 4
1 0.0326956 0.010019
2 0.0300675 3.37848e-05
3 12.5133 101.399
4 12.5761 101.409
58000 4
1 0.0331625 0.0101621
2 0.0304968 3.42673e-05
3 12.612 104.146
4 12.6756 104.157
58100 4
1 0.0336328 0.0103062
2 0.0309293 3.47532e-05
3 12.6841 106.828
4 12.7487 106.838
58200 4
1 0.0341063 0.0104513
2 0.0313648 3.52425e-05
3 12.7119 109.417
4 12.7774 109.427
58300 4
1 0.0345832 0.0105974
2 0.0318033 3.57353e-05
3 12.8145 111.889
4 12.8809 111.9
58400 4
1 0.0350633 0.0107446
2 0.0322448 3.62314e-05
3 12.8692 114.227
4 12.9365 114.237
58500 4
1 0.0355468 0.0108927
2 0.0326895 3.6731e-05
3 12.9511 116.414
4 13.0194 116.425
58600 4
1 0.0360336 0.0110419
2 0.0331371 3.7234e-05
3 13.0467 118.432
4 13.1158 118.444
58700 4
1 0.0365237 0.0111921
2 0.0335878 3.77404e-05
3 13.0716 120.26
4 13.1417 120.272
58800 4
1 0.0370171 0.0113433
2 0.0340416 3.82503e-05
3 13.21 121.88
4 13.2811 121.892
58900 4
1 0.0375138 0.0114955
2 0.0344983 3.87635e-05
3 13.2897 123.283
4 13.3617 123.295
59000 4
1 0.0380138 0.0116487
2 0.0349582 3.92802e-05
3 13.3634 124.463
4 13.4364 124.475
59100 4
1 0.0385172 0.0118029
2 0.0354211 3.98003e-05
3 13.4578 125.41
4 13.5317 125.422
59200 4
1 0.0390238 0.0119582
2 0.035887 4.03239e-05
3 13.5865 126.101
4 13.6614 126.113
59300 4
1 0.0395338 0.0121145
2 0.0363559 4.08508e-05
3 13.6754 126.517
4 13.7513 126.53
59400 4
1 0.0400471 0.0122717
2 0.0368279 4.13812e-05
3 13.8015 126.651
4 13.8784 126.663
59500 4
1 0.0405636 0.01243
2 0.037303 4.1915e-05
3 13.9106 126.511
4 13.9884 126.523
59600 4
1 0.0410835 0.0125893
2 0.0377811 4.24522e-05
3 14.0088 126.111
4 14.0876 126.123
59700 4
1 0.0416067 0.0127497
2 0.0382622 4.29928e-05
3 14.1419 125.454
4 14.2217 125.467
59800 4
1 0.0421332 0.012911
2 0.0387464 4.35369e-05
3 14.2665 124.538
4 14.3474 124.551
59900 4
1 0.042663 0.0130734
2 0.0392337 4.40843e-05
3 14.2452 123.359
4 14.3271 123.373
60000 4
1 0.0431962 0.0132367
2 0.0397239 4.46352e-05
3 14.2655 121.927
4 14.3484 121.94
60100 4
1 0.0437326 0.0134011
2 0.0402173 4.51895e-05
3 14.2907 120.263
4 14.3747 120.277
60200 4
1 0.0442724 0.0135665
2 0.0407136 4.57473e-05
3 14.1999 118.395
4 14.2848 118.409
60300 4
1 0.0448154 0.0137329
2 0.041213 4.63084e-05
3 14.2174 116.348
4 14.3034 116.362
60400 4
1 0.0453618 0.0139004
2 0.0417155 4.6873e-05
3 14.2361 114.143
4 14.3232 114.157
60500 4
1 0.0459115 0.0140688
2 0.042221 4.7441e-05
3 14.217 111.806
4 14.3052 111.82
60600 4
1 0.0464645 0.0142383
2 0.0427295 4.80124e-05
3 14.209 109.366
4 14.2982 109.381
60700 4
1 0.0470208 0.0144087
2 0.0432411 4.85873e-05
3 14.198 106.857
4 14.2882 106.872
60800 4
1 0.0475804 0.0145802
2 0.0437557 4.91655e-05
3 14.224 104.304
4 14.3154 104.319
60900 4
1 0.0481433 0.0147527
2 0.0442734 4.97472e-05
3 14.285 101.726
4 14.3774 101.741
61000 4
1 0.0487096 0.0149262
2 0.0447941 5.03323e-05
3 14.2623 99.138
4 14.3558 99.153
61100 4
1 0.0492791 0.0151008
2 0.0453179 5.09208e-05
3 14.302 96.5552
4 14.3966 96.5703
61200 4
1 0.049852 0.0152763
2 0.0458447 5.15128e-05
3 14.3213 93.9938
4 14.417 94.0091
61300 4
1 0.0504281 0.0154529
2 0.0463746 5.21081e-05
3 14.3027 91.4669
4 14.3995 91.4824
61400 4
1 0.0510076 0.0156304
2 0.0469075 5.27069e-05
3 14.3313 88.9826
4 14.4292 88.9983
61500 4
1 0.0515904 0.015809
2 0.0474434 5.33091e-05
3 14.3446 86.5449
4 14.4437 86.5607
61600 4
1 0.0521765 0.0159886
2 0.0479824 5.39147e-05
3 14.3686 84.1552
4 14.4688 84.1712
61700 4
1 0.0527659 0.0161692
2 0.0485244 5.45238e-05
3 14.3519 81.8136
4 14.4532 81.8298
61800 4
1 0.0533586 0.0163509
2 0.0490695 5.51363e-05
3 14.3455 79.5195
4 14.4479 79.5359
61900 4
1 0.0539546 0.0165335
2 0.0496176 5.57521e-05
3 14.278 77.2725
4 14.3816 77.2891
62000 4
1 0.054554 0.0167172
2 0.0501688 5.63715e-05
3 14.2225 75.0718
4 14.3273 75.0886
62100 4
1 0.0551566 0.0169018
2 0.050723 5.69942e-05
3 14.1519 72.9166
4 14.2578 72.9336
62200 4
1 0.0557626 0.0170875
2 0.0512802 5.76203e-05
3 14.1155 70.8064
4 14.2225 70.8235
62300 4
1 0.0563719 0.0172742
2 0.0518405 5.82499e-05
3 14.0988 68.7404
4 14.207 68.7577
62400 4
1 0.0569845 0.0174619
2 0.0524039 5.88829e-05
3 14.0186 66.718
4 14.128 66.7355
62500 4
1 0.0576003 0.0176507
2 0.0529703 5.95193e-05
3 13.9953 64.7384
4 14.1059 64.7561
62600 4
1 0.0582195 0.0178404
2 0.0535397 6.01591e-05
3 14.0337 62.8009
4 14.1454 62.8188
62700 4
1 0.0588421 0.0180312
2 0.0541122 6.08024e-05
3 14.0465 60.9046
4 14.1595 60.9227
62800 4
1 0.0594679 0.0182229
2 0.0546877 6.14491e-05
3 14.0821 59.049
4 14.1962 59.0673
62900 4
1 0.060097 0.0184157
2 0.0552662 6.20992e-05
3 14.1068 57.2335
4 14.2221 57.252
63000 4
1 0.0607295 0.0186095
2 0.0558478 6.27527e-05
3 14.0685 55.4576
4 14.1851 55.4763
63100 4
1 0.0613652 0.0188044
2 0.0564325 6.34096e-05
3 14.0767 53.7207
4 14.1945 53.7395
63200 4
1 0.0620043 0.0190002
2 0.0570202 6.407e-05
3 14.0924 52.0221
4 14.2115 52.0412
63300 4
1 0.0626467 0.019197
2 0.0576109 6.47338e-05
3 14.0842 50.3613
4 14.2045 50.3805
63400 4
1 0.0632923 0.0193949
2 0.0582047 6.5401e-05
3 14.0846 48.7375
4 14.2061 48.757
63500 4
1 0.0639413 0.0195938
2 0.0588015 6.60716e-05
3 14.0903 47.1502
4 14.213 47.1699
63600 4
1 0.0645936 0.0197937
2 0.0594014 6.67456e-05
3 14.0425 45.5988
4 14.1665 45.6186
63700 4
1 0.0652493 0.0199946
2 0.0600043 6.74231e-05
3 14.0052 44.0826
4 14.1304 44.1027
63800 4
1 0.0659082 0.0201965
2 0.0606103 6.8104e-05
3 13.9703 42.6013
4 14.0968 42.6216
63900 4
1 0.0665704 0.0203994
2 0.0612193 6.87883e-05
3 13.9737 41.1544
4 14.1015 41.1749
64000 4
1 0.067236 0.0206034
2 0.0618313 6.9476e-05
3 13.9331 39.7416
4 14.0622 39.7623
64100 4
1 0.0679048 0.0208083
2 0.0624464 7.01671e-05
3 13.9468 38.3624
4 14.0772 38.3832
64200 4
1 0.068577 0.0210143
2 0.0630646 7.08617e-05
3 13.9416 37.0161
4 14.0732 37.0372
64300 4
1 0.0692525 0.0212213
2 0.0636858 7.15597e-05
3 13.8889 35.7024
4 14.0218 35.7237
64400 4
1 0.0699313 0.0214293
2 0.06431 7.22611e-05
3 13.8782 34.4206
4 14.0124 34.4421
64500 4
1 0.0706134 0.0216383
2 0.0649372 7.29659e-05
3 13.8208 33.1699
4 13.9563 33.1916
64600 4
1 0.0712988 0.0218483
2 0.0655676 7.36742e-05
3 13.8263 31.9488
4 13.9631 31.9708
64700 4
1 0.0719875 0.0220594
2 0.0662009 7.43858e-05
3 13.7915 30.7548
4 13.9297 30.777
64800 4
1 0.0726795 0.0222715
2 0.0668373 7.51009e-05
3 13.7984 29.5842
4 13.9379 29.6065
64900 4
1 0.0733749 0.0224845
2 0.0674768 7.58194e-05
3 13.7828 28.4312
4 13.9236 28.4538
65000 4
1 0.0740735 0.0226986
2 0.0681193 7.65414e-05
3 13.7736 27.2881
4 13.9158 27.3109
65100 4
1 0.0747755 0.0229137
2 0.0687648 7.72667e-05
3 13.8353 26.1454
4 13.9788 26.1683
65200 4
1 0.0754808 0.0231298
2 0.0694134 7.79955e-05
3 13.8599 24.9919
4 14.0048 25.0151
65300 4
1 0.0761893 0.023347
2 0.070065 7.87277e-05
3 13.9654 23.8153
4 14.1116 23.8387
65400 4
1 0.0769012 0.0235651
2 0.0707197 7.94633e-05
3 13.9347 22.6049
4 14.0823 22.6286
65500 4
1 0.0776164 0.0237843
2 0.0713774 8.02023e-05
3 13.8582 21.3551
4 14.0072 21.3789
65600 4
1 0.078335 0.0240045
2 0.0720382 8.09448e-05
3 13.7917 20.0651
4 13.9421 20.0892
65700 4
1 0.0790568 0.0242257
2 0.072702 8.16907e-05
3 13.7617 18.7433
4 13.9134 18.7676
65800 4
1 0.0797819 0.0244479
2 0.0733688 8.244e-05
3 13.6837 17.4023
4 13.8368 17.4269
65900 4
1 0.0805104 0.0246711
2 0.0740387 8.31927e-05
3 13.6684 16.0513
4 13.823 16.076
66000 4
1 0.0812421 0.0248953
2 0.0747116 8.39488e-05
3 13.7091 14.702
4 13.865 14.727
66100 4
1 0.0819772 0.0251206
2 0.0753876 8.47084e-05
3 13.7165 13.372
4 13.8739 13.3972
66200 4
1 0.0827156 0.0253468
2 0.0760666 8.54714e-05
3 13.7609 12.072
4 13.9196 12.0974
66300 4
1 0.0834573 0.0255741
2 0.0767487 8.62378e-05
3 13.808 10.818
4 13.9682 10.8436
66400 4
1 0.0842023 0.0258024
2 0.0774338 8.70076e-05
3 13.8694 9.63498
4 14.031 9.66087
66500 4
1 0.0849506 0.0260317
2 0.078122 8.77808e-05
3 13.901 8.53433
4 14.064 8.56045
66600 4
1 0.0857022 0.026262
2 0.0788132 8.85575e-05
3 13.9653 7.5223
4 14.1298 7.54865
66700 4
1 0.0864571 0.0264934
2 0.0795074 8.93376e-05
3 14.0404 6.60153
4 14.2063 6.62812
66800 4
1 0.0872154 0.0267257
2 0.0802047 9.01211e-05
3 14.1187 5.76484
4 14.2862 5.79166
66900 4
1 0.0879769 0.0269591
2 0.0809051 9.0908e-05
3 14.1724 4.99877
4 14.3413 5.02582
67000 4
1 0.0887418 0.0271935
2 0.0816084 9.16983e-05
3 14.234 4.27074
4 14.4044 4.29802
67100 4
1 0.0895099 0.0274289
2 0.0823149 9.24921e-05
3 14.253 3.56637
4 14.4248 3.59389
67200 4
1 0.0902814 0.0276653
2 0.0830243 9.32893e-05
