# Time-averaged data for fix thermodynamic_data
# TimeStep c_pe_total c_ke_total v_E_total v_E_interaction v_E_HAP v_E_CO2 v_E_binding v_E_interaction_kcal v_E_HAP_kcal v_E_CO2_kcal v_E_binding_kcal v_temp_current v_press_current v_vol_current v_coverage v_CO2_height c_temp_mobile_prod c_temp_system_prod
44900 -832807 94.7559 -832713 687.064 -832710 -689.742 -687.064 15844.3 -1.9203e+07 -15906.1 -15844.3 423.736 26807.7 28153.2 0.000577701 11.9839 456.062 423.736
45000 -832812 102.147 -832710 686.487 -832707 -689.74 -686.487 15831 -1.9203e+07 -15906 -15831 456.787 24498.9 28262.7 0.000577701 12.1468 489.236 456.787
45100 -832811 101.382 -832710 686.596 -832707 -689.745 -686.596 15833.5 -1.9203e+07 -15906.1 -15833.5 453.369 22970.5 28484 0.000577701 12.2652 490.545 453.369
45200 -832814 108.179 -832706 687.084 -832703 -689.752 -687.084 15844.8 -1.92029e+07 -15906.3 -15844.8 483.762 21290.2 28605.4 0.000577701 12.4894 522.019 483.762
45300 -832804 100.093 -832704 687.201 -832702 -689.757 -687.201 15847.5 -1.92029e+07 -15906.4 -15847.5 447.605 21879.5 28686.9 0.000577701 12.8262 481.35 447.605
45400 -832801 98.1434 -832703 686.649 -832699 -689.755 -686.649 15834.7 -1.92028e+07 -15906.4 -15834.7 438.885 20866.8 28807 0.000577701 13.1025 468.322 438.885
45500 -832797 96.2531 -832701 686.5 -832698 -689.758 -686.5 15831.3 -1.92028e+07 -15906.4 -15831.3 430.432 21058.6 28995.3 0.000577701 13.246 470.449 430.432
45600 -832797 100.506 -832697 686.966 -832694 -689.765 -686.966 15842.1 -1.92027e+07 -15906.6 -15842.1 449.448 21569.5 29136.3 0.000577701 13.4293 478.694 449.448
45700 -832804 107.997 -832696 687.246 -832694 -689.772 -687.246 15848.5 -1.92027e+07 -15906.8 -15848.5 482.949 21878.2 29221.1 0.000577701 13.7342 524.613 482.949
45800 -832796 103.38 -832692 686.814 -832689 -689.771 -686.814 15838.5 -1.92026e+07 -15906.7 -15838.5 462.303 21532.6 29290.3 0.000577701 13.9482 499.96 462.303
45900 -832792 102.585 -832689 686.455 -832686 -689.772 -686.455 15830.3 -1.92025e+07 -15906.8 -15830.3 458.746 21784.1 29511.7 0.000577701 14.0088 489.062 458.746
46000 -832796 106.03 -832690 686.859 -832687 -689.779 -686.859 15839.6 -1.92025e+07 -15906.9 -15839.6 474.154 20255.8 29642.4 0.000577701 14.1267 515.201 474.154
46100 -832792 104.976 -832687 687.237 -832685 -689.786 -687.237 15848.3 -1.92025e+07 -15907.1 -15848.3 469.439 21106.6 29756.4 0.000577701 14.334 514.015 469.439
46200 -832790 108.437 -832682 686.951 -832679 -689.786 -686.951 15841.7 -1.92023e+07 -15907.1 -15841.7 484.915 19188.7 29832.8 0.000577701 14.5879 514.636 484.915
46300 -832784 101.446 -832682 686.456 -832679 -689.786 -686.456 15830.3 -1.92023e+07 -15907.1 -15830.3 453.655 17846.2 30003.3 0.000577701 14.7 492.29 453.655
46400 -832783 105.064 -832678 686.777 -832675 -689.792 -686.777 15837.7 -1.92022e+07 -15907.2 -15837.7 469.834 16091.9 30193.3 0.000577701 14.802 505.108 469.834
46500 -832783 106.596 -832677 687.209 -832674 -689.798 -687.209 15847.7 -1.92022e+07 -15907.4 -15847.7 476.682 15050.1 30284.9 0.000577701 15.0577 513.718 476.682
46600 -832782 104.89 -832677 687.052 -832674 -689.8 -687.052 15844 -1.92022e+07 -15907.4 -15844 469.052 16436.1 30333.7 0.000577701 15.4041 513.696 469.052
46700 -832781 110.664 -832670 686.487 -832667 -689.798 -686.487 15831 -1.92021e+07 -15907.4 -15831 494.875 16345.1 30471.7 0.000577701 15.5962 530.11 494.875
46800 -832775 105.941 -832669 686.722 -832666 -689.804 -686.722 15836.4 -1.9202e+07 -15907.5 -15836.4 473.756 15489.6 30694.9 0.000577701 15.6587 510.086 473.756
46900 -832770 102.344 -832668 687.182 -832665 -689.81 -687.182 15847 -1.9202e+07 -15907.6 -15847 457.67 16582.2 30816.1 0.000577701 15.9146 492.283 457.67
47000 -832771 104.743 -832666 687.117 -832664 -689.813 -687.117 15845.5 -1.9202e+07 -15907.7 -15845.5 468.395 16247.1 30863 0.000577701 16.1928 514.383 468.395
47100 -832771 108.993 -832662 686.525 -832659 -689.811 -686.525 15831.9 -1.92019e+07 -15907.7 -15831.9 487.4 14812.7 30970.9 0.000577701 16.2948 521.343 487.4
47200 -832768 104.704 -832663 686.692 -832660 -689.816 -686.692 15835.7 -1.92019e+07 -15907.8 -15835.7 468.223 14062.9 31166.4 0.000577701 16.3827 508.315 468.223
47300 -832760 101.895 -832658 687.162 -832656 -689.822 -687.162 15846.6 -1.92018e+07 -15907.9 -15846.6 455.663 15289.2 31282.9 0.000577701 16.6124 491.415 455.663
47400 -832763 106.997 -832656 687.154 -832653 -689.826 -687.154 15846.4 -1.92017e+07 -15908 -15846.4 478.477 14114.6 31392.9 0.000577701 16.9085 511.473 478.477
47500 -832766 110.1 -832656 686.554 -832653 -689.824 -686.554 15832.6 -1.92017e+07 -15908 -15832.6 492.353 13844 31487.1 0.000577701 17.0704 540.26 492.353
47600 -832756 104.379 -832652 686.683 -832649 -689.829 -686.683 15835.5 -1.92016e+07 -15908.1 -15835.5 466.769 13476.5 31683.2 0.000577701 17.1287 507.522 466.769
47700 -832757 109.795 -832647 687.156 -832644 -689.835 -687.156 15846.4 -1.92015e+07 -15908.2 -15846.4 490.989 11681.3 31818.5 0.000577701 17.2918 518.4 490.989
47800 -832753 103.095 -832650 687.17 -832647 -689.839 -687.17 15846.8 -1.92016e+07 -15908.3 -15846.8 461.027 9351.7 31875.9 0.000577701 17.55 504.325 461.027
47900 -832751 105.555 -832646 686.568 -832643 -689.837 -686.568 15832.9 -1.92015e+07 -15908.3 -15832.9 472.028 9301.57 31987.7 0.000577701 17.6725 511.669 472.028
48000 -832746 103.528 -832642 686.693 -832639 -689.842 -686.693 15835.8 -1.92014e+07 -15908.4 -15835.8 462.964 11382.2 32179.3 0.000577701 17.7096 493.204 462.964
48100 -832747 102.754 -832644 687.163 -832641 -689.849 -687.163 15846.6 -1.92015e+07 -15908.5 -15846.6 459.5 8561.68 32310.3 0.000577701 17.8731 502.893 459.5
48200 -832741 102.8 -832638 687.167 -832636 -689.852 -687.167 15846.7 -1.92013e+07 -15908.6 -15846.7 459.706 9555.2 32378 0.000577701 18.1981 492.301 459.706
48300 -832736 99.0173 -832637 686.567 -832634 -689.85 -686.567 15832.8 -1.92013e+07 -15908.6 -15832.8 442.792 9987.16 32500.4 0.000577701 18.3667 476.43 442.792
48400 -832735 100.67 -832635 686.721 -832632 -689.856 -686.721 15836.4 -1.92012e+07 -15908.7 -15836.4 450.184 9900.39 32691.2 0.000577701 18.3912 483.338 450.184
48500 -832742 108.663 -832633 687.183 -832630 -689.863 -687.183 15847.1 -1.92012e+07 -15908.9 -15847.1 485.927 9895.19 32765.2 0.000577701 18.5637 533.439 485.927
48600 -832735 105.69 -832629 687.144 -832626 -689.867 -687.144 15846.2 -1.92011e+07 -15909 -15846.2 472.632 7265.69 32840.8 0.000577701 18.8839 503.328 472.632
48700 -832734 103.485 -832630 686.554 -832627 -689.867 -686.554 15832.6 -1.92011e+07 -15909 -15832.6 462.77 3595.16 32940 0.000577701 18.9958 503.055 462.77
48800 -832729 102.702 -832626 686.769 -832623 -689.875 -686.769 15837.5 -1.9201e+07 -15909.1 -15837.5 459.268 6189.83 33138.7 0.000577701 19.0728 498.289 459.268
48900 -832729 106.446 -832622 687.216 -832620 -689.883 -687.216 15847.8 -1.9201e+07 -15909.3 -15847.8 476.012 7007.7 33271.9 0.000577701 19.3073 504.697 476.012
49000 -832726 100.866 -832625 687.094 -832622 -689.888 -687.094 15845 -1.9201e+07 -15909.4 -15845 451.058 6673.2 33335.4 0.000577701 19.6098 491.058 451.058
49100 -832720 98.6483 -832621 686.542 -832618 -689.888 -686.542 15832.3 -1.92009e+07 -15909.4 -15832.3 441.143 4596.23 33461.2 0.000577701 19.6839 480.106 441.143
49200 -832719 102.398 -832616 686.843 -832613 -689.897 -686.843 15839.2 -1.92008e+07 -15909.7 -15839.2 457.909 4983.37 33611 0.000577701 19.7191 484.85 457.909
49300 -832715 98.5566 -832617 687.253 -832614 -689.906 -687.253 15848.7 -1.92008e+07 -15909.9 -15848.7 440.732 5710.47 33726 0.000577701 19.9068 477.684 440.732
49400 -832716 103.293 -832612 686.998 -832610 -689.906 -686.998 15842.8 -1.92007e+07 -15909.8 -15842.8 461.912 5983.53 33792 0.000577701 20.1471 497.854 461.912
49500 -832719 107.487 -832611 686.544 -832608 -689.905 -686.544 15832.3 -1.92007e+07 -15909.8 -15832.3 480.668 4738.28 33911.1 0.000577701 20.2373 515.067 480.668
49600 -832711 98.2383 -832613 686.94 -832610 -689.912 -686.94 15841.5 -1.92007e+07 -15910 -15841.5 439.309 3119.29 34086.4 0.000577701 20.3471 482.676 439.309
49700 -832708 101.953 -832606 687.273 -832603 -689.917 -687.273 15849.1 -1.92006e+07 -15910.1 -15849.1 455.922 2537.58 34206.6 0.000577701 20.5934 485.382 455.922
49800 -832707 103.167 -832604 686.833 -832601 -689.906 -686.833 15839 -1.92005e+07 -15909.9 -15839 461.351 2392.63 34296.5 0.000577701 20.8028 496.968 461.351
49900 -832710 105.644 -832604 686.583 -832601 -689.904 -686.583 15833.2 -1.92005e+07 -15909.8 -15833.2 472.425 3796.49 34471.4 0.000577701 20.7951 508.399 472.425
50000 -832701 98.4684 -832603 687.055 -832600 -689.903 -687.055 15844.1 -1.92005e+07 -15909.8 -15844.1 440.338 4327.62 34579.1 0.000577701 20.8655 480.457 440.338
50100 -832699 100.118 -832599 687.22 -832596 -689.896 -687.22 15847.9 -1.92004e+07 -15909.6 -15847.9 447.715 3952.54 34626.4 0.000577701 21.1095 477.205 447.715
50200 -832699 100.476 -832599 686.594 -832596 -689.873 -686.594 15833.5 -1.92004e+07 -15909.1 -15833.5 449.314 1629.44 34747.7 0.000577701 21.2239 485.374 449.314
50300 -832693 98.7448 -832595 686.675 -832592 -689.864 -686.675 15835.3 -1.92003e+07 -15908.9 -15835.3 441.574 1943.27 34941.2 0.000577701 21.2093 474.425 441.574
50400 -832694 101.801 -832592 687.158 -832589 -689.846 -687.158 15846.5 -1.92003e+07 -15908.5 -15846.5 455.243 1094.85 35054.9 0.000577701 21.4254 482.035 455.243
50500 -832696 101.371 -832594 686.986 -832591 -689.816 -686.986 15842.5 -1.92003e+07 -15907.8 -15842.5 453.316 -103.276 35109.6 0.000577701 21.7753 498.18 453.316
50600 -832690 102.081 -832588 686.378 -832585 -689.778 -686.378 15828.5 -1.92002e+07 -15906.9 -15828.5 456.493 2955.1 35224.3 0.000577701 21.9124 491.617 456.493
50700 -832685 101.623 -832583 686.82 -832580 -689.744 -686.82 15838.7 -1.92e+07 -15906.1 -15838.7 454.446 2107.89 35454.5 0.000577701 22.0653 477.987 454.446
50800 -832687 102.876 -832585 687.168 -832582 -689.696 -687.168 15846.7 -1.92001e+07 -15905 -15846.7 460.047 915.398 35563 0.000577701 22.3782 502.185 460.047
50900 -832682 101.818 -832580 686.512 -832577 -689.623 -686.512 15831.6 -1.92e+07 -15903.3 -15831.6 455.316 757.848 35619.3 0.000577701 22.571 490.808 455.316
51000 -832672 97.041 -832575 686.343 -832572 -689.541 -686.343 15827.7 -1.91999e+07 -15901.4 -15827.7 433.955 1896.46 35838.5 0.000577701 22.6347 458.024 433.955
51100 -832672 95.9156 -832576 686.934 -832574 -689.428 -686.934 15841.3 -1.91999e+07 -15898.8 -15841.3 428.922 2057.23 36027.9 0.000577701 22.8804 470.729 428.922
51200 -832674 104.025 -832570 686.815 -832568 -689.273 -686.815 15838.6 -1.91998e+07 -15895.3 -15838.6 465.187 713.736 36133.8 0.000577701 23.2414 494.324 465.187
51300 -832665 96.1797 -832568 685.694 -832565 -688.919 -685.694 15812.7 -1.91997e+07 -15887.1 -15812.7 430.103 -60.4318 36255.2 0.000577701 23.4865 460.27 430.103
51400 -832666 99.7748 -832566 685.453 -832564 -687.836 -685.453 15807.2 -1.91997e+07 -15862.1 -15807.2 446.18 -362.53 36536.3 0.000577701 23.7485 480.295 446.18
51500 -832659 95.5503 -832563 686.686 -832563 -687.519 -686.686 15835.6 -1.91996e+07 -15854.8 -15835.6 427.289 8.91699 36783.8 0.000577701 24.2228 461.403 427.289
51600 -832659 100.976 -832558 684.765 -832556 -685.999 -684.765 15791.3 -1.91995e+07 -15819.8 -15791.3 451.551 337.163 36700 0.000577701 24.5905 477.723 451.551
51700 -832658 98.1484 -832560 685.269 -832558 -686.394 -685.269 15802.9 -1.91995e+07 -15828.9 -15802.9 438.907 -1144.51 36766.1 0.000577701 24.4899 474.902 438.907
51800 -832656 99.7126 -832557 687.111 -832557 -687.226 -687.111 15845.4 -1.91995e+07 -15848.1 -15845.4 445.902 -1846.43 36705.7 0.000577701 23.8456 482.154 445.902
51900 -832651 99.9505 -832551 685.98 -832549 -687.544 -685.98 15819.3 -1.91993e+07 -15855.4 -15819.3 446.966 -646.872 36706.4 0.000577701 23.3787 466.429 446.966
52000 -832651 97.0887 -832554 685.735 -832552 -687.877 -685.735 15813.7 -1.91994e+07 -15863.1 -15813.7 434.168 -929.412 36667.5 0.000577701 23.2957 474.488 434.168
52100 -832649 99.5897 -832550 686.29 -832548 -687.987 -686.29 15826.5 -1.91993e+07 -15865.6 -15826.5 445.352 -2316.94 36604.2 0.000577701 23.5012 480.072 445.352
52200 -832652 106.836 -832545 687.166 -832545 -687.866 -687.166 15846.7 -1.91992e+07 -15862.8 -15846.7 477.759 -2051.47 36572 0.000577701 24.0128 506.69 477.759
52300 -832643 98.766 -832544 683.727 -832542 -686.604 -683.727 15767.4 -1.91992e+07 -15833.7 -15767.4 441.669 -610.14 36600.6 0.000577701 24.3842 479.223 441.669
52400 -832636 96.2322 -832540 685.081 -832538 -687.018 -685.081 15798.6 -1.91991e+07 -15843.2 -15798.6 430.338 -1238 36673.7 0.000577701 24.3298 460.258 430.338
52500 -832636 100.384 -832535 686.755 -832534 -687.559 -686.755 15837.2 -1.9199e+07 -15855.7 -15837.2 448.904 -2636.23 36622.3 0.000577701 23.7352 474.328 448.904
52600 -832629 93.3673 -832535 685.683 -832534 -687.443 -685.683 15812.5 -1.9199e+07 -15853.1 -15812.5 417.527 -2483.99 36698.4 0.000577701 23.3115 457.282 417.527
52700 -832623 94.1582 -832529 685.52 -832527 -687.587 -685.52 15808.7 -1.91988e+07 -15856.4 -15808.7 421.063 -2173.63 36702.9 0.000577701 23.2471 443.816 421.063
52800 -832620 95.1578 -832525 686.568 -832523 -688.109 -686.568 15832.9 -1.91987e+07 -15868.4 -15832.9 425.533 -2310.54 36619.3 0.000577701 23.5004 452.502 425.533
52900 -832616 92.7869 -832523 686.223 -832521 -688.127 -686.223 15824.9 -1.91987e+07 -15868.8 -15824.9 414.931 -1407.2 36514.3 0.000577701 23.9708 441.255 414.931
53000 -832619 97.1636 -832522 685.189 -832518 -688.442 -685.189 15801.1 -1.91986e+07 -15876.1 -15801.1 434.503 -1824.59 36674.8 0.000577701 23.895 468.657 434.503
53100 -832614 97.9884 -832516 685.296 -832513 -687.981 -685.296 15803.5 -1.91985e+07 -15865.5 -15803.5 438.191 -3947.46 36574.5 0.000577701 23.8171 465.699 438.191
53200 -832615 100.087 -832515 687.19 -832514 -688.499 -687.19 15847.2 -1.91985e+07 -15877.4 -15847.2 447.575 -4128.32 36487.4 0.000577701 23.3905 479.788 447.575
53300 -832607 94.7671 -832512 686.375 -832510 -688.481 -686.375 15828.4 -1.91984e+07 -15877 -15828.4 423.786 -2586.54 36524.2 0.000577701 22.9587 453.314 423.786
53400 -832608 99.5088 -832508 686.189 -832506 -688.527 -686.189 15824.1 -1.91983e+07 -15878.1 -15824.1 444.991 -4657.13 36532.2 0.000577701 22.8399 465.646 444.991
53500 -832604 91.6513 -832512 686.694 -832510 -688.615 -686.694 15835.8 -1.91984e+07 -15880.1 -15835.8 409.853 -2427.14 36502.5 0.000577701 22.9791 448.929 409.853
53600 -832599 92.4 -832507 686.993 -832505 -688.703 -686.993 15842.7 -1.91983e+07 -15882.1 -15842.7 413.201 -4606.28 36439.1 0.000577701 23.361 438.098 413.201
53700 -832593 92.3381 -832501 684.556 -832498 -687.814 -684.556 15786.5 -1.91981e+07 -15861.6 -15786.5 412.924 -4616.26 36483.4 0.000577701 23.3267 432.503 412.924
53800 -832593 91.6495 -832501 684.475 -832498 -687.337 -684.475 15784.6 -1.91982e+07 -15850.6 -15784.6 409.845 -3465.75 36806.2 0.000577701 23.2777 443.309 409.845
53900 -832593 94.1448 -832498 686.372 -832497 -688.308 -686.372 15828.3 -1.91981e+07 -15873 -15828.3 421.003 -238.549 36513.2 0.000577701 23.3367 448.564 421.003
54000 -832588 94.5226 -832493 685.954 -832491 -687.758 -685.954 15818.7 -1.9198e+07 -15860.3 -15818.7 422.693 -1688.3 36597.6 0.000577701 22.8635 445.647 422.693
54100 -832581 88.4037 -832493 685.687 -832490 -687.757 -685.687 15812.6 -1.9198e+07 -15860.3 -15812.6 395.33 -4144.81 36762.7 0.000577701 22.6338 430.639 395.33
54200 -832582 94.817 -832487 685.881 -832484 -688.126 -685.881 15817 -1.91978e+07 -15868.8 -15817 424.01 -3900.96 36620.1 0.000577701 22.694 445.252 424.01
54300 -832574 88.5728 -832485 686.538 -832483 -688.722 -686.538 15832.2 -1.91978e+07 -15882.5 -15832.2 396.086 -3878.75 36500.1 0.000577701 23.0206 419.668 396.086
54400 -832574 89.6966 -832484 685.67 -832481 -688.268 -685.67 15812.2 -1.91978e+07 -15872.1 -15812.2 401.112 -4328.41 36438.4 0.000577701 22.8318 430.362 401.112
54500 -832571 90.9423 -832480 685.935 -832478 -688.195 -685.935 15818.3 -1.91977e+07 -15870.4 -15818.3 406.682 -4646.53 36724.7 0.000577701 22.6414 432.328 406.682
54600 -832567 92.981 -832474 685.623 -832472 -688.026 -685.623 15811.1 -1.91976e+07 -15866.5 -15811.1 415.799 -4589.84 36645.6 0.000577701 22.8186 437.215 415.799
54700 -832561 86.7304 -832475 686.352 -832472 -688.559 -686.352 15827.9 -1.91976e+07 -15878.8 -15827.9 387.847 -5543.4 36455.9 0.000577701 23.0661 416.5 387.847
54800 -832560 89.1604 -832470 685.415 -832468 -687.703 -685.415 15806.3 -1.91975e+07 -15859 -15806.3 398.714 -6973.34 36541.4 0.000577701 22.6392 427.154 398.714
54900 -832559 95.9907 -832463 685.306 -832461 -687.597 -685.306 15803.8 -1.91973e+07 -15856.6 -15803.8 429.258 -5968.54 36775.4 0.000577701 22.4525 443.82 429.258
55000 -832559 91.4109 -832468 686.002 -832465 -688.474 -686.002 15819.8 -1.91974e+07 -15876.8 -15819.8 408.778 -4713.49 36633.4 0.000577701 22.6182 448.511 408.778
55100 -832553 90.5798 -832462 686.53 -832460 -688.654 -686.53 15832 -1.91973e+07 -15881 -15832 405.061 -6088.16 36426.1 0.000577701 22.6311 428.835 405.061
55200 -832548 89.9214 -832458 685.535 -832455 -687.776 -685.535 15809 -1.91972e+07 -15860.7 -15809 402.117 -7577.4 36589.3 0.000577701 22.2284 421.177 402.117
55300 -832548 89.5472 -832458 685.645 -832456 -687.712 -685.645 15811.6 -1.91972e+07 -15859.3 -15811.6 400.444 -5361.51 36769.7 0.000577701 22.1242 434.673 400.444
55400 -832544 90.0587 -832454 686.303 -832452 -688.245 -686.303 15826.8 -1.91971e+07 -15871.5 -15826.8 402.731 -3337.92 36595.1 0.000577701 22.3361 425.228 402.731
55500 -832540 88.1401 -832452 685.922 -832450 -688.299 -685.922 15818 -1.9197e+07 -15872.8 -15818 394.151 -4033.4 36486.3 0.000577701 22.4314 411.826 394.151
55600 -832537 81.8076 -832456 686.207 -832453 -688.62 -686.207 15824.6 -1.91971e+07 -15880.2 -15824.6 365.833 -6954.23 36771.6 0.000577701 22.0562 399.127 365.833
55700 -832536 86.2617 -832450 685.258 -832447 -688.238 -685.258 15802.7 -1.9197e+07 -15871.4 -15802.7 385.751 -7428.68 36689.9 0.000577701 22.0378 404.75 385.751
55800 -832535 88.2567 -832447 686.995 -832445 -688.722 -686.995 15842.7 -1.91969e+07 -15882.6 -15842.7 394.673 -8131.23 36438.2 0.000577701 21.8675 414.867 394.673
55900 -832530 83.8555 -832446 686.265 -832444 -688.336 -686.265 15825.9 -1.91969e+07 -15873.7 -15825.9 374.991 -6590.63 36534 0.000577701 21.3039 398.005 374.991
56000 -832528 84.9413 -832443 685.695 -832441 -687.786 -685.695 15812.7 -1.91968e+07 -15861 -15812.7 379.847 -7119.1 36654.9 0.000577701 21.0432 404.061 379.847
56100 -832530 90.3295 -832440 686.192 -832438 -687.538 -686.192 15824.2 -1.91968e+07 -15855.2 -15824.2 403.942 -7325.12 36717.2 0.000577701 21.086 428.874 403.942
56200 -832528 90.6124 -832438 687.25 -832438 -687.507 -687.25 15848.6 -1.91968e+07 -15854.5 -15848.6 405.207 -8200.66 36683 0.000577701 21.4332 432.502 405.207
56300 -832522 83.9676 -832438 686.241 -832435 -689.156 -686.241 15825.3 -1.91967e+07 -15892.6 -15825.3 375.492 -8585.46 36751.9 0.000577701 21.5396 400.166 375.492
56400 -832523 91.0386 -832432 687.151 -832431 -687.615 -687.151 15846.3 -1.91966e+07 -15857 -15846.3 407.113 -7521.74 36676.9 0.000577701 20.999 420.537 407.113
56500 -832523 86.4983 -832437 686.534 -832435 -687.843 -686.534 15832.1 -1.91967e+07 -15862.3 -15832.1 386.809 -7606.27 36652.8 0.000577701 20.1859 425.441 386.809
56600 -832518 87.2181 -832431 685.874 -832429 -687.893 -685.874 15816.9 -1.91966e+07 -15863.4 -15816.9 390.028 -7361.89 36650.9 0.000577701 19.7409 411.942 390.028
56700 -832517 89.876 -832427 686.056 -832425 -687.971 -686.056 15821.1 -1.91965e+07 -15865.2 -15821.1 401.914 -8098.01 36646.4 0.000577701 19.6482 420.856 401.914
56800 -832521 92.2059 -832429 687.072 -832428 -688.058 -687.072 15844.5 -1.91965e+07 -15867.2 -15844.5 412.333 -9175.78 36627.3 0.000577701 19.8988 447.005 412.333
56900 -832508 84.7791 -832424 685.42 -832422 -687.503 -685.42 15806.4 -1.91964e+07 -15854.4 -15806.4 379.121 -9060.34 36624.4 0.000577701 20.3225 397.979 379.121
57000 -832508 86.041 -832421 684.322 -832419 -687.113 -684.322 15781.1 -1.91963e+07 -15845.4 -15781.1 384.764 -8982.77 36809 0.000577701 20.28 405.009 384.764
57100 -832509 86.5059 -832423 687.2 -832422 -687.919 -687.2 15847.5 -1.91964e+07 -15864 -15847.5 386.843 -7429.73 36607.3 0.000577701 19.7804 419.826 386.843
57200 -832502 85.4405 -832417 686.028 -832415 -687.698 -686.028 15820.4 -1.91962e+07 -15858.9 -15820.4 382.079 -6632.21 36662.7 0.000577701 19.2956 397.2 382.079
57300 -832499 84.0694 -832414 685.644 -832412 -687.651 -685.644 15811.6 -1.91962e+07 -15857.8 -15811.6 375.948 -8541.58 36706.9 0.000577701 19.1876 396.438 375.948
57400 -832498 83.0356 -832415 686.324 -832413 -687.869 -686.324 15827.2 -1.91962e+07 -15862.9 -15827.2 371.325 -10028.6 36662.7 0.000577701 19.4008 398.431 371.325
57500 -832500 90.3157 -832410 687.229 -832409 -688.069 -687.229 15848.1 -1.91961e+07 -15867.5 -15848.1 403.88 -8484.87 36623 0.000577701 19.9418 426.141 403.88
57600 -832500 91.9306 -832408 685.473 -832405 -688.813 -685.473 15807.6 -1.9196e+07 -15884.6 -15807.6 411.102 -7998.02 36720.6 0.000577701 20.1796 436.732 411.102
57700 -832492 85.8656 -832406 686.341 -832405 -687.967 -686.341 15827.6 -1.9196e+07 -15865.1 -15827.6 383.98 -7403.79 36601.1 0.000577701 20.1484 410.985 383.98
57800 -832490 86.1857 -832404 686.856 -832402 -688.199 -686.856 15839.5 -1.91959e+07 -15870.5 -15839.5 385.412 -8665.84 36579.2 0.000577701 19.6951 411.81 385.412
57900 -832480 82.022 -832398 686.06 -832396 -688.151 -686.06 15821.2 -1.91958e+07 -15869.4 -15821.2 366.792 -8387.27 36614.3 0.000577701 19.5224 374.095 366.792
58000 -832484 82.5759 -832402 686.093 -832400 -688.12 -686.093 15821.9 -1.91959e+07 -15868.7 -15821.9 369.269 -9178.5 36619 0.000577701 19.6768 405.236 369.269
58100 -832485 87.7596 -832397 686.975 -832396 -688.103 -686.975 15842.3 -1.91958e+07 -15868.3 -15842.3 392.45 -8251.33 36617.7 0.000577701 20.1446 412.68 392.45
58200 -832482 87.9185 -832395 685.861 -832393 -687.639 -685.861 15816.6 -1.91957e+07 -15857.6 -15816.6 393.16 -7713.32 36636.8 0.000577701 20.8237 411.295 393.16
58300 -832482 87.0493 -832395 684.325 -832392 -687.197 -684.325 15781.1 -1.91957e+07 -15847.4 -15781.1 389.273 -9039.26 36743.7 0.000577701 21.0219 424.327 389.273
58400 -832482 91.9434 -832390 687.184 -832389 -687.851 -687.184 15847.1 -1.91956e+07 -15862.5 -15847.1 411.159 -9821.82 36616.9 0.000577701 20.6911 429.79 411.159
58500 -832472 84.1065 -832388 686.023 -832386 -687.66 -686.023 15820.3 -1.91956e+07 -15858.1 -15820.3 376.113 -9640.53 36698.3 0.000577701 20.3471 392.155 376.113
58600 -832473 82.4962 -832391 685.673 -832388 -687.706 -685.673 15812.2 -1.91956e+07 -15859.1 -15812.2 368.913 -9496.53 36693.2 0.000577701 20.4857 402.238 368.913
