# Time-averaged data for fix co2_chemical
# TimeStep c_coord_avg_short c_coord_avg_medium c_coord_avg_long c_coord_avg_extended c_coord_avg_CH c_coord_avg_CH_close c_count_molecular c_count_polarized c_count_carbonate c_count_bicarbonate
57500 1 1 1 1 0 0 0 0 0 0
57600 1 1 1 1 0 0 0 0 0 0
57700 1 1 1 1 0 0 0 0 0 0
57800 1 1 1 1 0 0 0 0 0 0
57900 0 1 1 1 0 0 0 1 0 0
58000 0 1 1 1 0 0 0 1 0 0
58100 1 1 1 1 0 0 0 0 0 0
58200 1 1 1 1 0 0 0 0 0 0
58300 1 1 1 1 0 0 0 0 0 0
58400 1 1 1 1 0 0 0 0 0 0
58500 0 1 1 1 0 0 0 1 0 0
58600 0 1 1 1 0 0 0 1 0 0
58700 0.3 1 1 1 0 0 0 0.7 0 0
58800 1 1 1 1 0 0 0 0 0 0
58900 1 1 1 1 0 0 0 0 0 0
59000 1 1 1 1 0 0 0 0 0 0
59100 1 1 1 1 0 0 0 0 0 0
59200 0 1 1 1 0 0 0 1 0 0
59300 0 1 1 1 0 0 0 1 0 0
59400 1 1 1 1 0 0 0 0 0 0
59500 1 1 1 1 0 0 0 0 0 0
59600 1 1 1 1 0 0 0 0 0 0
59700 1 1 1 1 0 0 0 0 0 0
59800 1 1 1 1 0 0 0 0 0 0
59900 0 1 1 1 0 0 0 1 0 0
60000 0 1 1 1 0 0 0 1 0 0
60100 1 1 1 1 0 0 0 0 0 0
60200 1 1 1 1 0 0 0 0 0 0
60300 1 1 1 1 0 0 0 0 0 0
60400 1 1 1 1 0 0 0 0 0 0
60500 0 1 1 1 0 0 0 1 0 0
60600 1 1 1 1 0 0 0 0 0 0
60700 1 1 1 1 0 0 0 0 0 0
60800 1 1 1 2 0 0 0 0 0 0
60900 0.8 1 1 2 0 0 0 0.2 0 0
61000 1 1 1 2 0 0 0 0 0 0
61100 1 1 1 2 0 0 0 0 0 0
61200 1 1 1 2 0 0 0 0 0 0
61300 1 1 1 2 0 0 0 0 0 0
61400 1 1 1 2 0 0 0 0 0 0
61500 1 1 1 2 0 0 0 0 0 0
61600 1 1 1 2 0 0 0 0 0 0
61700 1 1 1 1 0 0 0 0 0 0
61800 1 1 1 1 0 0 0 0 0 0
61900 1 1 1 1 0 0 0 0 0 0
62000 1 1 1 1 0 0 0 0 0 0
62100 1 1 1 1 0 0 0 0 0 0
62200 1 1 1 1 0 0 0 0 0 0
62300 1 1 1 1 0 0 0 0 0 0
62400 1 1 1 1 0 0 0 0 0 0
62500 1 1 1 1 0 0 0 0 0 0
62600 1 1 1 1 0 0 0 0 0 0
62700 1 1 1 1 0 0 0 0 0 0
62800 1 1 1 1 0 0 0 0 0 0
62900 1 1 1 1 0 0 0 0 0 0
63000 1 1 1 1 0 0 0 0 0 0
63100 1 1 1 1 0 0 0 0 0 0
63200 1 1 1 1 0 0 0 0 0 0
63300 1 1 1 1 0 0 0 0 0 0
63400 1 1 1 1 0 0 0 0 0 0
63500 1 1 1 1 0 0 0 0 0 0
63600 1 1 1 1 0 0 0 0 0 0
63700 1 1 1 1 0 0 0 0 0 0
63800 1 1 1 1 0 0 0 0 0 0
63900 1 1 1 1 0 0 0 0 0 0
64000 1 1 1 1 0 0 0 0 0 0
64100 1 1 1 1 0 0 0 0 0 0
64200 1 1 1 1 0 0 0 0 0 0
64300 1 1 1 1 0 0 0 0 0 0
64400 1 1 1 1 0 0 0 0 0 0
64500 1 1 1 1 0 0 0 0 0 0
64600 1 1 1 1 0 0 0 0 0 0
64700 1 1 1 1 0 0 0 0 0 0
64800 1 1 1 1 0 0 0 0 0 0
64900 1 1 1 1 0 0 0 0 0 0
65000 1 1 1 1 0 0 0 0 0 0
65100 1 1 1 1 0 0 0 0 0 0
65200 1 1 1 1 0 0 0 0 0 0
65300 1 1 1 1 0 0 0 0 0 0
65400 1 1 1 1 0 0 0 0 0 0
65500 1 1 1 1 0 0 0 0 0 0
65600 1 1 1 1 0 0 0 0 0 0
65700 1 1 1 1 0 0 0 0 0 0
65800 1 1 1 1 0 0 0 0 0 0
65900 1 1 1 1 0 0 0 0 0 0
66000 1 1 1 1 0 0 0 0 0 0
66100 1 1 1 1 0 0 0 0 0 0
66200 1 1 1 1 0 0 0 0 0 0
66300 1 1 1 1 0 0 0 0 0 0
66400 1 1 1 1 0 0 0 0 0 0
66500 1 1 1 1 0 0 0 0 0 0
66600 1 1 1 1 0 0 0 0 0 0
66700 1 1 1 1 0 0 0 0 0 0
66800 1 1 1 1 0 0 0 0 0 0
66900 1 1 1 1 0 0 0 0 0 0
67000 1 1 1 1 0 0 0 0 0 0
67100 1 1 1 1 0 0 0 0 0 0
67200 1 1 1 1 0 0 0 0 0 0
67300 1 1 1 1 0 0 0 0 0 0
67400 1 1 1 1 0 0 0 0 0 0
67500 1 1 1 1 0 0 0 0 0 0
67600 1 1 1 1 0 0 0 0 0 0
67700 1 1 1 1 0 0 0 0 0 0
67800 1 1 1 1 0 0 0 0 0 0
67900 0 1 1 1 0 0 0 1 0 0
68000 0 1 1 1 0 0 0 1 0 0
68100 1 1 1 1 0 0 0 0 0 0
68200 1 1 1 1 0 0 0 0 0 0
68300 1 1 1 1 0 0 0 0 0 0
68400 1 1 1 1 0 0 0 0 0 0
68500 1 1 1 1 0 0 0 0 0 0
68600 1 1 1 2 0 0 0 0 0 0
68700 1 1 1 2 0 0 0 0 0 0
68800 1 1 1 2 0 0 0 0 0 0
68900 1 1 1 2 0 0 0 0 0 0
69000 1 1 1 2 0 0 0 0 0 0
69100 1 1 1 2 0 0 0 0 0 0
69200 1 1 1 2 0 0 0 0 0 0
69300 1 1 1 2 0 0 0 0 0 0
69400 1 1 1 1 0 0 0 0 0 0
69500 1 1 1 1 0 0 0 0 0 0
69600 0 1 1 1 0 0 0 1 0 0
69700 1 1 1 1 0 0 0 0 0 0
69800 1 1 1 1 0 0 0 0 0 0
69900 1 1 1 1 0 0 0 0 0 0
70000 1 1 1 1 0 0 0 0 0 0
70100 1 1 1 1 0 0 0 0 0 0
70200 1 1 1 1 0 0 0 0 0 0
70300 1 1 1 1 0 0 0 0 0 0
70400 1 1 1 1 0 0 0 0 0 0
70500 1 1 1 1 0 0 0 0 0 0
70600 1 1 1 1 0 0 0 0 0 0
70700 1 1 1 1 0 0 0 0 0 0
70800 1 1 1 1 0 0 0 0 0 0
70900 1 1 1 1 0 0 0 0 0 0
71000 1 1 1 1 0 0 0 0 0 0
71100 1 1 1 1 0 0 0 0 0 0
71200 1 1 1 1 0 0 0 0 0 0
71300 1 1 1 1 0 0 0 0 0 0
71400 1 1 1 1 0 0 0 0 0 0
71500 1 1 1 1 0 0 0 0 0 0
71600 1 1 1 1 0 0 0 0 0 0
71700 1 1 1 1 0 0 0 0 0 0
71800 1 1 1 1 0 0 0 0 0 0
71900 1 1 1 1 0 0 0 0 0 0
72000 1 1 1 1 0 0 0 0 0 0
72100 1 1 1 1 0 0 0 0 0 0
72200 1 1 1 1 0 0 0 0 0 0
72300 1 1 1 1 0 0 0 0 0 0
72400 1 1 1 1 0 0 0 0 0 0
72500 1 1 1 1 0 0 0 0 0 0
72600 1 1 1 1 0 0 0 0 0 0
72700 1 1 1 1 0 0 0 0 0 0
72800 1 1 1 1 0 0 0 0 0 0
72900 1 1 1 1 0 0 0 0 0 0
73000 1 1 1 1 0 0 0 0 0 0
73100 1 1 1 1 0 0 0 0 0 0
73200 1 1 1 1 0 0 0 0 0 0
73300 1 1 1 1 0 0 0 0 0 0
73400 1 1 1 1 0 0 0 0 0 0
73500 1 1 1 1 0 0 0 0 0 0
73600 1 1 1 1 0 0 0 0 0 0
73700 1 1 1 1 0 0 0 0 0 0
73800 1 1 1 1 0 0 0 0 0 0
73900 1 1 1 1 0 0 0 0 0 0
74000 1 1 1 1 0 0 0 0 0 0
74100 1 1 1 1 0 0 0 0 0 0
74200 1 1 1 1 0 0 0 0 0 0
74300 1 1 1 1 0 0 0 0 0 0
74400 1 1 1 1 0 0 0 0 0 0
74500 1 1 1 1 0 0 0 0 0 0
74600 1 1 1 1 0 0 0 0 0 0
74700 1 1 1 1 0 0 0 0 0 0
74800 1 1 1 1 0 0 0 0 0 0
74900 1 1 1 1 0 0 0 0 0 0
75000 1 1 1 1 0 0 0 0 0 0
75100 1 1 1 1 0 0 0 0 0 0
75200 1 1 1 1 0 0 0 0 0 0
75300 1 1 1 1 0 0 0 0 0 0
75400 1 1 1 1 0 0 0 0 0 0
75500 1 1 1 1 0 0 0 0 0 0
75600 1 1 1 1 0 0 0 0 0 0
75700 1 1 1 1 0 0 0 0 0 0
75800 1 1 1 1 0 0 0 0 0 0
75900 1 1 1 1 0 0 0 0 0 0
76000 1 1 1 1 0 0 0 0 0 0
76100 1 1 1 1 0 0 0 0 0 0
76200 1 1 1 1 0 0 0 0 0 0
76300 1 1 1 1 0 0 0 0 0 0
76400 1 1 1 2 0 0 0 0 0 0
76500 1 1 1 2 0 0 0 0 0 0
76600 1 1 1 2 0 0 0 0 0 0
76700 1 1 1 2 0 0 0 0 0 0
76800 1 1 1 2 0 0 0 0 0 0
76900 1 1 1 2 0 0 0 0 0 0
77000 1 1 1 2 0 0 0 0 0 0
77100 1 1 1 2 0 0 0 0 0 0
77200 1 1 1 2 0 0 0 0 0 0
77300 1 1 1 2 0 0 0 0 0 0
77400 1 1 1 1 0 0 0 0 0 0
77500 1 1 1 1 0 0 0 0 0 0
77600 1 1 1 1 0 0 0 0 0 0
77700 1 1 1 1 0 0 0 0 0 0
77800 1 1 1 1 0 0 0 0 0 0
77900 1 1 1 1 0 0 0 0 0 0
78000 1 1 1 1 0 0 0 0 0 0
78100 1 1 1 1 0 0 0 0 0 0
78200 1 1 1 1 0 0 0 0 0 0
78300 1 1 1 1 0 0 0 0 0 0
78400 1 1 1 1 0 0 0 0 0 0
78500 1 1 1 1 0 0 0 0 0 0
78600 1 1 1 1 0 0 0 0 0 0
78700 1 1 1 1 0 0 0 0 0 0
78800 1 1 1 1 0 0 0 0 0 0
78900 1 1 1 1 0 0 0 0 0 0
79000 1 1 1 1 0 0 0 0 0 0
79100 1 1 1 1 0 0 0 0 0 0
79200 1 1 1 1 0 0 0 0 0 0
79300 1 1 1 1 0 0 0 0 0 0
79400 1 1 1 1 0 0 0 0 0 0
79500 1 1 1 1 0 0 0 0 0 0
79600 1 1 1 1 0 0 0 0 0 0
79700 1 1 1 1 0 0 0 0 0 0
79800 1 1 1 1 0 0 0 0 0 0
79900 1 1 1 1 0 0 0 0 0 0
80000 1 1 1 1 0 0 0 0 0 0
80100 1 1 1 1 0 0 0 0 0 0
80200 1 1 1 1 0 0 0 0 0 0
80300 1 1 1 1 0 0 0 0 0 0
80400 1 1 1 1 0 0 0 0 0 0
80500 1 1 1 1 0 0 0 0 0 0
80600 1 1 1 1 0 0 0 0 0 0
80700 1 1 1 1 0 0 0 0 0 0
80800 1 1 1 1 0 0 0 0 0 0
80900 1 1 1 1 0 0 0 0 0 0
81000 1 1 1 1 0 0 0 0 0 0
81100 1 1 1 1 0 0 0 0 0 0
81200 1 1 1 1 0 0 0 0 0 0
81300 1 1 1 1 0 0 0 0 0 0
81400 1 1 1 1 0 0 0 0 0 0
81500 1 1 1 1 0 0 0 0 0 0
81600 1 1 1 1 0 0 0 0 0 0
81700 1 1 1 1 0 0 0 0 0 0
81800 1 1 1 1 0 0 0 0 0 0
81900 1 1 1 1 0 0 0 0 0 0
82000 1 1 1 1 0 0 0 0 0 0
82100 1 1 1 1 0 0 0 0 0 0
82200 1 1 1 1 0 0 0 0 0 0
82300 1 1 1 1 0 0 0 0 0 0
82400 1 1 1 1 0 0 0 0 0 0
82500 1 1 1 1 0 0 0 0 0 0
82600 1 1 1 1 0 0 0 0 0 0
82700 1 1 1 1 0 0 0 0 0 0
82800 1 1 1 1 0 0 0 0 0 0
82900 1 1 1 1 0 0 0 0 0 0
83000 1 1 1 1 0 0 0 0 0 0
83100 1 1 1 1 0 0 0 0 0 0
83200 1 1 1 1 0 0 0 0 0 0
83300 1 1 1 1 0 0 0 0 0 0
83400 1 1 1 1 0 0 0 0 0 0
83500 1 1 1 1 0 0 0 0 0 0
83600 1 1 1 1 0 0 0 0 0 0
83700 1 1 1 1 0 0 0 0 0 0
83800 1 1 1 1 0 0 0 0 0 0
83900 1 1 1 1 0 0 0 0 0 0
84000 1 1 1 2 0 0 0 0 0 0
84100 1 1 1 2 0 0 0 0 0 0
84200 1 1 1 2 0 0 0 0 0 0
84300 1 1 1 2 0 0 0 0 0 0
84400 1 1 1 1 0 0 0 0 0 0
84500 1 1 1 1 0 0 0 0 0 0
84600 1 1 1 1 0 0 0 0 0 0
84700 1 1 1 1 0 0 0 0 0 0
84800 1 1 1 1 0 0 0 0 0 0
84900 1 1 1 1 0 0 0 0 0 0
85000 1 1 1 1 0 0 0 0 0 0
85100 1 1 1 1 0 0 0 0 0 0
85200 1 1 1 1 0 0 0 0 0 0
85300 1 1 1 1 0 0 0 0 0 0
85400 1 1 1 1 0 0 0 0 0 0
85500 1 1 1 1 0 0 0 0 0 0
85600 1 1 1 1 0 0 0 0 0 0
85700 1 1 1 1 0 0 0 0 0 0
85800 1 1 1 1 0 0 0 0 0 0
85900 1 1 1 1 0 0 0 0 0 0
86000 1 1 1 1 0 0 0 0 0 0
86100 1 1 1 1 0 0 0 0 0 0
86200 1 1 1 1 0 0 0 0 0 0
86300 1 1 1 1 0 0 0 0 0 0
86400 1 1 1 1 0 0 0 0 0 0
86500 1 1 1 1 0 0 0 0 0 0
86600 1 1 1 1 0 0 0 0 0 0
86700 1 1 1 1 0 0 0 0 0 0
86800 1 1 1 1 0 0 0 0 0 0
86900 1 1 1 1 0 0 0 0 0 0
87000 1 1 1 1 0 0 0 0 0 0
87100 1 1 1 1 0 0 0 0 0 0
87200 1 1 1 1 0 0 0 0 0 0
87300 1 1 1 1 0 0 0 0 0 0
87400 1 1 1 1 0 0 0 0 0 0
87500 1 1 1 1 0 0 0 0 0 0
87600 1 1 1 1 0 0 0 0 0 0
87700 1 1 1 1 0 0 0 0 0 0
87800 1 1 1 1 0 0 0 0 0 0
87900 1 1 1 1 0 0 0 0 0 0
88000 1 1 1 1 0 0 0 0 0 0
88100 1 1 1 1 0 0 0 0 0 0
88200 1 1 1 1 0 0 0 0 0 0
88300 1 1 1 1 0 0 0 0 0 0
88400 1 1 1 1 0 0 0 0 0 0
88500 1 1 1 1 0 0 0 0 0 0
88600 1 1 1 1 0 0 0 0 0 0
88700 1 1 1 1 0 0 0 0 0 0
88800 1 1 1 1 0 0 0 0 0 0
88900 1 1 1 1 0 0 0 0 0 0
89000 1 1 1 1 0 0 0 0 0 0
89100 1 1 1 1 0 0 0 0 0 0
89200 1 1 1 1 0 0 0 0 0 0
89300 1 1 1 1 0 0 0 0 0 0
89400 1 1 1 1 0 0 0 0 0 0
89500 1 1 1 1 0 0 0 0 0 0
89600 1 1 1 1 0 0 0 0 0 0
89700 1 1 1 1 0 0 0 0 0 0
89800 1 1 1 1 0 0 0 0 0 0
89900 1 1 1 1 0 0 0 0 0 0
90000 1 1 1 1 0 0 0 0 0 0
90100 1 1 1 1 0 0 0 0 0 0
90200 1 1 1 1 0 0 0 0 0 0
90300 1 1 1 1 0 0 0 0 0 0
90400 1 1 1 1 0 0 0 0 0 0
90500 1 1 1 1 0 0 0 0 0 0
90600 1 1 1 1 0 0 0 0 0 0
90700 1 1 1 1 0 0 0 0 0 0
90800 1 1 1 1 0 0 0 0 0 0
90900 1 1 1 1 0 0 0 0 0 0
91000 1 1 1 1 0 0 0 0 0 0
91100 1 1 1 2 0 0 0 0 0 0
91200 1 1 1 2 0 0 0 0 0 0
91300 1 1 1 1 0 0 0 0 0 0
91400 1 1 1 1 0 0 0 0 0 0
91500 1 1 1 1 0 0 0 0 0 0
91600 1 1 1 1 0 0 0 0 0 0
91700 1 1 1 1 0 0 0 0 0 0
91800 1 1 1 1 0 0 0 0 0 0
91900 1 1 1 1 0 0 0 0 0 0
92000 1 1 1 1 0 0 0 0 0 0
92100 1 1 1 1 0 0 0 0 0 0
92200 1 1 1 1 0 0 0 0 0 0
92300 1 1 1 1 0 0 0 0 0 0
92400 1 1 1 1 0 0 0 0 0 0
92500 1 1 1 1 0 0 0 0 0 0
92600 1 1 1 1 0 0 0 0 0 0
92700 1 1 1 1 0 0 0 0 0 0
92800 1 1 1 1 0 0 0 0 0 0
92900 1 1 1 1 0 0 0 0 0 0
93000 1 1 1 1 0 0 0 0 0 0
93100 1 1 1 1 0 0 0 0 0 0
93200 1 1 1 1 0 0 0 0 0 0
93300 1 1 1 1 0 0 0 0 0 0
93400 1 1 1 1 0 0 0 0 0 0
93500 1 1 1 1 0 0 0 0 0 0
93600 1 1 1 1 0 0 0 0 0 0
93700 1 1 1 1 0 0 0 0 0 0
93800 1 1 1 1 0 0 0 0 0 0
