# Time-averaged data for fix rdf_PO_save
# TimeStep Number-of-rows
# Row c_rdf_PO[1] c_rdf_PO[2] c_rdf_PO[3]
44000 100
26 1.53 16.736 1.89769
27 1.59 12.341 2.74306
28 1.65 6.46707 3.22014
29 1.71 2.97126 3.45556
30 1.77 1.56797 3.58866
31 1.83 1.31901 3.70833
32 1.89 0.731781 3.77917
33 1.95 0.417915 3.82222
34 2.01 0.141667 3.83773
35 2.07 0.0378962 3.84213
36 2.13 0.0376618 3.84676
37 2.19 0.0605597 3.85463
38 2.25 0.0674967 3.86389
39 2.31 0.0768686 3.875
40 2.37 0.1445 3.89699
41 2.43 0.0216965 3.90046
42 2.49 0.0137776 3.90278
43 2.55 0.0433663 3.91042
44 2.61 0.01629 3.91343
45 2.67 0.0275629 3.91875
46 2.73 0.0940031 3.93773
47 2.79 0.057075 3.94977
48 2.85 0.170424 3.98727
49 2.91 0.210826 4.03565
50 2.97 0.268307 4.09977
51 3.03 0.30523 4.17569
52 3.09 0.461709 4.29514
53 3.15 0.588079 4.45324
54 3.21 0.530674 4.60139
55 3.27 0.695945 4.80301
56 3.33 0.963104 5.09236
57 3.39 0.744201 5.32407
58 3.45 0.935305 5.62569
59 3.51 1.31207 6.06366
60 3.57 1.27236 6.50301
61 3.63 1.62356 7.08264
62 3.69 1.6528 7.69236
63 3.75 1.949 8.43495
64 3.81 1.63032 9.07616
65 3.87 2.03548 9.90208
66 3.93 2.14907 10.8014
67 3.99 1.90135 11.6215
68 4.05 1.90126 12.4664
69 4.11 1.85068 13.3134
70 4.17 1.7177 14.1227
71 4.23 1.8603 15.0245
72 4.29 1.78595 15.915
73 4.35 1.72891 16.8014
74 4.41 1.67466 17.6838
75 4.47 1.56243 18.5296
76 4.53 1.33439 19.2715
77 4.59 1.36097 20.0484
78 4.65 1.12417 20.7069
79 4.71 1.13423 21.3887
80 4.77 0.94287 21.9699
81 4.83 0.85073 22.5076
82 4.89 0.858281 23.0637
83 4.95 0.768145 23.5736
84 5.01 0.62564 23.9991
85 5.07 0.746222 24.5188
86 5.13 0.857404 25.1301
87 5.19 1.02931 25.8813
88 5.25 1.04554 26.662
89 5.31 1.31993 27.6704
90 5.37 1.47192 28.8204
91 5.43 1.61578 30.1111
92 5.49 1.46756 31.3095
93 5.55 1.74161 32.763
94 5.61 1.93319 34.4113
95 5.67 2.08304 36.2257
96 5.73 2.08148 38.0773
97 5.79 1.7208 39.6403
98 5.85 1.76856 41.2801
99 5.91 1.71919 42.9069
100 5.97 1.49082 44.3465
45000 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0.0963448 0.00393519
22 1.29 0.391443 0.0215278
23 1.35 1.11463 0.0763889
24 1.41 2.78992 0.226157
25 1.47 10.865 0.860185
26 1.53 16.4377 1.89931
27 1.59 12.3589 2.74306
28 1.65 6.05531 3.18819
29 1.71 3.23649 3.44375
30 1.77 1.70462 3.58796
31 1.83 1.42324 3.71667
32 1.89 0.583164 3.77292
33 1.95 0.471162 3.8213
34 2.01 0.127326 3.83519
35 2.07 0.0539766 3.84144
36 2.13 0.0605091 3.84884
37 2.19 0.0392749 3.85394
38 2.25 0.0559071 3.86157
39 2.31 0.0578268 3.86991
40 2.37 0.175492 3.89653
41 2.43 0.0595637 3.90602
42 2.49 0.006901 3.90718
43 2.55 0.0171205 3.91019
44 2.61 0.0100829 3.91204
45 2.67 0 3.91204
46 2.73 0.067837 3.92569
47 2.79 0.124469 3.95185
48 2.85 0.204779 3.99676
49 2.91 0.217674 4.04653
50 2.97 0.255573 4.10741
51 3.03 0.354887 4.19537
52 3.09 0.360905 4.28843
53 3.15 0.501911 4.42292
54 3.21 0.537506 4.57245
55 3.27 0.756023 4.79074
56 3.33 0.986524 5.08611
57 3.39 0.813079 5.33843
58 3.45 1.05958 5.67894
59 3.51 1.25595 6.09676
60 3.57 1.26393 6.53171
61 3.63 1.56012 7.08681
62 3.69 1.8423 7.76412
63 3.75 1.72342 8.41852
64 3.81 1.74344 9.10185
65 3.87 1.91805 9.87755
66 3.93 2.16428 10.7801
67 3.99 1.83189 11.5676
68 4.05 1.91655 12.4164
69 4.11 1.87328 13.2708
70 4.17 1.70835 14.0729
71 4.23 1.68072 14.885
72 4.29 2.01747 15.8875
73 4.35 1.80045 16.8074
74 4.41 1.73463 17.7183
75 4.47 1.51037 18.5331
76 4.53 1.31423 19.2613
77 4.59 1.36033 20.0352
78 4.65 1.12526 20.6921
79 4.71 1.24666 21.4389
80 4.77 0.875654 21.9769
81 4.83 0.814424 22.4898
82 4.89 0.828466 23.0248
83 4.95 0.760287 23.5278
84 5.01 0.613093 23.9433
85 5.07 0.762028 24.4722
86 5.13 0.850622 25.0766
87 5.19 1.1674 25.9257
88 5.25 0.995636 26.6667
89 5.31 1.24784 27.6167
90 5.37 1.49842 28.7833
91 5.43 1.59645 30.0544
92 5.49 1.54368 31.3106
93 5.55 1.78664 32.7965
94 5.61 1.97979 34.4789
95 5.67 2.04744 36.2563
96 5.73 1.8844 37.9269
97 5.79 1.86965 39.6192
98 5.85 1.76938 41.2542
99 5.91 1.67267 42.8317
100 5.97 1.58279 44.3549
45100 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0.088299 0.00324074
21 1.23 0.0341363 0.00462963
22 1.29 0.352464 0.0203704
23 1.35 1.14995 0.0766204
24 1.41 2.77704 0.224769
25 1.47 10.934 0.858796
26 1.53 16.5658 1.89931
27 1.59 11.9424 2.70949
28 1.65 6.70503 3.19931
29 1.71 3.05955 3.43935
30 1.77 1.75415 3.58681
31 1.83 1.51206 3.72269
32 1.89 0.656952 3.78565
33 1.95 0.435537 3.83009
34 2.01 0.0832701 3.83912
35 2.07 0.0241909 3.8419
36 2.13 0.115971 3.85602
37 2.19 0.021605 3.8588
38 2.25 0.0238454 3.86204
39 2.31 0.037151 3.86736
40 2.37 0.0890431 3.88079
41 2.43 0.11393 3.89884
42 2.49 0.0501719 3.90718
43 2.55 0.00133148 3.90741
44 2.61 0.00505394 3.90833
45 2.67 0.0145278 3.91111
46 2.73 0.0671931 3.92454
47 2.79 0.137386 3.95324
48 2.85 0.182634 3.99306
49 2.91 0.2517 4.05023
50 2.97 0.325774 4.12731
51 3.03 0.413419 4.22917
52 3.09 0.297255 4.30532
53 3.15 0.444326 4.42361
54 3.21 0.577726 4.58333
55 3.27 0.679247 4.77824
56 3.33 0.95082 5.06111
57 3.39 0.927838 5.34722
58 3.45 1.02794 5.67546
59 3.51 1.25422 6.09005
60 3.57 1.32409 6.54282
61 3.63 1.51106 7.07708
62 3.69 1.94595 7.78796
63 3.75 1.81845 8.47407
64 3.81 1.77113 9.16389
65 3.87 1.84686 9.90602
66 3.93 2.05382 10.7572
67 3.99 1.8172 11.5333
68 4.05 1.69038 12.2773
69 4.11 2.01194 13.1891
70 4.17 1.73289 13.9977
71 4.23 1.86097 14.891
72 4.29 1.85629 15.8076
73 4.35 1.88627 16.7653
74 4.41 1.80501 17.7072
75 4.47 1.44346 18.481
76 4.53 1.43208 19.2694
77 4.59 1.39238 20.0565
78 4.65 1.22817 20.769
79 4.71 1.14178 21.4486
80 4.77 0.996182 22.0567
81 4.83 0.86579 22.5986
82 4.89 0.765922 23.09
83 4.95 0.750371 23.5833
84 5.01 0.59293 23.9826
85 5.07 0.698471 24.4644
86 5.13 0.899848 25.0998
87 5.19 1.09191 25.8889
88 5.25 1.03953 26.6576
89 5.31 1.35158 27.6801
90 5.37 1.45937 28.8093
91 5.43 1.54798 30.0338
92 5.49 1.59554 31.3241
93 5.55 1.8304 32.8368
94 5.61 1.93424 34.4701
95 5.67 2.05133 36.2396
96 5.73 1.9157 37.9271
97 5.79 1.82206 39.566
98 5.85 1.80982 41.2278
99 5.91 1.69504 42.8162
100 5.97 1.65508 44.3988
45200 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0.126784 0.00462963
21 1.23 0 0.00462963
22 1.29 0.438107 0.0240741
23 1.35 0.656943 0.0560185
24 1.41 2.89819 0.209722
25 1.47 10.8646 0.83588
26 1.53 16.7715 1.8831
27 1.59 11.9837 2.6912
28 1.65 7.0999 3.20671
29 1.71 3.07153 3.4463
30 1.77 2.08624 3.6206
31 1.83 1.10123 3.71898
32 1.89 0.809095 3.79606
33 1.95 0.326372 3.82917
34 2.01 0.0816428 3.83796
35 2.07 0.0810199 3.84722
36 2.13 0.0841852 3.85741
37 2.19 0.0289414 3.86111
38 2.25 0.0445911 3.86713
39 2.31 0.0471727 3.87384
40 2.37 0.0355281 3.87917
41 2.43 0.0323291 3.88426
42 2.49 0.0125739 3.88634
43 2.55 0.069369 3.89838
44 2.61 0.0752594 3.91204
45 2.67 0.049907 3.92153
46 2.73 0.0640258 3.93426
47 2.79 0.0334639 3.9412
48 2.85 0.164508 3.97685
49 2.91 0.28288 4.04074
50 2.97 0.33749 4.12014
51 3.03 0.359222 4.2081
52 3.09 0.413645 4.31343
53 3.15 0.439094 4.42963
54 3.21 0.48431 4.56273
55 3.27 0.659936 4.75093
56 3.33 0.949409 5.03171
57 3.39 0.879182 5.30116
58 3.45 1.08792 5.64653
59 3.51 1.37947 6.09977
60 3.57 1.2687 6.53102
61 3.63 1.59476 7.09144
62 3.69 1.90776 7.78426
63 3.75 1.87512 8.4875
64 3.81 1.69268 9.14282
65 3.87 2.05159 9.96227
66 3.93 1.84043 10.7204
67 3.99 1.8531 11.5072
68 4.05 1.80769 12.2979
69 4.11 1.88813 13.1486
70 4.17 1.772 13.9704
71 4.23 1.91799 14.8856
72 4.29 1.8058 15.772
73 4.35 1.91086 16.7363
74 4.41 1.74684 17.6424
75 4.47 1.56251 18.475
76 4.53 1.41729 19.2507
77 4.59 1.44684 20.0637
78 4.65 1.30862 20.8183
79 4.71 1.08344 21.4593
80 4.77 1.01726 22.0766
81 4.83 0.885142 22.6273
82 4.89 0.748863 23.1049
83 4.95 0.704155 23.565
84 5.01 0.640126 23.9935
85 5.07 0.772567 24.5231
86 5.13 0.855267 25.1234
87 5.19 1.12807 25.9338
88 5.25 0.953836 26.635
89 5.31 1.41353 27.6979
90 5.37 1.48177 28.8375
91 5.43 1.54988 30.0562
92 5.49 1.57088 31.319
93 5.55 1.83833 32.8292
94 5.61 1.86184 34.3919
95 5.67 2.0157 36.1201
96 5.73 1.98529 37.8586
97 5.79 1.88591 39.5447
98 5.85 1.79411 41.1822
99 5.91 1.68677 42.7535
100 5.97 1.69225 44.362
45300 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0.120889 0.00439815
21 1.23 0.00576264 0.00462963
22 1.29 0.486786 0.0261574
23 1.35 0.707441 0.0604167
24 1.41 2.84803 0.21088
25 1.47 11.1941 0.853704
26 1.53 16.0198 1.85023
27 1.59 12.4942 2.68958
28 1.65 7.3911 3.22431
29 1.71 2.67222 3.43194
30 1.77 2.17438 3.61296
31 1.83 1.21478 3.72106
32 1.89 0.790114 3.79606
33 1.95 0.281803 3.82454
34 2.01 0.170351 3.84282
35 2.07 0.0996306 3.85417
36 2.13 0.0575903 3.86111
37 2.19 0.0199914 3.86366
38 2.25 0.0498925 3.87037
39 2.31 0.0326514 3.875
40 2.37 0.060489 3.88403
41 2.43 0.00147383 3.88426
42 2.49 0.0042191 3.88495
43 2.55 0.0817575 3.89907
44 2.61 0.0895018 3.91528
45 2.67 0.0879897 3.93194
46 2.73 0.0257067 3.93704
47 2.79 0.0805827 3.9537
48 2.85 0.188804 3.99444
49 2.91 0.233502 4.04699
50 2.97 0.19354 4.09236
51 3.03 0.29697 4.16481
52 3.09 0.445261 4.27778
53 3.15 0.482065 4.40486
54 3.21 0.503023 4.54259
55 3.27 0.586626 4.70926
56 3.33 1.07238 5.02523
57 3.39 1.05606 5.34769
58 3.45 1.03788 5.67593
59 3.51 1.20913 6.07176
60 3.57 1.42865 6.55556
61 3.63 1.54574 7.09676
62 3.69 1.87916 7.77662
63 3.75 1.79841 8.44861
64 3.81 1.85931 9.16574
65 3.87 1.96605 9.94815
66 3.93 1.95565 10.7507
67 3.99 1.91475 11.5606
68 4.05 1.76755 12.331
69 4.11 1.74476 13.1141
70 4.17 1.8412 13.9648
71 4.23 1.97681 14.9046
72 4.29 1.84897 15.8088
73 4.35 1.86645 16.7472
74 4.41 1.64087 17.5951
75 4.47 1.62976 18.4604
76 4.53 1.45959 19.2562
77 4.59 1.36584 20.0208
78 4.65 1.22404 20.7241
79 4.71 1.2885 21.4836
80 4.77 0.935023 22.0488
81 4.83 0.867875 22.5868
82 4.89 0.76945 23.0757
83 4.95 0.692983 23.5269
84 5.01 0.683433 23.9826
85 5.07 0.783919 24.5181
86 5.13 0.922605 25.1632
87 5.19 1.02073 25.8938
88 5.25 1.05447 26.666
89 5.31 1.31436 27.6507
90 5.37 1.56133 28.847
91 5.43 1.56628 30.0741
92 5.49 1.48369 31.2623
93 5.55 1.78269 32.7213
94 5.61 1.97872 34.3759
95 5.67 2.04458 36.1225
96 5.73 2.01791 37.8829
97 5.79 1.88513 39.562
98 5.85 1.78453 41.1847
99 5.91 1.70858 42.7704
100 5.97 1.65779 44.3403
45400 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0.115485 0.00462963
22 1.29 0.566916 0.0296296
23 1.35 0.527276 0.0550926
24 1.41 2.75058 0.2
25 1.47 10.9446 0.82662
26 1.53 16.3575 1.8412
27 1.59 13.4398 2.74144
28 1.65 6.75183 3.22847
29 1.71 2.75764 3.44213
30 1.77 1.89625 3.59954
31 1.83 1.39577 3.72338
32 1.89 0.692199 3.78889
33 1.95 0.379143 3.82708
34 2.01 0.155674 3.84375
35 2.07 0.108067 3.85602
36 2.13 0.0250274 3.85903
37 2.19 0.0528468 3.86574
38 2.25 0.0483551 3.87222
39 2.31 0.0916871 3.88519
40 2.37 0.0139953 3.88727
41 2.43 0.0296099 3.8919
42 2.49 0.0690427 3.90324
43 2.55 0.0752408 3.9162
44 2.61 0.0307603 3.92176
45 2.67 0.0661657 3.93426
46 2.73 0.0563125 3.94537
47 2.79 0.138046 3.97384
48 2.85 0.192549 4.01528
49 2.91 0.14137 4.04699
50 2.97 0.182294 4.08958
51 3.03 0.235027 4.14676
52 3.09 0.451134 4.26088
53 3.15 0.545945 4.4044
54 3.21 0.526572 4.54815
55 3.27 0.627531 4.72593
56 3.33 1.03691 5.03056
57 3.39 1.10096 5.36574
58 3.45 1.08565 5.7081
59 3.51 1.15815 6.08611
60 3.57 1.34507 6.54028
61 3.63 1.55683 7.0838
62 3.69 1.97457 7.79606
63 3.75 1.90126 8.5044
64 3.81 1.77795 9.18819
65 3.87 1.93404 9.95556
66 3.93 1.93869 10.7488
67 3.99 1.80506 11.5102
68 4.05 1.70144 12.2495
69 4.11 1.9206 13.109
70 4.17 1.83296 13.9535
71 4.23 1.98449 14.8942
72 4.29 1.8335 15.7882
73 4.35 1.83135 16.7063
74 4.41 1.76826 17.6174
75 4.47 1.54719 18.4363
76 4.53 1.41952 19.2081
77 4.59 1.44084 20.0123
78 4.65 1.21949 20.7109
79 4.71 1.22764 21.4324
80 4.77 0.984993 22.0262
81 4.83 0.937896 22.6058
82 4.89 0.732994 23.0701
83 4.95 0.694653 23.5211
84 5.01 0.68156 23.9743
85 5.07 0.820548 24.5331
86 5.13 0.917375 25.1727
87 5.19 0.967267 25.863
88 5.25 1.04896 26.6289
89 5.31 1.31269 27.6095
90 5.37 1.51009 28.7632
91 5.43 1.59846 30.0118
92 5.49 1.54722 31.2472
93 5.55 1.84468 32.7525
94 5.61 1.9725 34.3972
95 5.67 1.97749 36.0815
96 5.73 2.02252 37.8407
97 5.79 1.96153 39.5829
98 5.85 1.78465 41.2009
99 5.91 1.74884 42.8192
100 5.97 1.6408 44.3685
45500 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0.543511 0.0238426
23 1.35 0.544551 0.05
24 1.41 2.87121 0.200463
25 1.47 11.2046 0.838657
26 1.53 16.9134 1.88218
27 1.59 12.6257 2.72361
28 1.65 7.07177 3.23102
29 1.71 2.685 3.43796
30 1.77 2.06892 3.6088
31 1.83 1.23777 3.71806
32 1.89 0.735283 3.78727
33 1.95 0.43416 3.83079
34 2.01 0.123958 3.84398
35 2.07 0.057347 3.85046
36 2.13 0.0988246 3.86227
37 2.19 0.0787312 3.87222
38 2.25 0.0710541 3.88171
39 2.31 0.0263501 3.88542
40 2.37 0.0547462 3.89352
41 2.43 0.0401829 3.89977
42 2.49 0.0623371 3.90995
43 2.55 0.048574 3.91829
44 2.61 0.00644678 3.91944
45 2.67 0.0467937 3.92824
46 2.73 0.0860988 3.94514
47 2.79 0.10488 3.96667
48 2.85 0.179461 4.00509
49 2.91 0.266644 4.06458
50 2.97 0.216028 4.11481
51 3.03 0.160803 4.1537
52 3.09 0.439558 4.26435
53 3.15 0.502843 4.39583
54 3.21 0.528428 4.53935
55 3.27 0.68837 4.73333
56 3.33 1.00916 5.02824
57 3.39 1.18219 5.38634
58 3.45 0.991188 5.69722
59 3.51 1.28105 6.11319
60 3.57 1.36179 6.5706
61 3.63 1.50851 7.09444
62 3.69 2.08912 7.84421
63 3.75 1.67817 8.4662
64 3.81 1.5882 9.07384
65 3.87 2.10427 9.9044
66 3.93 2.05528 10.741
67 3.99 1.75714 11.4782
68 4.05 1.88239 12.2919
69 4.11 1.91897 13.1463
70 4.17 1.83714 13.9882
71 4.23 1.84512 14.8583
72 4.29 1.82495 15.7435
73 4.35 1.96394 16.7229
74 4.41 1.67024 17.5789
75 4.47 1.60793 18.4257
76 4.53 1.4556 19.213
77 4.59 1.4308 20.0074
78 4.65 1.15962 20.6683
79 4.71 1.19737 21.3683
80 4.77 0.987447 21.9604
81 4.83 0.948693 22.5437
82 4.89 0.816563 23.0583
83 4.95 0.729831 23.5296
84 5.01 0.622165 23.9412
85 5.07 0.799956 24.4831
86 5.13 0.889602 25.1002
87 5.19 0.916051 25.7505
88 5.25 1.11401 26.5597
89 5.31 1.3922 27.5942
90 5.37 1.51658 28.7468
91 5.43 1.52921 29.9352
92 5.49 1.65795 31.2521
93 5.55 1.81179 32.7229
94 5.61 1.90919 34.3065
95 5.67 2.02775 36.0245
96 5.73 2.10396 37.8451
97 5.79 1.90496 39.5282
98 5.85 1.85305 41.1995
99 5.91 1.77061 42.8294
100 5.97 1.54243 44.2782
45600 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0.0409434 0.00162037
22 1.29 0.631701 0.0291667
23 1.35 0.741634 0.0645833
24 1.41 3.27476 0.235185
25 1.47 10.5256 0.83125
26 1.53 17.7089 1.91759
27 1.59 11.6916 2.69213
28 1.65 7.15431 3.20255
29 1.71 2.80363 3.41736
30 1.77 2.17386 3.59583
31 1.83 1.19518 3.70069
32 1.89 0.82339 3.77778
33 1.95 0.462419 3.82384
34 2.01 0.161753 3.84097
35 2.07 0.0578035 3.84745
36 2.13 0.145935 3.86481
37 2.19 0.0571424 3.87199
38 2.25 0.0279356 3.87569
39 2.31 0.062902 3.88449
40 2.37 0.0550496 3.89259
41 2.43 0.0583253 3.90162
42 2.49 0.0569969 3.91088
43 2.55 0.0271685 3.91551
44 2.61 0.00650037 3.91667
45 2.67 0.0595077 3.92778
46 2.73 0.0450132 3.93657
47 2.79 0.0907487 3.95509
48 2.85 0.261082 4.01065
49 2.91 0.218028 4.05903
50 2.97 0.232403 4.11273
51 3.03 0.276151 4.17917
52 3.09 0.357983 4.26875
53 3.15 0.453184 4.38657
54 3.21 0.426127 4.50162
55 3.27 0.86095 4.74282
56 3.33 0.877125 4.99769
57 3.39 1.24458 5.37245
58 3.45 1.11779 5.72106
59 3.51 1.25346 6.12569
60 3.57 1.40782 6.59583
61 3.63 1.6077 7.15093
62 3.69 1.71277 7.76204
63 3.75 1.6774 8.38009
64 3.81 1.74682 9.04444
65 3.87 2.08569 9.86296
66 3.93 2.11925 10.7206
67 3.99 1.86515 11.4986
68 4.05 1.82464 12.2829
69 4.11 1.95193 13.1468
70 4.17 1.72423 13.9324
71 4.23 1.91927 14.8322
72 4.29 2.00948 15.8012
73 4.35 1.82571 16.7065
74 4.41 1.79302 17.6201
75 4.47 1.67849 18.4988
76 4.53 1.40908 19.2565
77 4.59 1.39426 20.0262
78 4.65 1.1665 20.687
79 4.71 1.17952 21.3727
80 4.77 1.04289 21.9944
81 4.83 0.90171 22.5456
82 4.89 0.788402 23.0396
83 4.95 0.624378 23.4405
84 5.01 0.762435 23.9419
85 5.07 0.810452 24.4877
86 5.13 0.754984 25.0083
87 5.19 0.950724 25.6794
88 5.25 1.13762 26.5009
89 5.31 1.51808 27.6225
90 5.37 1.60101 28.8322
91 5.43 1.40858 29.9204
92 5.49 1.61324 31.1944
93 5.55 1.91939 32.7435
94 5.61 1.98777 34.3826
95 5.67 1.94492 36.0211
96 5.73 2.04499 37.7803
97 5.79 2.02601 39.56
98 5.85 1.75868 41.137
99 5.91 1.75614 42.7442
100 5.97 1.66332 44.2975
45700 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0.677025 0.0293981
23 1.35 1.2561 0.0891204
24 1.41 3.37809 0.264352
25 1.47 10.2075 0.839815
26 1.53 17.0938 1.8838
27 1.59 11.5288 2.64421
28 1.65 7.42101 3.1713
29 1.71 2.98272 3.39884
30 1.77 2.18078 3.57708
31 1.83 1.34855 3.69491
32 1.89 0.856994 3.77477
33 1.95 0.534355 3.82778
34 2.01 0.11859 3.84028
35 2.07 0.0455432 3.84537
36 2.13 0.0860391 3.85556
37 2.19 0.079579 3.86551
38 2.25 0.0490674 3.87199
39 2.31 0.0532099 3.8794
40 2.37 0.1011 3.89421
41 2.43 0.0631334 3.90394
42 2.49 0.0243245 3.90787
43 2.55 0.0109256 3.90972
44 2.61 0.0169169 3.91273
45 2.67 0.092107 3.92986
46 2.73 0.0404897 3.93773
47 2.79 0.0638393 3.95069
48 2.85 0.233747 4.00023
49 2.91 0.361548 4.08009
50 2.97 0.248476 4.13727
51 3.03 0.221329 4.19028
52 3.09 0.366143 4.28148
53 3.15 0.41495 4.38889
54 3.21 0.411663 4.49954
55 3.27 0.916969 4.75532
56 3.33 1.08908 5.07037
57 3.39 0.931916 5.34977
58 3.45 1.18462 5.71759
59 3.51 1.25177 6.11991
60 3.57 1.32071 6.55903
61 3.63 1.69908 7.14306
62 3.69 1.6931 7.74444
63 3.75 1.82429 8.41366
64 3.81 1.73722 9.07153
65 3.87 2.05352 9.87384
66 3.93 2.17458 10.75
67 3.99 1.83652 11.5127
68 4.05 1.7041 12.2419
69 4.11 1.93574 13.0949
70 4.17 1.79015 13.9069
71 4.23 2.00354 14.8421
72 4.29 1.93911 15.7731
73 4.35 1.81678 16.6699
74 4.41 1.87474 17.6211
75 4.47 1.67113 18.4921
76 4.53 1.52212 19.3069
77 4.59 1.39119 20.0715
78 4.65 1.1979 20.7472
79 4.71 1.18441 21.4326
80 4.77 0.934801 21.9875
81 4.83 0.936842 22.5576
82 4.89 0.774828 23.041
83 4.95 0.628014 23.4424
84 5.01 0.795763 23.9634
85 5.07 0.762542 24.4748
86 5.13 0.840956 25.0521
87 5.19 0.898381 25.6833
88 5.25 1.11389 26.4843
89 5.31 1.60124 27.662
90 5.37 1.56903 28.8424
91 5.43 1.45422 29.9609
92 5.49 1.62397 31.2377
93 5.55 1.96963 32.8204
94 5.61 1.968 34.4361
95 5.67 2.03784 36.1451
96 5.73 1.9856 37.8458
97 5.79 1.94308 39.5451
98 5.85 1.74118 41.0995
99 5.91 1.70644 42.6544
100 5.97 1.75374 44.285
45800 100
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0.105852 0.00416667
22 1.29 0.470446 0.024537
23 1.35 1.04453 0.0740741
24 1.41 2.801 0.218981
25 1.47 12.1739 0.903472
26 1.53 15.5285 1.84931
27 1.59 12.4927 2.67106
28 1.65 6.97664 3.16528
29 1.71 3.21913 3.41019
30 1.77 1.89401 3.56458
31 1.83 1.38146 3.68495
32 1.89 1.11587 3.78866
33 1.95 0.40473 3.8287
34 2.01 0.132129 3.84259
35 2.07 0.0415543 3.84722
36 2.13 0.0607799 3.8544
37 2.19 0.096437 3.86644
38 2.25 0.0298878 3.87037
39 2.31 0.00833429 3.87153
40 2.37 0.0332552 3.87639
41 2.43 0.0843529 3.88935
42 2.49 0.0846844 3.90301
43 2.55 0.0191536 3.90625
44 2.61 0.0143685 3.9088
45 2.67 0.0511721 3.91829
46 2.73 0.106243 3.93889
47 2.79 0.141751 3.96759
48 2.85 0.155543 4.00046
49 2.91 0.354087 4.07847
50 2.97 0.265253 4.13935
51 3.03 0.202545 4.18773
52 3.09 0.451018 4.29977
53 3.15 0.383786 4.39884
54 3.21 0.477472 4.52685
