# Time-averaged data for fix proton_water
# TimeStep c_count_H_water c_count_O_carbonate c_avg_H_strong c_avg_H_mobile
58200 1 1 0.631944 2.29444
58300 1 1 0.6375 2.24722
58400 1 1 0.641667 2.27361
58500 2 1 0.597222 2.30833
58600 0 1 0.620139 2.30972
58700 0 1 0.600694 2.25833
58800 1 1 0.601389 2.25139
58900 0 1 0.635417 2.27153
59000 0.3 1 0.625 2.26806
59100 1 1 0.629167 2.24514
59200 0 1 0.63125 2.35694
59300 1 1 0.629167 2.28333
59400 0 1 0.625 2.29861
59500 0.1 1 0.634722 2.27431
59600 1 1 0.633333 2.26528
59700 0 1 0.610417 2.28472
59800 2 1 0.639583 2.28819
59900 0.3 1 0.649306 2.34722
60000 0 1 0.653472 2.29236
60100 1.2 1 0.671528 2.30139
60200 1.7 1 0.642361 2.38819
60300 0 1 0.629861 2.26319
60400 0 1 0.656944 2.21944
60500 0.1 1 0.636111 2.34167
60600 0 1 0.64375 2.28264
60700 0 1 0.647222 2.23403
60800 0.7 2 0.68125 2.25903
60900 0 2 0.674306 2.27014
61000 0 2 0.6625 2.28333
61100 1 2 0.672917 2.26875
61200 0 2 0.647917 2.31389
61300 2 2 0.656944 2.30833
61400 0 2 0.663194 2.30139
61500 0 2 0.688889 2.29514
61600 0 2 0.666667 2.27917
61700 0.3 1 0.665278 2.24583
61800 0 1 0.663889 2.27778
61900 0 1 0.645139 2.28958
62000 0 1 0.66875 2.27917
62100 2 1 0.659722 2.28542
62200 1 1 0.668056 2.2625
62300 0 1 0.659028 2.29167
62400 1.2 1 0.658333 2.30417
62500 0.7 1 0.654167 2.23611
62600 1.9 1 0.651389 2.24722
62700 0 1 0.656944 2.21667
62800 1 1 0.652778 2.21597
62900 1 1 0.659028 2.24236
63000 0.7 1 0.633333 2.24931
63100 0 1 0.659722 2.24583
63200 0 1 0.675694 2.24444
63300 2 1 0.677083 2.27083
63400 0 1 0.670833 2.29236
63500 1.1 1 0.668056 2.2875
63600 0.5 1 0.666667 2.28194
63700 1 1 0.649306 2.26944
63800 0 1 0.660417 2.26389
63900 1.5 1 0.657639 2.2875
64000 0 1 0.668056 2.29444
64100 1 1 0.663194 2.32014
64200 1.8 1 0.665278 2.29236
64300 0.9 1 0.694444 2.22847
64400 1 1 0.666667 2.30764
64500 0 1 0.634722 2.32917
64600 0 1 0.638194 2.33056
64700 0 1 0.659722 2.26528
64800 0.3 1 0.661806 2.27708
64900 1.8 1 0.671528 2.30208
65000 0 1 0.680556 2.2625
65100 0 1 0.633333 2.23889
65200 0 1 0.684028 2.27708
65300 0 1 0.675 2.26042
65400 0 1 0.708333 2.29028
65500 0 1 0.701389 2.27917
65600 0 1 0.688194 2.25417
65700 1 1 0.709722 2.28333
65800 0 1 0.693056 2.31319
65900 0.1 1 0.711111 2.26736
66000 0 1 0.674306 2.34236
66100 0 1 0.701389 2.29653
66200 1.5 1 0.672917 2.30208
66300 0 1 0.679861 2.26042
66400 0 1 0.679861 2.29444
66500 0 1 0.671528 2.2625
66600 0 1 0.673611 2.2625
66700 0 1 0.680556 2.24028
66800 1 1 0.675694 2.25139
66900 0.1 1 0.699306 2.26042
67000 0 1 0.715278 2.30139
67100 0 1 0.715972 2.28056
67200 0 1 0.708333 2.26736
67300 0 1 0.749306 2.27569
67400 1 1 0.724306 2.28194
67500 0 1 0.679167 2.24653
67600 0 1 0.710417 2.28889
67700 0 1 0.707639 2.26181
67800 0 1 0.672222 2.30833
67900 0 1 0.696528 2.26875
68000 0.5 1 0.704167 2.26875
68100 1 1 0.707639 2.25972
68200 0 1 0.702083 2.31875
68300 1.3 1 0.701389 2.31111
68400 0 1 0.690972 2.33125
68500 0 1 0.728472 2.30139
68600 0 2 0.7 2.27083
68700 1 2 0.722222 2.27847
68800 0 2 0.718056 2.32083
68900 0 2 0.722917 2.31944
69000 0 2 0.729861 2.29028
69100 0 2 0.708333 2.32153
69200 0 2 0.729167 2.30694
69300 0 2 0.738889 2.29167
69400 0 1 0.734722 2.34028
69500 1 1 0.725 2.31389
69600 0 1 0.724306 2.32847
69700 0 1 0.748611 2.28681
69800 1 1 0.746528 2.31667
69900 0 1 0.742361 2.29514
70000 1 1 0.729167 2.29028
70100 1 1 0.751389 2.23611
70200 1 1 0.768056 2.28958
70300 1 1 0.756944 2.31597
70400 0 1 0.778472 2.25556
70500 1 1 0.750694 2.21875
70600 1.4 1 0.777778 2.24375
70700 0 1 0.727083 2.21319
70800 0.9 1 0.721528 2.21528
70900 0 1 0.748611 2.25
71000 1 1 0.784722 2.2375
71100 0.4 1 0.722222 2.28333
71200 0 1 0.744444 2.25694
71300 0 1 0.725 2.33611
71400 1.7 1 0.732639 2.32014
71500 0 1 0.710417 2.33125
71600 1 1 0.730556 2.28958
71700 0 1 0.744444 2.30556
71800 0.5 1 0.727778 2.27778
71900 0 1 0.748611 2.26806
72000 0.2 1 0.753472 2.23611
72100 0 1 0.713889 2.25556
72200 0 1 0.736806 2.25139
72300 0 1 0.756944 2.20347
72400 0 1 0.763889 2.24375
72500 1 1 0.785417 2.16667
72600 1 1 0.746528 2.24167
72700 0 1 0.754167 2.25347
72800 0 1 0.73125 2.22917
72900 0 1 0.745139 2.19028
73000 0 1 0.729167 2.24167
73100 0 1 0.729167 2.1875
73200 0 1 0.713889 2.19375
73300 1 1 0.702778 2.22014
73400 0 1 0.749306 2.21458
73500 1 1 0.734722 2.22222
73600 0 1 0.683333 2.21875
73700 0.6 1 0.736111 2.25903
73800 0 1 0.75625 2.26181
73900 0 1 0.715278 2.18056
74000 0 1 0.720139 2.18333
74100 0 1 0.727083 2.16389
74200 1 1 0.725694 2.15347
74300 1 1 0.724306 2.20069
74400 1 1 0.740278 2.22569
74500 1 1 0.745833 2.19722
74600 1 1 0.729861 2.20625
74700 2 1 0.730556 2.15764
74800 0.5 1 0.739583 2.20972
74900 0 1 0.738194 2.25833
75000 0.7 1 0.74375 2.26736
75100 1 1 0.767361 2.21389
75200 1 1 0.7375 2.18056
75300 1 1 0.772917 2.16806
75400 1 1 0.760417 2.18681
75500 1.6 1 0.756944 2.20139
75600 0.2 1 0.753472 2.21111
75700 0 1 0.747917 2.18819
75800 0.2 1 0.770833 2.17917
75900 0 1 0.754861 2.16042
76000 0 1 0.729167 2.21458
76100 0.4 1 0.7 2.18194
76200 1.5 1 0.757639 2.17639
76300 1 1 0.717361 2.11875
76400 1 2 0.722917 2.12569
76500 0 2 0.743056 2.10139
76600 0.9 2 0.7375 2.10833
76700 1.2 2 0.715972 2.12986
76800 2 2 0.7375 2.13194
76900 0 2 0.722222 2.15972
77000 0 2 0.71875 2.11875
77100 1 2 0.755556 2.15347
77200 2 2 0.720833 2.17014
77300 1.2 2 0.751389 2.11319
77400 0 1 0.725694 2.14236
77500 0 1 0.748611 2.16111
77600 0 1 0.717361 2.125
77700 0 1 0.745139 2.15903
77800 0.1 1 0.736111 2.15556
77900 0.4 1 0.720833 2.19514
78000 0.8 1 0.746528 2.10625
78100 0 1 0.720833 2.10069
78200 1 1 0.764583 2.13194
78300 1 1 0.768056 2.10764
78400 0 1 0.749306 2.10278
78500 1 1 0.760417 2.15069
78600 2 1 0.747917 2.17222
78700 0.4 1 0.734722 2.08611
78800 0 1 0.743056 2.05694
78900 0 1 0.744444 2.06875
79000 0 1 0.760417 2.06875
79100 1 1 0.725 2.04514
79200 2 1 0.748611 2.08819
79300 1 1 0.738889 2.08194
79400 2 1 0.747917 2.0625
79500 2 1 0.711111 2.06042
79600 1.2 1 0.722222 2.08194
79700 1 1 0.763194 2.02569
79800 1.9 1 0.740278 2.07431
79900 0.2 1 0.740278 2.08819
80000 0.7 1 0.740278 2.12153
80100 0 1 0.752083 2.09375
80200 0 1 0.706944 2.10972
80300 0 1 0.701389 2.09514
80400 0 1 0.747222 2.10417
80500 0 1 0.722917 2.07222
80600 0 1 0.729167 2.10069
80700 0.5 1 0.722222 2.04167
80800 0 1 0.736111 2.05278
80900 2 1 0.745139 2.07083
81000 1 1 0.717361 2.13819
81100 0 1 0.75 2.08125
81200 0 1 0.728472 2.10694
81300 1 1 0.770833 2.08472
81400 1 1 0.734028 2.10417
81500 0 1 0.736111 2.12292
81600 1.9 1 0.736111 2.07153
81700 0 1 0.745833 2.01597
81800 0 1 0.721528 2.05069
81900 0 1 0.721528 2.07431
82000 0 1 0.745833 2.06389
82100 0 1 0.747917 2.09444
82200 0 1 0.734028 2.09722
82300 0 1 0.735417 2.05486
82400 0 1 0.747917 2.06181
82500 1 1 0.766667 2.02222
82600 1 1 0.749306 2.07361
82700 0 1 0.725694 2.05694
82800 0.7 1 0.736111 2.01597
82900 1 1 0.717361 1.99097
83000 0 1 0.722222 2.04931
83100 1 1 0.734028 2.08958
83200 1 1 0.715278 2.06111
83300 0 1 0.740278 2.0375
83400 0 1 0.727778 2.05903
83500 0 1 0.732639 2.04167
83600 0 1 0.744444 2.06458
83700 0 1 0.740972 2.08194
83800 0 1 0.722222 2.04514
83900 0 1 0.741667 2.02431
84000 0 2 0.7125 2.04236
84100 0 2 0.722222 2.0625
84200 0 2 0.727778 2.04861
84300 0 2 0.736111 2.09931
84400 0 1 0.745833 2.09097
84500 0 1 0.761111 2.07708
84600 0 1 0.74375 2.02431
84700 0 1 0.746528 2.03056
84800 0 1 0.730556 2.08819
84900 0 1 0.738194 2.08889
85000 0 1 0.754861 2.0375
85100 0 1 0.745139 2.05347
85200 0 1 0.745139 2.08194
85300 0 1 0.747917 2.0625
85400 0 1 0.740972 2.06319
85500 0 1 0.747917 2.08958
85600 0 1 0.764583 2.03958
85700 0 1 0.752083 2.08819
85800 0 1 0.75 2.02292
85900 0 1 0.739583 2.10625
86000 0 1 0.738194 2.06528
86100 0 1 0.743056 2.10139
86200 0 1 0.736806 2.08681
86300 0 1 0.76875 2.06181
86400 0 1 0.727083 2.08472
86500 1 1 0.727083 2.08542
86600 0 1 0.734028 2.12431
86700 0 1 0.701389 2.07708
86800 0 1 0.717361 2.08958
86900 0 1 0.714583 2.09722
87000 0.6 1 0.721528 2.11597
87100 0 1 0.733333 2.08125
87200 0 1 0.735417 2.08681
87300 1 1 0.718056 2.07917
87400 0 1 0.736111 2.10417
87500 0 1 0.716667 2.08472
87600 1 1 0.732639 2.13889
87700 0 1 0.710417 2.09583
87800 1 1 0.726389 2.07639
87900 0.3 1 0.704167 2.10347
88000 0 1 0.713889 2.08125
88100 0 1 0.73125 2.13264
88200 0 1 0.721528 2.15069
88300 0 1 0.728472 2.11736
88400 0 1 0.697222 2.10556
88500 0 1 0.736806 2.07778
88600 1 1 0.751389 2.09583
88700 0 1 0.679861 2.13333
88800 0 1 0.7375 2.08194
88900 1 1 0.734722 2.06944
89000 0 1 0.715278 2.16667
89100 0 1 0.727778 2.16181
89200 0.6 1 0.736806 2.10278
89300 0 1 0.745833 2.14931
89400 0 1 0.751389 2.12292
89500 0.5 1 0.73125 2.14583
89600 0 1 0.734722 2.14722
89700 0.4 1 0.736111 2.14444
89800 1 1 0.731944 2.12083
89900 0 1 0.716667 2.17431
90000 1 1 0.706944 2.20069
90100 1 1 0.743056 2.10069
90200 1 1 0.697917 2.14444
90300 0 1 0.740972 2.125
90400 1 1 0.740972 2.14167
90500 1 1 0.738889 2.15486
90600 1 1 0.751389 2.14653
90700 0.8 1 0.730556 2.13403
90800 0 1 0.759722 2.15278
90900 0.8 1 0.70625 2.16667
91000 0 1 0.749306 2.15903
91100 0.8 2 0.7375 2.11667
91200 1 2 0.71875 2.16944
91300 0 1 0.722222 2.17708
91400 0 1 0.740278 2.21319
91500 1 1 0.742361 2.15
91600 0 1 0.733333 2.15694
91700 0 1 0.745833 2.21736
91800 1 1 0.722222 2.15694
91900 0 1 0.723611 2.15139
92000 1 1 0.729167 2.20833
92100 0 1 0.729861 2.19444
92200 0 1 0.710417 2.18819
92300 1 1 0.707639 2.17847
92400 0 1 0.719444 2.10972
92500 0 1 0.704861 2.16806
92600 0.6 1 0.701389 2.20069
92700 0 1 0.702778 2.16944
92800 0 1 0.709028 2.13889
92900 0 1 0.681944 2.16042
93000 0 1 0.713194 2.12153
93100 0 1 0.720139 2.16389
93200 0 1 0.711806 2.11875
93300 1 1 0.698611 2.21181
93400 0.4 1 0.676389 2.15069
93500 0 1 0.6875 2.16181
93600 0 1 0.691667 2.16181
93700 0 1 0.670139 2.18125
93800 0.9 1 0.706944 2.10625
