# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  52300      1.23e+02    9.09e+01      2.63e+00    1.27e+00      4.06e+01    3.32e+01    5.9e-06
  52400      1.17e+02    1.92e+02      2.41e+00    6.77e+00      3.80e+01    5.26e+01    5.9e-06
  52500      1.17e+02    9.57e+01      2.64e+00    9.42e-01      3.87e+01    3.57e+01    5.9e-06
  52600      9.16e+01    8.24e+01      1.60e+00    2.78e-01      3.27e+01    3.13e+01    5.9e-06
  52700      8.81e+01    8.31e+01      1.08e+00    3.42e-01      3.20e+01    3.15e+01    5.9e-06
  52800      1.23e+02    1.89e+02      2.47e+00    6.40e+00      4.04e+01    5.37e+01    5.9e-06
  52900      9.23e+01    9.38e+01      5.36e-01    3.56e-01      3.48e+01    3.56e+01    5.9e-06
  53000      8.47e+01    9.71e+01      7.95e-01    1.31e+00      3.14e+01    3.56e+01    5.9e-06
  53100      8.70e+01    9.11e+01      9.89e-01    1.33e+00      3.22e+01    3.32e+01    5.9e-06
  53200      8.28e+01    8.91e+01      3.44e-01    1.47e+00      3.13e+01    3.20e+01    5.9e-06
  53300      8.59e+01    9.47e+01      7.53e-01    6.20e-01      3.21e+01    3.57e+01    5.9e-06
  53400      1.17e+02    8.28e+01      2.76e+00    1.59e-01      3.90e+01    3.15e+01    5.9e-06
  53500      8.79e+01    8.33e+01      7.32e-01    1.04e+00      3.28e+01    3.07e+01    5.9e-06
  53600      1.10e+02    8.26e+01      1.91e+00    3.98e-01      3.80e+01    3.13e+01    5.9e-06
  53700      8.56e+01    8.99e+01      7.71e-01    1.13e+00      3.19e+01    3.31e+01    5.9e-06
  53800      1.12e+02    8.58e+01      2.05e+00    8.73e-01      3.80e+01    3.20e+01    5.9e-06
  53900      1.17e+02    8.29e+01      2.74e+00    2.60e-01      3.93e+01    3.14e+01    5.9e-06
  54000      8.99e+01    8.06e+01      8.32e-01    4.23e-02      3.35e+01    3.06e+01    5.9e-06
  54100      8.65e+01    8.25e+01      3.87e-01    4.62e-01      3.27e+01    3.12e+01    5.9e-06
  54200      8.92e+01    8.50e+01      6.52e-01    1.01e+00      3.35e+01    3.14e+01    5.9e-06
  54300      8.59e+01    9.47e+01      9.05e-01    1.90e+00      3.17e+01    3.31e+01    5.9e-06
  54400      8.96e+01    9.32e+01      1.41e+00    1.71e+00      3.23e+01    3.31e+01    5.9e-06
  54500      8.56e+01    8.30e+01      6.33e-01    3.93e-01      3.18e+01    3.14e+01    5.9e-06
  54600      8.66e+01    1.75e+02      6.70e-01    5.61e+00      3.22e+01    5.20e+01    5.9e-06
  54700      8.26e+01    9.09e+01      1.96e-03    1.73e+00      3.14e+01    3.20e+01    5.9e-06
  54800      1.44e+02    8.12e+01      2.42e+00    4.25e-01      5.17e+01    3.07e+01    5.9e-06
  54900      1.41e+02    9.50e+01      3.37e+00    9.10e-01      4.65e+01    3.55e+01    5.9e-06
  55000      9.10e+01    9.00e+01      5.61e-01    1.24e+00      3.43e+01    3.29e+01    5.9e-06
  55100      6.62e+01    7.60e+01      1.68e-01    1.49e+00      3.10e+01    3.29e+01    3.5e-06
  55200      6.69e+01    7.00e+01      4.03e-01    8.29e-01      3.11e+01    3.19e+01    3.5e-06
  55300      7.38e+01    7.24e+01      6.79e-01    8.92e-01      3.39e+01    3.30e+01    3.5e-06
  55400      9.96e+01    6.69e+01      2.75e+00    1.19e-01      3.93e+01    3.14e+01    3.5e-06
  55500      7.08e+01    6.93e+01      7.11e-01    6.52e-01      3.22e+01    3.19e+01    3.5e-06
  55600      7.05e+01    6.94e+01      4.32e-01    6.72e-01      3.27e+01    3.19e+01    3.5e-06
  55700      7.44e+01    7.27e+01      1.39e+00    1.27e+00      3.23e+01    3.20e+01    3.5e-06
  55800      6.71e+01    6.70e+01      3.61e-01    3.80e-01      3.12e+01    3.12e+01    3.5e-06
  55900      7.35e+01    6.89e+01      1.39e+00    1.10e+00      3.18e+01    3.07e+01    3.5e-06
  56000      7.02e+01    6.79e+01      3.16e-01    5.73e-01      3.27e+01    3.14e+01    3.5e-06
  56100      1.16e+02    7.19e+01      3.17e+00    1.16e+00      4.52e+01    3.20e+01    3.5e-06
  56200      9.79e+01    7.34e+01      2.05e+00    1.00e+00      4.02e+01    3.32e+01    3.5e-06
  56300      9.68e+01    1.43e+02      2.26e+00    4.64e+00      3.94e+01    5.18e+01    3.5e-06
  56400      6.87e+01    7.27e+01      8.04e-01    8.59e-01      3.13e+01    3.32e+01    3.5e-06
  56500      7.93e+01    8.01e+01      1.37e+00    1.24e+00      3.48e+01    3.58e+01    3.5e-06
  56600      7.24e+01    1.39e+02      1.06e+00    4.28e+00      3.22e+01    5.18e+01    3.5e-06
  56700      7.13e+01    7.34e+01      6.78e-01    1.38e+00      3.19e+01    3.20e+01    3.5e-06
  56800      6.97e+01    7.15e+01      9.01e-01    1.10e+00      3.16e+01    3.20e+01    3.5e-06
  56900      7.03e+01    6.84e+01      5.05e-01    7.21e-01      3.26e+01    3.14e+01    3.5e-06
  57000      9.06e+01    6.72e+01      1.71e+00    3.21e-01      3.83e+01    3.14e+01    3.5e-06
  57100      1.15e+02    7.75e+01      2.85e+00    1.63e+00      4.64e+01    3.31e+01    3.5e-06
  57200      9.37e+01    7.62e+01      1.99e+00    3.27e-01      3.87e+01    3.56e+01    3.5e-06
  57300      7.11e+01    7.49e+01      9.30e-01    1.26e+00      3.22e+01    3.31e+01    3.5e-06
  57400      6.98e+01    7.72e+01      3.82e-01    7.03e-01      3.25e+01    3.56e+01    3.5e-06
  57500      7.57e+01    8.05e+01      1.43e+00    1.97e+00      3.25e+01    3.31e+01    3.5e-06
  57600      9.62e+01    6.69e+01      1.99e+00    1.41e-01      4.11e+01    3.14e+01    3.5e-06
  57700      6.83e+01    6.71e+01      9.07e-01    4.55e-01      3.09e+01    3.12e+01    3.5e-06
  57800      9.12e+01    7.67e+01      1.75e+00    5.72e-01      3.85e+01    3.56e+01    3.5e-06
  57900      9.15e+01    6.66e+01      1.66e+00    1.26e-01      3.94e+01    3.12e+01    3.5e-06
  58000      7.19e+01    7.33e+01      9.97e-01    1.01e+00      3.24e+01    3.31e+01    3.5e-06
  58100      7.08e+01    6.59e+01      7.80e-01    4.09e-01      3.21e+01    3.07e+01    3.5e-06
  58200      7.01e+01    7.84e+01      6.58e-01    9.73e-01      3.19e+01    3.57e+01    3.5e-06
  58300      7.44e+01    7.64e+01      1.32e+00    1.53e+00      3.27e+01    3.30e+01    3.5e-06
  58400      7.19e+01    7.69e+01      9.83e-01    1.59e+00      3.20e+01    3.30e+01    3.5e-06
  58500      9.67e+01    7.59e+01      2.06e+00    1.49e-01      3.96e+01    3.56e+01    3.5e-06
  58600      7.15e+01    1.34e+02      6.27e-01    3.91e+00      3.30e+01    5.16e+01    3.5e-06
  58700      7.28e+01    6.97e+01      7.54e-01    1.00e+00      3.33e+01    3.14e+01    3.5e-06
  58800      1.09e+02    6.82e+01      2.57e+00    7.06e-01      4.48e+01    3.13e+01    3.5e-06
  58900      7.32e+01    1.32e+02      7.68e-01    3.69e+00      3.35e+01    5.16e+01    3.5e-06
  59000      7.22e+01    6.87e+01      9.39e-01    8.00e-01      3.27e+01    3.14e+01    3.5e-06
  59100      7.67e+01    7.06e+01      1.56e+00    9.49e-01      3.30e+01    3.20e+01    3.5e-06
  59200      6.65e+01    7.81e+01      3.21e-01    9.41e-01      3.10e+01    3.56e+01    3.5e-06
  59300      8.73e+01    1.29e+02      1.44e+00    3.48e+00      3.78e+01    5.14e+01    3.5e-06
  59400      8.90e+01    7.30e+01      1.67e+00    9.69e-01      3.80e+01    3.30e+01    3.5e-06
  59500      6.58e+01    7.62e+01      1.54e-01    4.23e-01      3.08e+01    3.55e+01    3.5e-06
  59600      7.18e+01    1.34e+02      2.98e-01    3.88e+00      3.35e+01    5.15e+01    3.5e-06
  59700      7.09e+01    6.53e+01      3.08e-01    2.02e-01      3.31e+01    3.06e+01    3.5e-06
  59800      7.48e+01    7.39e+01      9.49e-01    1.18e+00      3.39e+01    3.29e+01    3.5e-06
  59900      8.92e+01    7.40e+01      1.58e+00    1.19e+00      3.85e+01    3.29e+01    3.5e-06
  60000      8.86e+01    1.23e+02      1.51e+00    2.87e+00      3.85e+01    5.15e+01    3.5e-06
  60100      6.08e+01    6.28e+01      1.02e+00    1.20e+00      3.24e+01    3.29e+01    2.1e-06
  60200      5.91e+01    5.58e+01      8.31e-01    6.84e-01      3.17e+01    3.06e+01    2.1e-06
  60300      7.66e+01    6.35e+01      1.67e+00    1.29e+00      3.88e+01    3.29e+01    2.1e-06
  60400      5.53e+01    6.50e+01      3.17e-01    8.07e-01      3.10e+01    3.57e+01    2.1e-06
  60500      6.03e+01    1.11e+02      2.53e-01    3.25e+00      3.39e+01    5.15e+01    2.1e-06
  60600      7.50e+01    6.15e+01      1.43e+00    9.79e-01      3.84e+01    3.31e+01    2.1e-06
  60700      5.53e+01    5.96e+01      3.23e-01    9.59e-01      3.10e+01    3.20e+01    2.1e-06
  60800      7.48e+01    5.54e+01      1.38e+00    3.29e-01      3.84e+01    3.12e+01    2.1e-06
  60900      5.96e+01    6.34e+01      7.22e-01    3.60e-01      3.27e+01    3.56e+01    2.1e-06
  61000      7.21e+01    5.65e+01      1.09e+00    5.89e-01      3.80e+01    3.13e+01    2.1e-06
  61100      7.46e+01    5.67e+01      1.42e+00    6.29e-01      3.83e+01    3.13e+01    2.1e-06
  61200      6.00e+01    6.23e+01      6.31e-01    1.10e+00      3.32e+01    3.31e+01    2.1e-06
  61300      6.03e+01    6.11e+01      9.64e-01    9.34e-01      3.24e+01    3.30e+01    2.1e-06
  61400      7.47e+01    5.41e+01      1.36e+00    1.21e-01      3.83e+01    3.06e+01    2.1e-06
  61500      5.97e+01    6.39e+01      7.07e-01    1.31e+00      3.28e+01    3.31e+01    2.1e-06
  61600      5.90e+01    6.31e+01      8.60e-01    1.55e-01      3.19e+01    3.57e+01    2.1e-06
  61700      5.70e+01    6.09e+01      7.07e-01    9.00e-01      3.12e+01    3.30e+01    2.1e-06
  61800      6.42e+01    5.61e+01      8.97e-01    4.96e-01      3.48e+01    3.13e+01    2.1e-06
  61900      5.85e+01    1.03e+02      5.49e-01    2.50e+00      3.25e+01    5.15e+01    2.1e-06
  62000      6.26e+01    6.61e+01      1.07e+00    1.58e+00      3.31e+01    3.31e+01    2.1e-06
  62100      6.15e+01    6.48e+01      1.11e+00    7.91e-01      3.22e+01    3.56e+01    2.1e-06
  62200      5.85e+01    6.20e+01      6.81e-01    1.05e+00      3.21e+01    3.31e+01    2.1e-06
  62300      5.93e+01    5.73e+01      8.71e-01    7.73e-01      3.21e+01    3.13e+01    2.1e-06
  62400      7.41e+01    6.22e+01      1.06e+00    1.11e+00      3.92e+01    3.30e+01    2.1e-06
  62500      8.66e+01    1.02e+02      1.75e+00    2.42e+00      4.46e+01    5.13e+01    2.1e-06
  62600      6.50e+01    5.57e+01      1.50e+00    6.66e-01      3.27e+01    3.07e+01    2.1e-06
  62700      5.88e+01    6.04e+01      4.58e-01    1.08e+00      3.27e+01    3.20e+01    2.1e-06
  62800      7.25e+01    6.65e+01      1.13e+00    1.63e+00      3.86e+01    3.30e+01    2.1e-06
  62900      6.17e+01    6.52e+01      7.92e-01    1.49e+00      3.33e+01    3.30e+01    2.1e-06
  63000      6.16e+01    5.84e+01      6.21e-01    7.53e-01      3.41e+01    3.20e+01    2.1e-06
  63100      7.35e+01    1.03e+02      1.29e+00    2.49e+00      3.84e+01    5.12e+01    2.1e-06
  63200      5.83e+01    5.46e+01      7.80e-01    3.50e-01      3.17e+01    3.06e+01    2.1e-06
  63300      7.34e+01    6.14e+01      1.30e+00    9.75e-01      3.84e+01    3.30e+01    2.1e-06
  63400      5.77e+01    6.14e+01      6.05e-01    9.95e-01      3.16e+01    3.29e+01    2.1e-06
  63500      5.92e+01    5.72e+01      7.52e-01    4.84e-01      3.24e+01    3.19e+01    2.1e-06
  63600      7.29e+01    5.70e+01      1.21e+00    7.24e-01      3.83e+01    3.13e+01    2.1e-06
  63700      5.47e+01    6.08e+01      2.04e-01    8.58e-01      3.08e+01    3.30e+01    2.1e-06
  63800      6.07e+01    6.34e+01      7.30e-01    4.30e-01      3.33e+01    3.55e+01    2.1e-06
  63900      7.31e+01    5.49e+01      1.37e+00    4.49e-01      3.84e+01    3.06e+01    2.1e-06
  64000      7.60e+01    1.06e+02      1.19e+00    2.78e+00      3.99e+01    5.13e+01    2.1e-06
  64100      5.78e+01    5.71e+01      5.70e-01    4.39e-01      3.20e+01    3.19e+01    2.1e-06
  64200      5.97e+01    6.17e+01      8.75e-01    1.25e+00      3.23e+01    3.20e+01    2.1e-06
  64300      5.70e+01    1.03e+02      4.65e-01    2.48e+00      3.16e+01    5.12e+01    2.1e-06
  64400      5.88e+01    6.33e+01      5.40e-01    4.06e-01      3.26e+01    3.55e+01    2.1e-06
  64500      7.39e+01    6.27e+01      1.39e+00    1.19e+00      3.87e+01    3.29e+01    2.1e-06
  64600      7.37e+01    1.02e+02      1.33e+00    2.44e+00      3.87e+01    5.12e+01    2.1e-06
  64700      5.88e+01    1.03e+02      5.41e-01    2.47e+00      3.26e+01    5.12e+01    2.1e-06
  64800      7.35e+01    6.00e+01      1.20e+00    7.09e-01      3.87e+01    3.30e+01    2.1e-06
  64900      5.63e+01    6.35e+01      5.58e-01    4.89e-01      3.10e+01    3.55e+01    2.1e-06
  65000      6.21e+01    6.38e+01      1.16e+00    1.33e+00      3.26e+01    3.29e+01    2.1e-06
  65100      7.80e+01    5.08e+01      1.90e+00    9.76e-01      4.51e+01    3.12e+01    1.3e-06
  65200      5.17e+01    5.37e+01      5.96e-01    1.05e+00      3.32e+01    3.29e+01    1.3e-06
  65300      5.02e+01    4.90e+01      4.45e-01    6.96e-01      3.27e+01    3.12e+01    1.3e-06
  65400      4.93e+01    9.11e+01      2.98e-01    2.47e+00      3.24e+01    5.12e+01    1.3e-06
  65500      6.27e+01    4.99e+01      1.21e+00    8.47e-01      3.81e+01    3.12e+01    1.3e-06
  65600      5.06e+01    5.41e+01      6.14e-01    3.33e-01      3.22e+01    3.56e+01    1.3e-06
  65700      5.09e+01    5.32e+01      8.75e-01    9.76e-01      3.18e+01    3.30e+01    1.3e-06
  65800      5.17e+01    5.44e+01      8.12e-01    4.49e-01      3.23e+01    3.56e+01    1.3e-06
  65900      4.77e+01    4.97e+01      4.05e-01    8.28e-01      3.10e+01    3.12e+01    1.3e-06
  66000      6.52e+01    5.31e+01      1.17e+00    9.34e-01      4.00e+01    3.30e+01    1.3e-06
  66100      7.61e+01    4.62e+01      1.69e+00    8.43e-02      4.48e+01    3.06e+01    1.3e-06
  66200      5.02e+01    4.83e+01      6.42e-01    5.61e-01      3.18e+01    3.12e+01    1.3e-06
  66300      5.00e+01    4.75e+01      3.48e-01    3.78e-01      3.27e+01    3.11e+01    1.3e-06
  66400      6.08e+01    5.05e+01      8.96e-01    9.41e-01      3.77e+01    3.12e+01    1.3e-06
  66500      6.23e+01    5.33e+01      1.03e+00    9.88e-01      3.83e+01    3.30e+01    1.3e-06
  66600      5.12e+01    5.36e+01      6.21e-01    1.01e+00      3.29e+01    3.30e+01    1.3e-06
  66700      5.02e+01    5.24e+01      4.08e-01    8.35e-01      3.29e+01    3.31e+01    1.3e-06
  66800      4.88e+01    5.41e+01      4.24e-01    3.49e-01      3.16e+01    3.56e+01    1.3e-06
  66900      5.08e+01    5.35e+01      7.92e-01    1.01e+00      3.20e+01    3.30e+01    1.3e-06
  67000      5.57e+01    5.63e+01      1.10e+00    1.35e+00      3.39e+01    3.30e+01    1.3e-06
  67100      5.22e+01    4.63e+01      9.28e-01    1.47e-01      3.24e+01    3.06e+01    1.3e-06
  67200      5.41e+01    5.45e+01      8.65e-01    4.83e-01      3.39e+01    3.56e+01    1.3e-06
  67300      6.13e+01    8.72e+01      1.06e+00    2.07e+00      3.78e+01    5.12e+01    1.3e-06
  67400      5.12e+01    4.89e+01      6.30e-01    6.93e-01      3.29e+01    3.12e+01    1.3e-06
  67500      5.92e+01    4.69e+01      7.98e-01    7.24e-02      3.75e+01    3.11e+01    1.3e-06
  67600      4.97e+01    4.99e+01      5.69e-01    8.55e-01      3.20e+01    3.12e+01    1.3e-06
  67700      6.44e+01    5.42e+01      1.08e+00    3.78e-01      3.99e+01    3.56e+01    1.3e-06
  67800      5.26e+01    5.41e+01      6.97e-01    1.09e+00      3.35e+01    3.30e+01    1.3e-06
  67900      5.05e+01    5.29e+01      7.37e-01    9.05e-01      3.21e+01    3.30e+01    1.3e-06
  68000      5.98e+01    4.95e+01      7.71e-01    5.81e-01      3.76e+01    3.20e+01    1.3e-06
  68100      5.02e+01    5.52e+01      6.15e-01    6.56e-01      3.18e+01    3.56e+01    1.3e-06
  68200      4.83e+01    4.90e+01      3.29e-01    4.60e-01      3.14e+01    3.20e+01    1.3e-06
  68300      5.06e+01    5.16e+01      4.77e-01    7.04e-01      3.24e+01    3.30e+01    1.3e-06
  68400      6.80e+01    4.86e+01      8.80e-01    3.15e-01      4.30e+01    3.20e+01    1.3e-06
  68500      5.14e+01    4.95e+01      5.35e-01    7.95e-01      3.32e+01    3.12e+01    1.3e-06
  68600      5.02e+01    5.46e+01      6.50e-01    5.19e-01      3.19e+01    3.56e+01    1.3e-06
  68700      5.00e+01    5.27e+01      7.06e-01    8.91e-01      3.18e+01    3.30e+01    1.3e-06
  68800      5.32e+01    5.05e+01      1.02e+00    7.57e-01      3.27e+01    3.20e+01    1.3e-06
  68900      6.37e+01    4.78e+01      1.06e+00    4.78e-01      3.93e+01    3.11e+01    1.3e-06
  69000      5.88e+01    5.67e+01      6.31e-01    1.38e+00      3.78e+01    3.30e+01    1.3e-06
  69100      5.02e+01    4.88e+01      5.77e-01    4.07e-01      3.22e+01    3.20e+01    1.3e-06
  69200      6.15e+01    4.69e+01      9.56e-01    1.30e-01      3.84e+01    3.11e+01    1.3e-06
  69300      5.14e+01    5.00e+01      8.11e-01    6.66e-01      3.23e+01    3.20e+01    1.3e-06
  69400      5.32e+01    5.41e+01      7.23e-01    3.80e-01      3.39e+01    3.56e+01    1.3e-06
  69500      4.96e+01    4.75e+01      5.94e-01    3.89e-01      3.16e+01    3.11e+01    1.3e-06
  69600      4.91e+01    4.75e+01      7.13e-01    4.11e-01      3.11e+01    3.11e+01    1.3e-06
  69700      4.96e+01    4.62e+01      3.45e-01    6.71e-02      3.26e+01    3.06e+01    1.3e-06
  69800      5.16e+01    4.62e+01      7.62e-01    2.68e-02      3.27e+01    3.06e+01    1.3e-06
  69900      6.15e+01    5.40e+01      7.67e-01    1.07e+00      3.91e+01    3.30e+01    1.3e-06
  70000      7.15e+01    4.73e+01      1.18e+00    3.38e-01      4.43e+01    3.11e+01    1.3e-06
  70100      4.60e+01    4.19e+01      5.50e-01    3.76e-01      3.35e+01    3.11e+01    7.6e-07
  70200      4.31e+01    4.73e+01      4.01e-01    9.17e-01      3.16e+01    3.30e+01    7.6e-07
  70300      5.49e+01    4.46e+01      1.05e+00    8.58e-01      3.81e+01    3.11e+01    7.6e-07
  70400      4.33e+01    7.66e+01      5.66e-01    1.80e+00      3.14e+01    5.12e+01    7.6e-07
  70500      4.44e+01    4.41e+01      6.12e-01    7.82e-01      3.20e+01    3.11e+01    7.6e-07
  70600      4.59e+01    4.51e+01      8.14e-01    9.26e-01      3.24e+01    3.11e+01    7.6e-07
  70700      4.47e+01    7.66e+01      5.63e-01    1.80e+00      3.22e+01    5.12e+01    7.6e-07
  70800      4.62e+01    4.79e+01      7.90e-01    3.90e-01      3.27e+01    3.56e+01    7.6e-07
  70900      6.53e+01    4.08e+01      1.33e+00    1.85e-01      4.44e+01    3.06e+01    7.6e-07
  71000      4.35e+01    4.35e+01      5.29e-01    4.81e-01      3.17e+01    3.20e+01    7.6e-07
  71100      5.52e+01    4.71e+01      1.17e+00    8.75e-01      3.78e+01    3.30e+01    7.6e-07
  71200      4.30e+01    4.78e+01      1.29e-01    3.63e-01      3.23e+01    3.56e+01    7.6e-07
  71300      5.71e+01    4.07e+01      7.88e-01    2.73e-02      4.09e+01    3.06e+01    7.6e-07
  71400      4.48e+01    4.15e+01      4.55e-01    2.19e-01      3.29e+01    3.11e+01    7.6e-07
  71500      4.49e+01    4.32e+01      7.07e-01    3.94e-01      3.20e+01    3.20e+01    7.6e-07
  71600      6.59e+01    7.58e+01      1.39e+00    1.71e+00      4.52e+01    5.12e+01    7.6e-07
  71700      4.30e+01    4.08e+01      5.58e-01    1.61e-01      3.09e+01    3.06e+01    7.6e-07
  71800      4.60e+01    4.72e+01      8.24e-01    8.80e-01      3.24e+01    3.31e+01    7.6e-07
  71900      5.45e+01    4.75e+01      8.96e-01    9.23e-01      3.83e+01    3.31e+01    7.6e-07
  72000      4.38e+01    4.69e+01      3.34e-01    8.46e-01      3.26e+01    3.31e+01    7.6e-07
  72100      5.52e+01    4.17e+01      1.07e+00    3.24e-01      3.85e+01    3.11e+01    7.6e-07
  72200      4.65e+01    4.07e+01      4.23e-01    6.21e-02      3.44e+01    3.07e+01    7.6e-07
  72300      4.24e+01    4.63e+01      3.01e-01    7.47e-01      3.16e+01    3.31e+01    7.6e-07
  72400      4.59e+01    4.45e+01      5.85e-01    6.68e-01      3.31e+01    3.20e+01    7.6e-07
  72500      4.49e+01    4.67e+01      6.46e-01    8.15e-01      3.24e+01    3.31e+01    7.6e-07
  72600      5.43e+01    4.77e+01      8.47e-01    3.24e-01      3.83e+01    3.56e+01    7.6e-07
  72700      4.60e+01    4.85e+01      5.77e-01    1.06e+00      3.32e+01    3.30e+01    7.6e-07
  72800      4.50e+01    4.77e+01      7.33e-01    3.08e-01      3.20e+01    3.56e+01    7.6e-07
  72900      5.61e+01    4.76e+01      1.05e+00    2.90e-01      3.92e+01    3.56e+01    7.6e-07
  73000      4.48e+01    4.34e+01      3.48e-01    4.44e-01      3.31e+01    3.20e+01    7.6e-07
  73100      4.35e+01    4.15e+01      2.77e-01    2.24e-01      3.25e+01    3.11e+01    7.6e-07
  73200      6.57e+01    4.07e+01      1.15e+00    2.38e-02      4.60e+01    3.07e+01    7.6e-07
  73300      4.12e+01    4.82e+01      1.91e-01    4.79e-01      3.09e+01    3.56e+01    7.6e-07
  73400      4.47e+01    4.33e+01      8.70e-01    4.24e-01      3.11e+01    3.20e+01    7.6e-07
  73500      4.66e+01    4.83e+01      8.53e-01    1.04e+00      3.27e+01    3.30e+01    7.6e-07
  73600      5.65e+01    4.68e+01      1.09e+00    8.23e-01      3.94e+01    3.31e+01    7.6e-07
  73700      4.23e+01    4.45e+01      4.11e-01    8.43e-01      3.09e+01    3.11e+01    7.6e-07
  73800      4.61e+01    4.76e+01      6.45e-01    9.46e-01      3.32e+01    3.30e+01    7.6e-07
  73900      4.77e+01    4.38e+01      7.53e-01    7.44e-01      3.39e+01    3.11e+01    7.6e-07
  74000      5.51e+01    4.16e+01      8.07e-01    2.58e-01      3.96e+01    3.11e+01    7.6e-07
  74100      4.37e+01    7.46e+01      7.06e-01    1.56e+00      3.11e+01    5.12e+01    7.6e-07
  74200      4.25e+01    4.67e+01      4.35e-01    8.18e-01      3.14e+01    3.30e+01    7.6e-07
  74300      5.19e+01    4.37e+01      5.20e-01    5.06e-01      3.76e+01    3.20e+01    7.6e-07
  74400      5.59e+01    4.43e+01      1.05e+00    8.24e-01      3.91e+01    3.11e+01    7.6e-07
  74500      4.58e+01    4.36e+01      5.09e-01    4.80e-01      3.36e+01    3.20e+01    7.6e-07
  74600      4.23e+01    4.86e+01      3.49e-01    1.07e+00      3.13e+01    3.30e+01    7.6e-07
  74700      4.31e+01    4.37e+01      5.40e-01    5.11e-01      3.14e+01    3.20e+01    7.6e-07
  74800      5.53e+01    4.07e+01      1.08e+00    7.25e-02      3.84e+01    3.07e+01    7.6e-07
  74900      4.43e+01    7.36e+01      6.64e-01    1.44e+00      3.17e+01    5.12e+01    7.6e-07
  75000      4.40e+01    4.76e+01      2.76e-01    2.89e-01      3.28e+01    3.56e+01    7.6e-07
  75100      4.22e+01    4.30e+01      5.58e-01    8.23e-01      3.36e+01    3.31e+01    4.6e-07
  75200      5.04e+01    4.33e+01      7.36e-01    2.78e-01      3.96e+01    3.56e+01    4.6e-07
  75300      4.17e+01    3.80e+01      6.91e-01    3.11e-01      3.24e+01    3.11e+01    4.6e-07
  75400      5.14e+01    3.70e+01      1.04e+00    3.22e-02      3.91e+01    3.07e+01    4.6e-07
  75500      4.22e+01    4.33e+01      6.15e-01    2.87e-01      3.32e+01    3.56e+01    4.6e-07
  75600      3.71e+01    4.03e+01      9.53e-02    5.72e-01      3.07e+01    3.21e+01    4.6e-07
  75700      4.94e+01    4.29e+01      5.91e-01    8.06e-01      3.92e+01    3.31e+01    4.6e-07
  75800      5.16e+01    4.06e+01      1.06e+00    7.94e-01      3.91e+01    3.11e+01    4.6e-07
  75900      3.96e+01    4.32e+01      3.89e-01    2.28e-01      3.19e+01    3.56e+01    4.6e-07
  76000      4.11e+01    3.79e+01      7.04e-01    2.82e-01      3.21e+01    3.11e+01    4.6e-07
  76100      4.00e+01    4.24e+01      6.78e-01    7.30e-01      3.11e+01    3.31e+01    4.6e-07
  76200      4.92e+01    6.68e+01      7.75e-01    1.29e+00      3.83e+01    5.12e+01    4.6e-07
  76300      3.87e+01    3.80e+01      3.83e-01    3.19e-01      3.14e+01    3.11e+01    4.6e-07
  76400      4.07e+01    3.84e+01      5.19e-01    4.19e-01      3.23e+01    3.11e+01    4.6e-07
  76500      5.15e+01    4.07e+01      6.44e-01    8.03e-01      4.08e+01    3.10e+01    4.6e-07
  76600      4.05e+01    4.00e+01      3.85e-01    5.23e-01      3.29e+01    3.21e+01    4.6e-07
  76700      5.04e+01    4.00e+01      1.00e+00    5.18e-01      3.84e+01    3.21e+01    4.6e-07
  76800      3.95e+01    3.98e+01      4.14e-01    4.72e-01      3.16e+01    3.21e+01    4.6e-07
  76900      5.15e+01    4.00e+01      1.01e+00    5.12e-01      3.93e+01    3.21e+01    4.6e-07
  77000      5.03e+01    3.70e+01      9.78e-01    8.32e-03      3.85e+01    3.07e+01    4.6e-07
  77100      4.93e+01    3.99e+01      7.53e-01    4.88e-01      3.83e+01    3.21e+01    4.6e-07
  77200      5.02e+01    4.23e+01      6.84e-01    7.09e-01      3.97e+01    3.31e+01    4.6e-07
  77300      4.03e+01    3.97e+01      3.57e-01    4.51e-01      3.24e+01    3.21e+01    4.6e-07
  77400      4.02e+01    4.28e+01      5.40e-01    7.95e-01      3.21e+01    3.31e+01    4.6e-07
  77500      4.04e+01    4.01e+01      5.51e-01    5.43e-01      3.21e+01    3.21e+01    4.6e-07
  77600      4.24e+01    3.70e+01      4.48e-01    3.27e-02      3.41e+01    3.07e+01    4.6e-07
  77700      4.04e+01    3.70e+01      6.28e-01    1.19e-02      3.17e+01    3.07e+01    4.6e-07
  77800      4.01e+01    4.03e+01      2.87e-01    7.53e-01      3.28e+01    3.10e+01    4.6e-07
  77900      4.09e+01    4.08e+01      6.55e-01    8.24e-01      3.21e+01    3.10e+01    4.6e-07
  78000      4.03e+01    3.96e+01      5.43e-01    4.21e-01      3.21e+01    3.21e+01    4.6e-07
  78100      4.20e+01    3.96e+01      7.80e-01    4.36e-01      3.24e+01    3.21e+01    4.6e-07
  78200      4.24e+01    3.71e+01      4.09e-01    7.50e-02      3.45e+01    3.07e+01    4.6e-07
  78300      3.88e+01    4.32e+01      4.37e-01    2.10e-01      3.09e+01    3.56e+01    4.6e-07
  78400      4.16e+01    3.70e+01      6.92e-01    2.73e-04      3.24e+01    3.07e+01    4.6e-07
