# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  51800      6.51e-01    3.43e-01      1.34e-03    1.02e-03      2.47e-01    1.30e-01    5.9e-06
  51900      3.53e-01    1.91e+00      3.31e-04    1.81e-03      1.34e-01    7.26e-01    5.9e-06
  52000      3.53e-01    3.34e-01      3.67e-03    4.16e-04      1.32e-01    1.27e-01    5.9e-06
  52100      3.44e-01    6.28e-01      7.09e-04    1.05e-03      1.31e-01    2.39e-01    5.9e-06
  52200      5.82e-01    3.26e-01      7.12e-04    4.83e-04      2.21e-01    1.24e-01    5.9e-06
  52300      3.42e-01    3.45e-01      3.84e-04    1.73e-03      1.30e-01    1.31e-01    5.9e-06
  52400      4.92e-01    3.46e-01      3.18e-04    1.88e-03      1.87e-01    1.31e-01    5.9e-06
  52500      3.31e-01    1.09e+00      8.29e-04    6.15e-05      1.26e-01    4.13e-01    5.9e-06
  52600      6.59e-01    3.39e-01      5.83e-04    8.80e-04      2.50e-01    1.29e-01    5.9e-06
  52700      5.47e-01    3.40e-01      1.13e-03    1.03e-03      2.08e-01    1.29e-01    5.9e-06
  52800      8.80e-01    3.92e-01      6.33e-04    6.49e-04      3.34e-01    1.49e-01    5.9e-06
  52900      5.87e-01    3.95e-01      2.27e-04    2.07e-04      2.23e-01    1.50e-01    5.9e-06
  53000      3.39e-01    3.21e-01      9.75e-04    2.26e-04      1.29e-01    1.22e-01    5.9e-06
  53100      3.72e-01    3.37e-01      6.98e-04    1.53e-03      1.41e-01    1.28e-01    5.9e-06
  53200      3.51e-01    3.20e-01      3.22e-04    9.44e-04      1.33e-01    1.21e-01    5.9e-06
  53300      3.65e-01    3.41e-01      3.46e-04    3.82e-04      1.39e-01    1.30e-01    5.9e-06
  53400      3.36e-01    4.01e-01      7.06e-04    5.65e-04      1.28e-01    1.52e-01    5.9e-06
  53500      4.66e-01    3.19e-01      3.38e-04    4.04e-04      1.77e-01    1.21e-01    5.9e-06
  53600      6.24e-01    3.53e-01      3.30e-04    2.40e-04      2.37e-01    1.34e-01    5.9e-06
  53700      5.54e-01    3.36e-01      1.73e-03    9.61e-04      2.10e-01    1.28e-01    5.9e-06
  53800      4.58e-01    3.42e-01      1.21e-03    1.42e-03      1.74e-01    1.30e-01    5.9e-06
  53900      3.34e-01    3.44e-01      9.36e-04    2.51e-04      1.27e-01    1.31e-01    5.9e-06
  54000      3.60e-01    1.09e+00      3.87e-04    5.58e-04      1.37e-01    4.14e-01    5.9e-06
  54100      3.49e-01    3.41e-01      3.87e-04    6.90e-04      1.33e-01    1.29e-01    5.9e-06
  54200      3.59e-01    3.43e-01      6.12e-05    1.84e-03      1.36e-01    1.30e-01    5.9e-06
  54300      5.95e-01    3.74e-01      1.08e-03    1.33e-04      2.26e-01    1.42e-01    5.9e-06
  54400      3.38e-01    3.42e-01      8.37e-04    3.62e-04      1.28e-01    1.30e-01    5.9e-06
  54500      6.41e-01    3.40e-01      4.35e-04    9.64e-04      2.44e-01    1.29e-01    5.9e-06
  54600      6.01e-01    7.16e-01      5.59e-04    6.04e-04      2.28e-01    2.72e-01    5.9e-06
  54700      7.29e-01    3.43e-01      7.84e-04    7.14e-04      2.77e-01    1.30e-01    5.9e-06
  54800      6.63e-01    3.47e-01      4.00e-04    7.09e-05      2.52e-01    1.32e-01    5.9e-06
  54900      5.75e-01    3.41e-01      8.39e-04    8.48e-04      2.18e-01    1.29e-01    5.9e-06
  55000      3.85e-01    3.26e-01      3.14e-03    1.38e-03      1.44e-01    1.23e-01    5.9e-06
  55100      2.73e-01    2.70e-01      7.67e-04    4.19e-05      1.28e-01    1.27e-01    3.5e-06
  55200      4.27e-01    3.33e-01      8.73e-05    4.76e-04      2.00e-01    1.56e-01    3.5e-06
  55300      4.87e-01    2.67e-01      6.07e-04    6.20e-05      2.28e-01    1.25e-01    3.5e-06
  55400      2.76e-01    2.80e-01      1.84e-04    5.64e-04      1.29e-01    1.31e-01    3.5e-06
  55500      4.42e-01    2.63e-01      4.51e-04    1.18e-03      2.08e-01    1.23e-01    3.5e-06
  55600      3.60e-01    2.66e-01      5.66e-04    8.68e-05      1.69e-01    1.25e-01    3.5e-06
  55700      3.13e-01    2.76e-01      6.68e-04    4.22e-04      1.47e-01    1.29e-01    3.5e-06
  55800      2.86e-01    2.74e-01      1.11e-03    1.36e-03      1.34e-01    1.28e-01    3.5e-06
  55900      5.31e-01    2.74e-01      5.82e-04    1.56e-04      2.49e-01    1.29e-01    3.5e-06
  56000      4.23e-01    5.66e-01      1.17e-03    5.18e-04      1.98e-01    2.66e-01    3.5e-06
  56100      4.00e-01    5.47e-01      9.40e-04    2.54e-04      1.87e-01    2.57e-01    3.5e-06
  56200      2.95e-01    1.49e+00      9.51e-04    6.13e-04      1.38e-01    6.99e-01    3.5e-06
  56300      3.74e-01    2.79e-01      6.54e-04    1.13e-03      1.75e-01    1.30e-01    3.5e-06
  56400      6.16e-01    2.57e-01      8.73e-04    7.99e-04      2.89e-01    1.20e-01    3.5e-06
  56500      2.80e-01    2.63e-01      1.10e-03    3.63e-04      1.31e-01    1.24e-01    3.5e-06
  56600      4.09e-01    2.68e-01      1.28e-04    1.22e-03      1.92e-01    1.25e-01    3.5e-06
  56700      3.61e-01    2.74e-01      7.57e-04    9.69e-04      1.69e-01    1.28e-01    3.5e-06
  56800      4.03e-01    3.18e-01      5.89e-05    3.30e-05      1.89e-01    1.49e-01    3.5e-06
  56900      3.21e-01    1.17e+00      2.00e-05    1.41e-03      1.51e-01    5.49e-01    3.5e-06
  57000      2.81e-01    2.73e-01      7.41e-04    3.58e-04      1.32e-01    1.28e-01    3.5e-06
  57100      2.82e-01    2.68e-01      2.64e-04    3.72e-04      1.32e-01    1.25e-01    3.5e-06
  57200      2.74e-01    2.67e-01      5.25e-04    7.86e-05      1.28e-01    1.25e-01    3.5e-06
  57300      2.77e-01    3.24e-01      6.80e-04    1.68e-04      1.30e-01    1.52e-01    3.5e-06
  57400      5.38e-01    2.94e-01      1.47e-04    7.15e-04      2.52e-01    1.38e-01    3.5e-06
  57500      4.39e-01    2.68e-01      1.08e-03    4.05e-04      2.05e-01    1.26e-01    3.5e-06
  57600      3.24e-01    2.66e-01      4.52e-04    2.03e-04      1.52e-01    1.25e-01    3.5e-06
  57700      2.77e-01    2.63e-01      1.20e-03    6.91e-04      1.30e-01    1.23e-01    3.5e-06
  57800      2.71e-01    3.23e-01      3.54e-04    5.40e-04      1.27e-01    1.52e-01    3.5e-06
  57900      2.83e-01    2.76e-01      3.00e-04    1.46e-03      1.33e-01    1.29e-01    3.5e-06
  58000      3.17e-01    4.45e-01      1.14e-04    8.26e-05      1.49e-01    2.09e-01    3.5e-06
  58100      3.02e-01    2.67e-01      4.04e-04    3.19e-04      1.42e-01    1.25e-01    3.5e-06
  58200      4.28e-01    3.53e-01      4.39e-04    1.67e-04      2.01e-01    1.65e-01    3.5e-06
  58300      2.88e-01    2.67e-01      7.10e-04    2.92e-04      1.35e-01    1.25e-01    3.5e-06
  58400      2.72e-01    2.81e-01      1.98e-04    1.07e-03      1.27e-01    1.31e-01    3.5e-06
  58500      3.74e-01    2.89e-01      6.27e-04    2.39e-03      1.75e-01    1.34e-01    3.5e-06
  58600      2.75e-01    2.69e-01      3.14e-04    3.56e-04      1.29e-01    1.26e-01    3.5e-06
  58700      3.80e-01    2.94e-01      7.52e-04    2.75e-04      1.78e-01    1.38e-01    3.5e-06
  58800      2.68e-01    2.70e-01      2.26e-04    4.97e-04      1.25e-01    1.27e-01    3.5e-06
  58900      2.69e-01    4.46e-01      4.28e-04    2.66e-04      1.26e-01    2.09e-01    3.5e-06
  59000      2.69e-01    2.56e-01      2.72e-04    9.64e-04      1.26e-01    1.20e-01    3.5e-06
  59100      2.96e-01    6.78e-01      1.22e-03    6.15e-04      1.38e-01    3.18e-01    3.5e-06
  59200      3.00e-01    3.60e-01      2.90e-04    6.72e-04      1.41e-01    1.69e-01    3.5e-06
  59300      3.06e-01    2.74e-01      8.86e-05    1.32e-03      1.43e-01    1.28e-01    3.5e-06
  59400      6.96e-01    8.32e-01      1.51e-04    2.62e-04      3.26e-01    3.90e-01    3.5e-06
  59500      3.04e-01    3.00e-01      2.59e-04    3.02e-04      1.43e-01    1.41e-01    3.5e-06
  59600      2.77e-01    2.81e-01      2.82e-04    1.43e-03      1.30e-01    1.31e-01    3.5e-06
  59700      2.74e-01    3.05e-01      7.14e-04    2.82e-04      1.29e-01    1.43e-01    3.5e-06
  59800      4.73e-01    2.75e-01      4.60e-04    4.49e-04      2.22e-01    1.29e-01    3.5e-06
  59900      3.40e-01    8.59e-01      8.66e-05    7.05e-04      1.60e-01    4.03e-01    3.5e-06
  60000      2.68e-01    2.78e-01      1.04e-04    6.54e-04      1.25e-01    1.30e-01    3.5e-06
  60100      2.40e-01    2.82e-01      4.40e-04    3.05e-04      1.36e-01    1.59e-01    2.1e-06
  60200      2.30e-01    2.29e-01      1.13e-03    3.36e-04      1.29e-01    1.29e-01    2.1e-06
  60300      5.88e-01    2.44e-01      1.04e-03    1.24e-04      3.32e-01    1.38e-01    2.1e-06
  60400      4.74e-01    2.86e-01      9.20e-05    4.30e-06      2.68e-01    1.62e-01    2.1e-06
  60500      2.62e-01    7.32e-01      2.40e-04    3.09e-04      1.48e-01    4.14e-01    2.1e-06
  60600      3.69e-01    2.50e-01      1.77e-04    9.17e-04      2.09e-01    1.41e-01    2.1e-06
  60700      2.25e-01    6.89e-01      4.49e-04    3.68e-04      1.27e-01    3.90e-01    2.1e-06
  60800      2.22e-01    2.29e-01      3.66e-04    4.90e-05      1.26e-01    1.29e-01    2.1e-06
  60900      2.45e-01    2.81e-01      3.08e-04    2.37e-04      1.39e-01    1.59e-01    2.1e-06
  61000      2.33e-01    2.30e-01      2.42e-04    7.94e-04      1.32e-01    1.30e-01    2.1e-06
  61100      2.24e-01    2.22e-01      6.52e-04    6.55e-04      1.27e-01    1.26e-01    2.1e-06
  61200      2.46e-01    2.29e-01      2.07e-04    2.34e-04      1.39e-01    1.30e-01    2.1e-06
  61300      3.54e-01    2.24e-01      1.16e-04    1.09e-03      2.01e-01    1.26e-01    2.1e-06
  61400      6.67e-01    2.16e-01      7.59e-05    1.06e-04      3.77e-01    1.22e-01    2.1e-06
  61500      2.25e-01    2.23e-01      2.58e-04    6.77e-04      1.27e-01    1.26e-01    2.1e-06
  61600      3.61e-01    6.88e-01      4.83e-04    1.84e-06      2.04e-01    3.89e-01    2.1e-06
  61700      2.40e-01    3.04e-01      2.30e-04    5.36e-04      1.36e-01    1.72e-01    2.1e-06
  61800      2.67e-01    2.31e-01      3.29e-04    2.55e-04      1.51e-01    1.31e-01    2.1e-06
  61900      3.06e-01    2.21e-01      3.00e-04    4.73e-04      1.73e-01    1.25e-01    2.1e-06
  62000      3.18e-01    2.20e-01      1.18e-03    2.17e-04      1.79e-01    1.24e-01    2.1e-06
  62100      2.27e-01    2.30e-01      3.47e-05    5.92e-04      1.28e-01    1.30e-01    2.1e-06
  62200      2.23e-01    3.92e-01      2.44e-04    2.66e-04      1.26e-01    2.22e-01    2.1e-06
  62300      2.46e-01    6.95e-01      5.51e-05    7.14e-04      1.39e-01    3.93e-01    2.1e-06
  62400      2.85e-01    2.29e-01      1.05e-04    4.96e-04      1.61e-01    1.30e-01    2.1e-06
  62500      2.40e-01    2.18e-01      2.82e-04    2.70e-04      1.36e-01    1.23e-01    2.1e-06
  62600      3.85e-01    2.28e-01      1.18e-04    9.69e-05      2.18e-01    1.29e-01    2.1e-06
  62700      2.78e-01    2.26e-01      3.08e-04    1.36e-04      1.57e-01    1.28e-01    2.1e-06
  62800      3.97e-01    2.25e-01      4.42e-04    5.03e-04      2.25e-01    1.27e-01    2.1e-06
  62900      3.90e-01    2.64e-01      1.39e-03    9.07e-04      2.20e-01    1.49e-01    2.1e-06
  63000      2.29e-01    2.18e-01      3.39e-04    4.56e-04      1.30e-01    1.23e-01    2.1e-06
  63100      3.83e-01    2.28e-01      6.89e-04    1.01e-03      2.17e-01    1.29e-01    2.1e-06
  63200      3.87e-01    2.54e-01      8.65e-04    1.21e-03      2.19e-01    1.43e-01    2.1e-06
  63300      2.27e-01    6.89e-01      7.61e-04    2.69e-04      1.28e-01    3.90e-01    2.1e-06
  63400      2.18e-01    2.29e-01      6.37e-04    1.12e-03      1.23e-01    1.29e-01    2.1e-06
  63500      4.47e-01    2.12e-01      5.99e-04    4.80e-05      2.53e-01    1.20e-01    2.1e-06
  63600      2.26e-01    4.83e-01      3.79e-05    1.39e-03      1.28e-01    2.73e-01    2.1e-06
  63700      2.74e-01    2.22e-01      2.57e-04    7.83e-04      1.55e-01    1.26e-01    2.1e-06
  63800      4.22e-01    2.14e-01      2.90e-04    1.66e-04      2.39e-01    1.21e-01    2.1e-06
  63900      2.26e-01    2.87e-01      3.99e-04    1.24e-03      1.28e-01    1.62e-01    2.1e-06
  64000      2.19e-01    2.71e-01      1.29e-03    3.91e-04      1.23e-01    1.54e-01    2.1e-06
  64100      2.24e-01    2.26e-01      2.86e-04    3.43e-04      1.27e-01    1.28e-01    2.1e-06
  64200      3.22e-01    2.43e-01      6.76e-04    4.10e-04      1.82e-01    1.38e-01    2.1e-06
  64300      4.24e-01    2.28e-01      2.58e-04    5.07e-04      2.40e-01    1.29e-01    2.1e-06
  64400      2.30e-01    2.12e-01      2.67e-04    8.94e-05      1.30e-01    1.20e-01    2.1e-06
  64500      3.50e-01    6.44e-01      2.29e-04    5.09e-04      1.98e-01    3.65e-01    2.1e-06
  64600      2.20e-01    2.18e-01      1.02e-03    1.52e-03      1.24e-01    1.22e-01    2.1e-06
  64700      2.23e-01    2.22e-01      3.84e-04    1.58e-04      1.26e-01    1.25e-01    2.1e-06
  64800      3.46e-01    2.59e-01      1.06e-04    2.91e-04      1.96e-01    1.47e-01    2.1e-06
  64900      5.61e-01    2.28e-01      7.26e-04    2.44e-04      3.17e-01    1.29e-01    2.1e-06
  65000      2.33e-01    2.32e-01      1.47e-04    6.48e-04      1.32e-01    1.31e-01    2.1e-06
  65100      2.15e-01    1.90e-01      1.30e-04    1.38e-04      1.42e-01    1.26e-01    1.3e-06
  65200      1.86e-01    2.36e-01      5.47e-05    1.46e-04      1.24e-01    1.56e-01    1.3e-06
  65300      2.40e-01    1.88e-01      1.64e-04    8.17e-05      1.59e-01    1.25e-01    1.3e-06
  65400      2.53e-01    3.99e-01      2.84e-04    1.85e-04      1.68e-01    2.65e-01    1.3e-06
  65500      4.15e-01    2.66e-01      4.27e-04    7.58e-05      2.76e-01    1.77e-01    1.3e-06
  65600      2.72e-01    6.54e-01      6.94e-05    5.77e-04      1.81e-01    4.34e-01    1.3e-06
  65700      3.05e-01    1.90e-01      2.14e-04    8.67e-04      2.02e-01    1.25e-01    1.3e-06
  65800      3.76e-01    2.31e-01      3.40e-04    1.05e-04      2.49e-01    1.54e-01    1.3e-06
  65900      2.09e-01    1.95e-01      1.28e-04    9.54e-04      1.39e-01    1.29e-01    1.3e-06
  66000      1.92e-01    2.08e-01      2.15e-04    6.64e-04      1.27e-01    1.38e-01    1.3e-06
  66100      2.11e-01    2.38e-01      2.86e-04    1.10e-04      1.40e-01    1.58e-01    1.3e-06
  66200      2.06e-01    1.86e-01      2.31e-04    6.74e-04      1.37e-01    1.23e-01    1.3e-06
  66300      2.17e-01    4.84e-01      1.93e-04    6.27e-04      1.44e-01    3.21e-01    1.3e-06
  66400      2.60e-01    1.82e-01      1.86e-04    6.09e-04      1.72e-01    1.21e-01    1.3e-06
  66500      3.74e-01    1.92e-01      1.87e-04    3.52e-04      2.48e-01    1.27e-01    1.3e-06
  66600      4.20e-01    1.87e-01      8.17e-04    4.24e-04      2.79e-01    1.24e-01    1.3e-06
  66700      2.51e-01    3.14e-01      2.67e-04    2.05e-04      1.67e-01    2.08e-01    1.3e-06
  66800      2.05e-01    1.95e-01      1.43e-04    3.17e-04      1.36e-01    1.30e-01    1.3e-06
  66900      1.96e-01    1.89e-01      2.07e-04    3.69e-04      1.30e-01    1.25e-01    1.3e-06
  67000      1.99e-01    1.96e-01      2.25e-04    2.23e-05      1.32e-01    1.30e-01    1.3e-06
  67100      1.92e-01    2.53e-01      3.68e-05    2.21e-04      1.28e-01    1.68e-01    1.3e-06
  67200      1.92e-01    1.85e-01      5.89e-05    3.08e-04      1.27e-01    1.23e-01    1.3e-06
  67300      2.13e-01    1.91e-01      3.25e-04    7.18e-04      1.41e-01    1.26e-01    1.3e-06
  67400      2.91e-01    1.94e-01      1.71e-04    3.98e-04      1.93e-01    1.28e-01    1.3e-06
  67500      4.02e-01    1.85e-01      9.34e-05    2.36e-04      2.67e-01    1.23e-01    1.3e-06
  67600      2.70e-01    1.90e-01      6.62e-04    4.53e-05      1.79e-01    1.26e-01    1.3e-06
  67700      2.08e-01    7.22e-01      1.65e-04    6.56e-04      1.38e-01    4.79e-01    1.3e-06
  67800      2.24e-01    1.92e-01      4.33e-04    4.91e-04      1.48e-01    1.27e-01    1.3e-06
  67900      1.94e-01    2.67e-01      3.62e-04    8.64e-05      1.29e-01    1.77e-01    1.3e-06
  68000      3.81e-01    1.89e-01      3.61e-04    3.79e-04      2.52e-01    1.25e-01    1.3e-06
  68100      1.97e-01    2.01e-01      1.68e-04    3.46e-05      1.31e-01    1.33e-01    1.3e-06
  68200      1.96e-01    1.97e-01      1.55e-04    1.34e-04      1.30e-01    1.31e-01    1.3e-06
  68300      5.20e-01    1.95e-01      3.57e-04    9.27e-05      3.45e-01    1.29e-01    1.3e-06
  68400      2.73e-01    1.90e-01      1.08e-03    3.10e-04      1.80e-01    1.26e-01    1.3e-06
  68500      2.03e-01    1.91e-01      4.64e-04    1.75e-04      1.35e-01    1.27e-01    1.3e-06
  68600      1.91e-01    1.88e-01      4.15e-04    4.54e-04      1.27e-01    1.25e-01    1.3e-06
  68700      2.21e-01    1.89e-01      4.17e-04    1.13e-04      1.47e-01    1.26e-01    1.3e-06
  68800      6.47e-01    1.95e-01      8.04e-05    5.51e-04      4.29e-01    1.29e-01    1.3e-06
  68900      1.96e-01    1.99e-01      9.82e-05    4.74e-05      1.30e-01    1.32e-01    1.3e-06
  69000      2.15e-01    1.96e-01      3.33e-04    9.31e-04      1.42e-01    1.29e-01    1.3e-06
  69100      2.04e-01    2.26e-01      3.38e-04    1.20e-03      1.35e-01    1.49e-01    1.3e-06
  69200      2.83e-01    2.25e-01      2.49e-04    2.05e-04      1.88e-01    1.50e-01    1.3e-06
  69300      3.21e-01    1.87e-01      2.38e-04    3.98e-04      2.13e-01    1.24e-01    1.3e-06
  69400      1.99e-01    1.91e-01      1.78e-04    4.80e-04      1.32e-01    1.26e-01    1.3e-06
  69500      2.10e-01    4.12e-01      3.60e-04    4.87e-04      1.39e-01    2.73e-01    1.3e-06
  69600      2.62e-01    1.91e-01      4.76e-04    2.23e-04      1.74e-01    1.27e-01    1.3e-06
  69700      2.22e-01    1.98e-01      5.10e-04    5.33e-04      1.47e-01    1.31e-01    1.3e-06
  69800      3.51e-01    1.90e-01      2.17e-04    4.33e-04      2.33e-01    1.26e-01    1.3e-06
  69900      2.52e-01    2.25e-01      1.34e-04    7.24e-04      1.67e-01    1.49e-01    1.3e-06
  70000      2.06e-01    1.05e+00      6.98e-05    2.00e-04      1.37e-01    6.98e-01    1.3e-06
  70100      2.88e-01    1.63e-01      1.63e-04    1.97e-04      2.17e-01    1.23e-01    7.6e-07
  70200      1.68e-01    3.01e-01      2.24e-04    5.62e-04      1.27e-01    2.26e-01    7.6e-07
  70300      1.77e-01    3.41e-01      3.76e-04    4.31e-04      1.33e-01    2.57e-01    7.6e-07
  70400      3.49e-01    2.24e-01      3.42e-04    1.02e-03      2.63e-01    1.68e-01    7.6e-07
  70500      1.69e-01    1.65e-01      4.44e-05    3.44e-04      1.27e-01    1.24e-01    7.6e-07
  70600      1.74e-01    1.85e-01      7.47e-04    2.55e-04      1.31e-01    1.40e-01    7.6e-07
  70700      3.06e-01    1.67e-01      1.65e-04    4.66e-04      2.30e-01    1.26e-01    7.6e-07
  70800      1.70e-01    1.74e-01      8.04e-04    8.98e-04      1.28e-01    1.31e-01    7.6e-07
  70900      3.62e-01    1.84e-01      3.81e-04    1.11e-03      2.73e-01    1.37e-01    7.6e-07
  71000      1.78e-01    1.64e-01      1.22e-04    2.76e-04      1.34e-01    1.23e-01    7.6e-07
  71100      1.91e-01    1.71e-01      2.01e-04    5.79e-04      1.44e-01    1.29e-01    7.6e-07
  71200      3.06e-01    2.44e-01      3.04e-04    2.91e-04      2.31e-01    1.84e-01    7.6e-07
  71300      2.37e-01    4.24e-01      8.42e-04    3.23e-05      1.78e-01    3.20e-01    7.6e-07
  71400      2.00e-01    1.73e-01      1.20e-04    7.26e-06      1.50e-01    1.30e-01    7.6e-07
  71500      1.71e-01    1.67e-01      8.05e-04    7.92e-04      1.28e-01    1.25e-01    7.6e-07
  71600      1.80e-01    1.66e-01      4.39e-05    8.59e-05      1.36e-01    1.25e-01    7.6e-07
  71700      1.68e-01    1.75e-01      2.88e-04    3.08e-04      1.26e-01    1.32e-01    7.6e-07
  71800      1.72e-01    1.80e-01      1.40e-04    4.67e-04      1.29e-01    1.35e-01    7.6e-07
  71900      1.75e-01    1.69e-01      1.77e-04    1.55e-04      1.32e-01    1.27e-01    7.6e-07
  72000      2.26e-01    2.57e-01      2.33e-04    1.68e-04      1.71e-01    1.94e-01    7.6e-07
  72100      1.70e-01    1.74e-01      1.34e-04    5.62e-05      1.28e-01    1.31e-01    7.6e-07
  72200      2.01e-01    2.15e-01      2.09e-04    1.72e-04      1.52e-01    1.62e-01    7.6e-07
  72300      1.73e-01    1.72e-01      1.31e-04    2.39e-05      1.31e-01    1.30e-01    7.6e-07
  72400      2.84e-01    9.61e-01      3.46e-04    1.40e-04      2.14e-01    7.24e-01    7.6e-07
  72500      1.69e-01    1.76e-01      9.79e-05    4.14e-04      1.27e-01    1.32e-01    7.6e-07
  72600      4.08e-01    4.84e-01      8.12e-05    6.32e-04      3.08e-01    3.64e-01    7.6e-07
  72700      1.66e-01    2.96e-01      6.03e-04    5.80e-04      1.25e-01    2.23e-01    7.6e-07
  72800      1.78e-01    3.52e-01      3.01e-04    2.97e-04      1.34e-01    2.65e-01    7.6e-07
  72900      1.85e-01    1.67e-01      1.20e-04    5.31e-05      1.39e-01    1.26e-01    7.6e-07
  73000      3.55e-01    4.03e-01      5.79e-04    7.20e-04      2.68e-01    3.04e-01    7.6e-07
  73100      2.19e-01    5.22e-01      7.01e-04    8.83e-05      1.65e-01    3.93e-01    7.6e-07
  73200      2.36e-01    1.98e-01      2.41e-04    1.02e-04      1.78e-01    1.49e-01    7.6e-07
  73300      1.67e-01    1.98e-01      4.69e-04    1.12e-04      1.26e-01    1.49e-01    7.6e-07
  73400      1.85e-01    1.71e-01      1.64e-04    2.42e-04      1.39e-01    1.29e-01    7.6e-07
  73500      1.68e-01    1.75e-01      5.15e-05    3.93e-04      1.26e-01    1.32e-01    7.6e-07
  73600      2.71e-01    1.70e-01      4.15e-05    3.40e-04      2.04e-01    1.28e-01    7.6e-07
  73700      1.87e-01    1.68e-01      1.73e-04    3.61e-04      1.41e-01    1.27e-01    7.6e-07
  73800      2.53e-01    1.84e-01      1.73e-04    4.27e-04      1.91e-01    1.38e-01    7.6e-07
  73900      1.85e-01    1.71e-01      3.76e-04    7.59e-04      1.39e-01    1.29e-01    7.6e-07
  74000      3.41e-01    1.70e-01      3.67e-04    2.08e-04      2.57e-01    1.28e-01    7.6e-07
  74100      1.68e-01    1.62e-01      4.36e-04    3.56e-04      1.26e-01    1.22e-01    7.6e-07
  74200      2.26e-01    1.71e-01      3.14e-04    2.25e-04      1.70e-01    1.29e-01    7.6e-07
  74300      1.76e-01    1.65e-01      2.14e-04    8.31e-05      1.33e-01    1.24e-01    7.6e-07
  74400      3.35e-01    1.93e-01      3.04e-04    5.59e-04      2.52e-01    1.46e-01    7.6e-07
  74500      1.69e-01    2.33e-01      1.79e-04    2.62e-04      1.27e-01    1.76e-01    7.6e-07
  74600      1.85e-01    1.94e-01      2.01e-04    4.54e-04      1.40e-01    1.46e-01    7.6e-07
  74700      1.68e-01    2.06e-01      1.46e-04    1.59e-04      1.27e-01    1.55e-01    7.6e-07
  74800      2.03e-01    1.63e-01      7.02e-05    2.03e-04      1.53e-01    1.23e-01    7.6e-07
  74900      2.82e-01    1.61e-01      3.77e-04    1.42e-05      2.13e-01    1.21e-01    7.6e-07
  75000      2.56e-01    1.63e-01      8.92e-05    2.31e-04      1.93e-01    1.23e-01    7.6e-07
  75100      1.67e-01    1.96e-01      1.21e-04    3.79e-04      1.38e-01    1.63e-01    4.6e-07
  75200      1.85e-01    1.49e-01      8.12e-05    1.55e-04      1.53e-01    1.23e-01    4.6e-07
  75300      1.52e-01    2.13e-01      2.73e-04    1.98e-04      1.26e-01    1.77e-01    4.6e-07
  75400      1.67e-01    1.56e-01      4.54e-04    4.06e-04      1.39e-01    1.29e-01    4.6e-07
  75500      1.56e-01    1.53e-01      5.36e-04    2.72e-04      1.29e-01    1.27e-01    4.6e-07
  75600      1.48e-01    1.55e-01      2.88e-05    1.57e-05      1.23e-01    1.29e-01    4.6e-07
  75700      2.10e-01    1.45e-01      8.49e-05    2.42e-04      1.74e-01    1.20e-01    4.6e-07
  75800      2.73e-01    2.17e-01      1.41e-04    2.20e-04      2.26e-01    1.80e-01    4.6e-07
  75900      2.44e-01    1.48e-01      1.60e-04    1.20e-04      2.02e-01    1.23e-01    4.6e-07
  76000      1.54e-01    1.51e-01      1.38e-04    5.23e-04      1.27e-01    1.25e-01    4.6e-07
  76100      1.53e-01    1.91e-01      1.79e-04    1.90e-04      1.27e-01    1.58e-01    4.6e-07
  76200      2.73e-01    1.67e-01      5.17e-04    2.10e-04      2.26e-01    1.39e-01    4.6e-07
  76300      1.64e-01    1.51e-01      1.21e-04    2.27e-04      1.36e-01    1.25e-01    4.6e-07
  76400      1.52e-01    1.49e-01      1.81e-04    2.14e-04      1.26e-01    1.23e-01    4.6e-07
  76500      1.53e-01    1.55e-01      5.50e-04    1.40e-04      1.27e-01    1.29e-01    4.6e-07
  76600      2.50e-01    1.51e-01      3.55e-04    4.24e-04      2.07e-01    1.25e-01    4.6e-07
  76700      2.79e-01    2.16e-01      4.49e-05    2.94e-04      2.31e-01    1.79e-01    4.6e-07
  76800      1.65e-01    1.67e-01      4.55e-04    1.36e-04      1.37e-01    1.38e-01    4.6e-07
  76900      2.30e-01    1.55e-01      1.23e-04    2.59e-04      1.91e-01    1.29e-01    4.6e-07
  77000      1.48e-01    3.67e-01      4.66e-05    1.54e-04      1.23e-01    3.04e-01    4.6e-07
  77100      1.74e-01    4.74e-01      1.43e-04    3.63e-04      1.44e-01    3.93e-01    4.6e-07
  77200      1.56e-01    2.69e-01      1.55e-04    2.91e-04      1.29e-01    2.23e-01    4.6e-07
  77300      1.56e-01    1.47e-01      2.69e-04    2.35e-07      1.29e-01    1.22e-01    4.6e-07
  77400      3.17e-01    1.89e-01      3.46e-04    3.80e-04      2.62e-01    1.56e-01    4.6e-07
  77500      1.75e-01    1.55e-01      2.19e-04    1.96e-04      1.45e-01    1.28e-01    4.6e-07
  77600      2.14e-01    3.83e-01      8.64e-04    4.81e-04      1.77e-01    3.17e-01    4.6e-07
  77700      1.50e-01    1.54e-01      1.18e-04    1.61e-04      1.25e-01    1.27e-01    4.6e-07
  77800      1.73e-01    1.54e-01      4.43e-04    4.59e-04      1.43e-01    1.28e-01    4.6e-07
  77900      1.54e-01    1.47e-01      2.54e-04    6.51e-04      1.27e-01    1.21e-01    4.6e-07
