# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
  25600      1.74e+00    1.29e+00      2.00e-03    1.33e-03      1.97e-01    1.46e-01    7.7e-05
  25700      1.20e+00    1.18e+00      4.34e-03    9.13e-04      1.36e-01    1.34e-01    7.7e-05
  25800      1.58e+00    1.19e+00      3.94e-03    2.25e-03      1.78e-01    1.34e-01    7.7e-05
  25900      1.27e+00    1.21e+00      1.78e-03    3.56e-03      1.44e-01    1.37e-01    7.7e-05
  26000      1.30e+00    1.25e+00      1.07e-02    5.43e-03      1.45e-01    1.41e-01    7.7e-05
  26100      2.02e+00    3.60e+00      8.39e-04    4.99e-03      2.29e-01    4.07e-01    7.7e-05
  26200      1.63e+00    1.18e+00      1.02e-03    2.40e-04      1.84e-01    1.34e-01    7.7e-05
  26300      1.48e+00    1.16e+00      3.76e-03    6.61e-04      1.68e-01    1.32e-01    7.7e-05
  26400      2.35e+00    1.21e+00      8.16e-04    2.38e-03      2.66e-01    1.37e-01    7.7e-05
  26500      1.22e+00    1.26e+00      9.05e-03    1.07e-02      1.37e-01    1.41e-01    7.7e-05
  26600      1.37e+00    2.42e+00      2.21e-03    4.23e-03      1.55e-01    2.74e-01    7.7e-05
  26700      1.32e+00    1.20e+00      2.96e-03    1.05e-02      1.49e-01    1.34e-01    7.7e-05
  26800      1.78e+00    1.19e+00      7.30e-04    4.87e-04      2.02e-01    1.34e-01    7.7e-05
  26900      1.37e+00    1.17e+00      9.23e-04    3.88e-03      1.55e-01    1.33e-01    7.7e-05
  27000      1.99e+00    1.16e+00      2.61e-03    4.72e-03      2.26e-01    1.31e-01    7.7e-05
  27100      2.15e+00    3.51e+00      3.29e-03    1.72e-03      2.43e-01    3.97e-01    7.7e-05
  27200      2.89e+00    1.32e+00      9.63e-04    5.62e-03      3.27e-01    1.49e-01    7.7e-05
  27300      1.34e+00    1.26e+00      2.82e-03    3.15e-03      1.52e-01    1.42e-01    7.7e-05
  27400      1.30e+00    1.24e+00      9.16e-03    2.74e-03      1.46e-01    1.41e-01    7.7e-05
  27500      1.28e+00    1.42e+00      8.03e-03    7.12e-03      1.44e-01    1.60e-01    7.7e-05
  27600      1.24e+00    1.64e+00      3.79e-03    9.32e-03      1.40e-01    1.85e-01    7.7e-05
  27700      1.28e+00    1.38e+00      7.43e-03    2.33e-02      1.45e-01    1.49e-01    7.7e-05
  27800      1.72e+00    1.20e+00      3.09e-03    3.00e-03      1.95e-01    1.36e-01    7.7e-05
  27900      1.87e+00    1.25e+00      1.33e-02    1.25e-02      2.09e-01    1.40e-01    7.7e-05
  28000      2.06e+00    1.24e+00      3.63e-04    1.29e-03      2.33e-01    1.40e-01    7.7e-05
  28100      1.43e+00    1.42e+00      7.50e-04    4.93e-03      1.62e-01    1.60e-01    7.7e-05
  28200      1.30e+00    1.32e+00      4.76e-03    6.54e-04      1.47e-01    1.49e-01    7.7e-05
  28300      1.37e+00    1.24e+00      3.99e-03    3.16e-03      1.55e-01    1.40e-01    7.7e-05
  28400      1.18e+00    3.50e+00      5.25e-03    4.34e-03      1.34e-01    3.96e-01    7.7e-05
  28500      1.20e+00    1.16e+00      8.20e-04    4.41e-03      1.36e-01    1.31e-01    7.7e-05
  28600      1.18e+00    1.15e+00      1.97e-03    7.15e-03      1.34e-01    1.30e-01    7.7e-05
  28700      1.34e+00    1.15e+00      8.20e-03    5.30e-03      1.51e-01    1.30e-01    7.7e-05
  28800      1.95e+00    1.17e+00      4.31e-03    2.04e-03      2.21e-01    1.33e-01    7.7e-05
  28900      3.08e+00    2.87e+00      4.26e-03    1.91e-03      3.49e-01    3.25e-01    7.7e-05
  29000      2.13e+00    1.14e+00      2.21e-03    4.49e-04      2.41e-01    1.29e-01    7.7e-05
  29100      1.63e+00    1.28e+00      2.68e-03    4.72e-03      1.85e-01    1.44e-01    7.7e-05
  29200      1.98e+00    3.30e+00      1.98e-03    7.71e-03      2.24e-01    3.74e-01    7.7e-05
  29300      1.73e+00    1.43e+00      8.75e-03    1.04e-02      1.95e-01    1.60e-01    7.7e-05
  29400      1.89e+00    1.42e+00      3.56e-04    2.85e-03      2.14e-01    1.61e-01    7.7e-05
  29500      1.97e+00    1.14e+00      6.61e-04    2.33e-03      2.23e-01    1.29e-01    7.7e-05
  29600      2.71e+00    1.14e+00      3.04e-04    1.76e-03      3.07e-01    1.30e-01    7.7e-05
  29700      1.74e+00    1.57e+00      6.97e-03    4.27e-03      1.97e-01    1.77e-01    7.7e-05
  29800      1.61e+00    1.28e+00      1.33e-02    1.63e-02      1.80e-01    1.40e-01    7.7e-05
  29900      1.64e+00    3.61e+00      6.25e-03    3.00e-03      1.85e-01    4.09e-01    7.7e-05
  30000      2.01e+00    3.56e+00      3.21e-03    2.53e-03      2.28e-01    4.04e-01    7.7e-05
  30100      1.44e+00    8.86e-01      3.09e-03    1.24e-03      2.09e-01    1.29e-01    4.6e-05
  30200      1.02e+00    9.35e-01      2.85e-03    2.04e-04      1.49e-01    1.36e-01    4.6e-05
  30300      1.03e+00    1.12e+00      2.16e-03    1.14e-03      1.49e-01    1.63e-01    4.6e-05
  30400      1.00e+00    9.70e-01      1.70e-03    3.89e-03      1.46e-01    1.41e-01    4.6e-05
  30500      2.03e+00    9.46e-01      1.62e-03    5.46e-03      2.95e-01    1.37e-01    4.6e-05
  30600      1.03e+00    9.45e-01      2.36e-03    4.04e-04      1.51e-01    1.38e-01    4.6e-05
  30700      9.17e-01    1.32e+00      2.44e-03    1.51e-03      1.34e-01    1.92e-01    4.6e-05
  30800      1.04e+00    8.92e-01      3.64e-03    3.34e-03      1.51e-01    1.30e-01    4.6e-05
  30900      9.94e-01    9.32e-01      1.40e-03    2.60e-03      1.45e-01    1.36e-01    4.6e-05
  31000      8.77e-01    9.50e-01      6.24e-04    2.08e-03      1.28e-01    1.38e-01    4.6e-05
  31100      9.40e-01    9.06e-01      2.89e-03    5.67e-03      1.37e-01    1.31e-01    4.6e-05
  31200      1.77e+00    9.65e-01      2.59e-03    4.47e-04      2.58e-01    1.41e-01    4.6e-05
  31300      9.78e-01    9.47e-01      6.08e-04    2.67e-03      1.43e-01    1.38e-01    4.6e-05
  31400      9.41e-01    1.19e+00      7.23e-03    1.72e-03      1.36e-01    1.74e-01    4.6e-05
  31500      1.53e+00    1.09e+00      1.75e-03    4.56e-03      2.23e-01    1.58e-01    4.6e-05
  31600      1.06e+00    1.01e+00      1.01e-02    8.22e-06      1.51e-01    1.48e-01    4.6e-05
  31700      1.52e+00    1.30e+00      4.35e-04    7.43e-04      2.22e-01    1.90e-01    4.6e-05
  31800      1.02e+00    1.27e+00      1.81e-03    2.13e-03      1.49e-01    1.85e-01    4.6e-05
  31900      1.63e+00    9.39e-01      1.03e-02    4.22e-03      2.35e-01    1.36e-01    4.6e-05
  32000      9.89e-01    9.04e-01      1.00e-02    1.31e-02      1.41e-01    1.27e-01    4.6e-05
  32100      1.18e+00    9.07e-01      8.76e-03    1.88e-04      1.71e-01    1.32e-01    4.6e-05
  32200      9.86e-01    8.88e-01      5.84e-03    3.81e-03      1.43e-01    1.29e-01    4.6e-05
  32300      8.98e-01    1.90e+00      1.87e-03    6.73e-04      1.31e-01    2.77e-01    4.6e-05
  32400      9.69e-01    1.08e+00      2.03e-03    1.96e-03      1.41e-01    1.57e-01    4.6e-05
  32500      1.58e+00    1.05e+00      9.83e-03    6.76e-03      2.28e-01    1.52e-01    4.6e-05
  32600      1.00e+00    2.71e+00      5.21e-03    3.97e-03      1.46e-01    3.95e-01    4.6e-05
  32700      9.16e-01    9.17e-01      6.59e-03    2.57e-03      1.32e-01    1.34e-01    4.6e-05
  32800      9.91e-01    1.10e+00      1.39e-02    1.26e-02      1.39e-01    1.56e-01    4.6e-05
  32900      9.13e-01    9.09e-01      1.78e-03    6.14e-03      1.33e-01    1.31e-01    4.6e-05
  33000      9.89e-01    1.98e+00      2.91e-04    5.77e-03      1.44e-01    2.88e-01    4.6e-05
  33100      1.05e+00    2.71e+00      2.19e-03    7.19e-03      1.54e-01    3.95e-01    4.6e-05
  33200      1.52e+00    1.08e+00      5.27e-03    7.12e-03      2.22e-01    1.57e-01    4.6e-05
  33300      1.08e+00    9.27e-01      1.40e-03    8.32e-03      1.57e-01    1.33e-01    4.6e-05
  33400      1.24e+00    1.45e+00      1.90e-03    3.52e-03      1.81e-01    2.11e-01    4.6e-05
  33500      1.52e+00    1.02e+00      8.71e-04    1.83e-03      2.21e-01    1.48e-01    4.6e-05
  33600      9.21e-01    8.76e-01      8.09e-04    3.24e-03      1.34e-01    1.27e-01    4.6e-05
  33700      9.66e-01    9.33e-01      2.60e-03    9.64e-04      1.41e-01    1.36e-01    4.6e-05
  33800      9.63e-01    2.69e+00      4.80e-03    8.87e-04      1.40e-01    3.92e-01    4.6e-05
  33900      9.32e-01    1.25e+00      4.59e-03    3.28e-05      1.35e-01    1.82e-01    4.6e-05
  34000      9.37e-01    1.05e+00      5.88e-03    4.98e-03      1.36e-01    1.52e-01    4.6e-05
  34100      1.01e+00    9.80e-01      4.19e-03    2.53e-03      1.46e-01    1.43e-01    4.6e-05
  34200      1.15e+00    9.68e-01      1.40e-03    8.77e-03      1.68e-01    1.39e-01    4.6e-05
  34300      9.55e-01    4.81e+00      1.12e-02    8.68e-03      1.36e-01    7.02e-01    4.6e-05
  34400      1.13e+00    9.25e-01      4.20e-03    3.37e-03      1.64e-01    1.35e-01    4.6e-05
  34500      9.40e-01    8.78e-01      2.10e-03    1.60e-03      1.37e-01    1.28e-01    4.6e-05
  34600      1.09e+00    1.65e+00      3.37e-04    1.93e-03      1.60e-01    2.41e-01    4.6e-05
  34700      9.09e-01    2.24e+00      2.97e-04    1.99e-03      1.33e-01    3.26e-01    4.6e-05
  34800      1.62e+00    9.12e-01      8.21e-03    2.30e-03      2.35e-01    1.33e-01    4.6e-05
  34900      2.29e+00    8.75e-01      2.17e-03    1.06e-03      3.33e-01    1.27e-01    4.6e-05
  35000      1.38e+00    9.40e-01      6.22e-03    1.16e-03      2.00e-01    1.37e-01    4.6e-05
  35100      7.17e-01    7.08e-01      6.23e-04    6.53e-04      1.34e-01    1.32e-01    2.8e-05
  35200      7.49e-01    8.04e-01      3.35e-03    6.53e-04      1.40e-01    1.50e-01    2.8e-05
  35300      7.60e-01    7.00e-01      8.79e-04    7.94e-04      1.42e-01    1.31e-01    2.8e-05
  35400      1.93e+00    7.19e-01      3.26e-04    3.23e-04      3.61e-01    1.35e-01    2.8e-05
  35500      7.93e-01    7.17e-01      1.10e-03    2.34e-03      1.48e-01    1.34e-01    2.8e-05
  35600      7.41e-01    9.62e-01      3.46e-04    6.14e-04      1.39e-01    1.80e-01    2.8e-05
  35700      2.23e+00    7.17e-01      7.14e-04    2.86e-03      4.17e-01    1.34e-01    2.8e-05
  35800      7.32e-01    6.68e-01      7.07e-04    4.61e-05      1.37e-01    1.25e-01    2.8e-05
  35900      1.20e+00    7.61e-01      5.64e-04    1.58e-03      2.25e-01    1.42e-01    2.8e-05
  36000      7.03e-01    1.71e+00      2.77e-03    1.60e-03      1.31e-01    3.20e-01    2.8e-05
  36100      9.70e-01    7.10e-01      1.58e-03    8.70e-04      1.81e-01    1.33e-01    2.8e-05
  36200      7.04e-01    6.92e-01      2.26e-04    3.05e-03      1.32e-01    1.29e-01    2.8e-05
  36300      1.51e+00    9.69e-01      4.22e-03    5.06e-04      2.81e-01    1.81e-01    2.8e-05
  36400      6.99e-01    7.14e-01      2.32e-03    3.82e-03      1.30e-01    1.33e-01    2.8e-05
  36500      7.83e-01    7.60e-01      5.93e-04    8.46e-04      1.47e-01    1.42e-01    2.8e-05
  36600      7.14e-01    7.23e-01      3.64e-03    1.74e-03      1.33e-01    1.35e-01    2.8e-05
  36700      1.20e+00    6.64e-01      8.51e-04    4.36e-03      2.24e-01    1.23e-01    2.8e-05
  36800      6.96e-01    7.28e-01      1.94e-03    3.70e-03      1.30e-01    1.35e-01    2.8e-05
  36900      8.04e-01    7.00e-01      1.93e-03    7.82e-05      1.50e-01    1.31e-01    2.8e-05
  37000      7.78e-01    7.07e-01      8.00e-04    7.07e-04      1.46e-01    1.32e-01    2.8e-05
  37100      7.18e-01    6.97e-01      3.12e-03    1.18e-04      1.34e-01    1.30e-01    2.8e-05
  37200      7.07e-01    6.90e-01      2.73e-03    2.21e-03      1.32e-01    1.29e-01    2.8e-05
  37300      1.29e+00    7.64e-01      1.59e-03    5.34e-03      2.42e-01    1.42e-01    2.8e-05
  37400      7.29e-01    7.05e-01      2.36e-03    2.03e-03      1.36e-01    1.32e-01    2.8e-05
  37500      8.77e-01    2.21e+00      4.17e-03    2.01e-03      1.63e-01    4.14e-01    2.8e-05
  37600      1.09e+00    3.74e+00      1.88e-03    1.96e-03      2.05e-01    7.00e-01    2.8e-05
  37700      1.14e+00    7.81e-01      1.18e-03    2.33e-03      2.14e-01    1.46e-01    2.8e-05
  37800      7.64e-01    6.94e-01      2.37e-03    4.55e-03      1.43e-01    1.29e-01    2.8e-05
  37900      7.65e-01    8.61e-01      3.57e-03    3.56e-03      1.43e-01    1.61e-01    2.8e-05
  38000      1.79e+00    1.20e+00      3.03e-03    2.03e-03      3.34e-01    2.25e-01    2.8e-05
  38100      7.84e-01    7.27e-01      8.50e-04    6.63e-04      1.47e-01    1.36e-01    2.8e-05
  38200      8.16e-01    8.46e-01      3.64e-04    5.69e-03      1.53e-01    1.57e-01    2.8e-05
  38300      1.29e+00    8.91e-01      3.66e-03    1.32e-06      2.41e-01    1.67e-01    2.8e-05
  38400      6.95e-01    7.22e-01      4.31e-04    4.13e-03      1.30e-01    1.34e-01    2.8e-05
  38500      1.25e+00    7.13e-01      6.11e-04    3.69e-03      2.33e-01    1.33e-01    2.8e-05
  38600      7.45e-01    6.66e-01      6.99e-03    4.13e-04      1.37e-01    1.25e-01    2.8e-05
  38700      7.06e-01    7.27e-01      2.07e-03    1.09e-03      1.32e-01    1.36e-01    2.8e-05
  38800      9.93e-01    6.68e-01      4.92e-04    1.28e-03      1.86e-01    1.25e-01    2.8e-05
  38900      1.45e+00    7.81e-01      1.01e-03    4.17e-03      2.71e-01    1.45e-01    2.8e-05
  39000      7.71e-01    1.72e+00      6.22e-03    2.91e-03      1.43e-01    3.22e-01    2.8e-05
  39100      7.83e-01    7.76e-01      1.59e-03    5.86e-03      1.46e-01    1.44e-01    2.8e-05
  39200      1.17e+00    7.68e-01      1.30e-03    4.52e-03      2.18e-01    1.43e-01    2.8e-05
  39300      7.65e-01    7.18e-01      1.17e-03    9.72e-04      1.43e-01    1.34e-01    2.8e-05
  39400      9.51e-01    7.42e-01      1.26e-03    5.11e-03      1.78e-01    1.38e-01    2.8e-05
  39500      8.65e-01    6.98e-01      1.10e-03    1.06e-03      1.62e-01    1.30e-01    2.8e-05
  39600      1.03e+00    3.74e+00      2.86e-03    2.95e-03      1.93e-01    6.99e-01    2.8e-05
  39700      9.55e-01    6.93e-01      3.75e-03    3.25e-04      1.78e-01    1.30e-01    2.8e-05
  39800      7.70e-01    7.00e-01      6.42e-03    2.93e-04      1.42e-01    1.31e-01    2.8e-05
  39900      7.53e-01    7.07e-01      1.70e-03    3.25e-03      1.41e-01    1.32e-01    2.8e-05
  40000      1.70e+00    7.43e-01      1.79e-04    6.07e-03      3.18e-01    1.37e-01    2.8e-05
  40100      1.37e+00    5.39e-01      2.84e-03    1.37e-03      3.27e-01    1.29e-01    1.7e-05
  40200      5.46e-01    7.51e-01      4.73e-04    6.66e-04      1.30e-01    1.79e-01    1.7e-05
  40300      5.31e-01    5.52e-01      1.87e-03    2.47e-03      1.26e-01    1.32e-01    1.7e-05
  40400      7.31e-01    5.70e-01      2.16e-04    7.53e-04      1.75e-01    1.36e-01    1.7e-05
  40500      5.67e-01    5.13e-01      1.79e-03    1.63e-03      1.35e-01    1.22e-01    1.7e-05
  40600      8.75e-01    6.88e-01      1.11e-03    1.51e-03      2.09e-01    1.64e-01    1.7e-05
  40700      7.80e-01    6.35e-01      1.96e-03    4.67e-04      1.86e-01    1.52e-01    1.7e-05
  40800      5.28e-01    6.11e-01      2.02e-03    8.27e-04      1.26e-01    1.46e-01    1.7e-05
  40900      5.86e-01    5.65e-01      2.27e-03    2.50e-03      1.40e-01    1.35e-01    1.7e-05
  41000      6.81e-01    5.39e-01      1.31e-03    3.32e-03      1.63e-01    1.28e-01    1.7e-05
  41100      5.53e-01    6.14e-01      1.00e-03    6.44e-04      1.32e-01    1.47e-01    1.7e-05
  41200      7.32e-01    5.50e-01      7.72e-04    1.57e-03      1.75e-01    1.31e-01    1.7e-05
  41300      5.87e-01    5.56e-01      1.14e-03    1.90e-03      1.40e-01    1.33e-01    1.7e-05
  41400      1.05e+00    5.57e-01      3.08e-03    5.97e-04      2.51e-01    1.33e-01    1.7e-05
  41500      5.40e-01    5.44e-01      1.66e-04    6.10e-04      1.29e-01    1.30e-01    1.7e-05
  41600      5.72e-01    1.82e+00      3.55e-04    7.37e-04      1.37e-01    4.35e-01    1.7e-05
  41700      5.45e-01    5.38e-01      1.14e-03    9.10e-04      1.30e-01    1.28e-01    1.7e-05
  41800      6.00e-01    5.32e-01      2.08e-04    4.74e-04      1.43e-01    1.27e-01    1.7e-05
  41900      5.84e-01    5.30e-01      8.05e-04    6.02e-04      1.40e-01    1.27e-01    1.7e-05
  42000      5.54e-01    5.37e-01      1.87e-03    1.08e-03      1.32e-01    1.28e-01    1.7e-05
  42100      5.48e-01    5.59e-01      1.72e-03    4.51e-04      1.31e-01    1.34e-01    1.7e-05
  42200      1.01e+00    5.23e-01      9.10e-04    2.76e-03      2.41e-01    1.24e-01    1.7e-05
  42300      9.25e-01    5.14e-01      2.33e-03    9.06e-04      2.21e-01    1.23e-01    1.7e-05
  42400      5.74e-01    5.50e-01      6.45e-03    3.24e-03      1.34e-01    1.31e-01    1.7e-05
  42500      5.52e-01    6.63e-01      3.52e-03    4.80e-04      1.31e-01    1.58e-01    1.7e-05
  42600      6.97e-01    7.00e-01      2.19e-03    1.28e-03      1.66e-01    1.67e-01    1.7e-05
  42700      5.45e-01    5.57e-01      5.74e-04    2.47e-03      1.30e-01    1.33e-01    1.7e-05
  42800      5.40e-01    5.43e-01      5.77e-04    4.27e-04      1.29e-01    1.30e-01    1.7e-05
  42900      5.48e-01    1.38e+00      1.53e-03    5.45e-04      1.31e-01    3.30e-01    1.7e-05
  43000      5.53e-01    6.05e-01      7.29e-04    1.28e-03      1.32e-01    1.44e-01    1.7e-05
  43100      5.44e-01    5.18e-01      1.42e-03    1.24e-03      1.30e-01    1.24e-01    1.7e-05
  43200      1.00e+00    5.32e-01      4.21e-04    3.49e-04      2.40e-01    1.27e-01    1.7e-05
  43300      5.73e-01    5.36e-01      2.59e-03    2.65e-03      1.36e-01    1.27e-01    1.7e-05
  43400      1.28e+00    5.49e-01      3.31e-04    1.46e-03      3.07e-01    1.31e-01    1.7e-05
  43500      8.51e-01    5.41e-01      1.09e-03    1.97e-03      2.03e-01    1.29e-01    1.7e-05
  43600      8.92e-01    5.94e-01      2.84e-03    2.02e-04      2.13e-01    1.42e-01    1.7e-05
  43700      8.07e-01    5.52e-01      4.29e-04    9.98e-04      1.93e-01    1.32e-01    1.7e-05
  43800      8.06e-01    5.26e-01      4.37e-03    3.17e-03      1.91e-01    1.25e-01    1.7e-05
  43900      6.20e-01    6.14e-01      9.93e-04    1.00e-03      1.48e-01    1.47e-01    1.7e-05
  44000      5.30e-01    5.25e-01      1.11e-03    1.81e-04      1.27e-01    1.26e-01    1.7e-05
  44100      5.51e-01    5.15e-01      2.89e-03    1.91e-03      1.31e-01    1.23e-01    1.7e-05
  44200      7.27e-01    1.46e+00      2.76e-03    2.30e-04      1.73e-01    3.48e-01    1.7e-05
  44300      5.48e-01    5.28e-01      2.38e-03    8.24e-04      1.31e-01    1.26e-01    1.7e-05
  44400      5.81e-01    6.19e-01      8.74e-04    2.77e-03      1.39e-01    1.47e-01    1.7e-05
  44500      6.00e-01    5.38e-01      1.33e-04    4.10e-03      1.43e-01    1.27e-01    1.7e-05
  44600      8.10e-01    7.44e-01      9.43e-04    5.51e-04      1.93e-01    1.78e-01    1.7e-05
  44700      5.34e-01    5.25e-01      3.58e-03    3.62e-03      1.27e-01    1.24e-01    1.7e-05
  44800      5.41e-01    1.35e+00      1.62e-03    2.90e-03      1.29e-01    3.22e-01    1.7e-05
  44900      7.59e-01    5.78e-01      6.98e-04    1.47e-03      1.81e-01    1.38e-01    1.7e-05
  45000      6.21e-01    5.48e-01      3.71e-03    1.37e-03      1.47e-01    1.31e-01    1.7e-05
  45100      4.95e-01    5.48e-01      6.09e-04    2.21e-04      1.50e-01    1.66e-01    9.9e-06
  45200      4.29e-01    5.86e-01      1.10e-03    4.92e-04      1.30e-01    1.77e-01    9.9e-06
  45300      4.68e-01    1.29e+00      2.17e-04    3.00e-05      1.42e-01    3.92e-01    9.9e-06
  45400      4.66e-01    7.52e-01      5.49e-04    1.66e-03      1.41e-01    2.28e-01    9.9e-06
  45500      4.35e-01    4.40e-01      1.04e-03    1.99e-03      1.32e-01    1.33e-01    9.9e-06
  45600      9.54e-01    4.23e-01      8.64e-04    5.16e-04      2.89e-01    1.28e-01    9.9e-06
  45700      7.84e-01    4.16e-01      1.13e-03    8.72e-04      2.37e-01    1.26e-01    9.9e-06
  45800      4.20e-01    1.43e+00      3.11e-04    3.36e-03      1.27e-01    4.34e-01    9.9e-06
  45900      4.67e-01    4.22e-01      5.85e-04    1.06e-03      1.42e-01    1.28e-01    9.9e-06
  46000      4.38e-01    4.29e-01      1.46e-03    1.44e-04      1.33e-01    1.30e-01    9.9e-06
  46100      4.57e-01    1.06e+00      2.45e-04    1.03e-03      1.38e-01    3.22e-01    9.9e-06
  46200      4.39e-01    2.39e+00      3.02e-04    3.64e-04      1.33e-01    7.25e-01    9.9e-06
  46300      6.75e-01    4.11e-01      1.71e-03    1.51e-03      2.04e-01    1.24e-01    9.9e-06
  46400      4.81e-01    4.24e-01      2.38e-03    2.85e-04      1.45e-01    1.29e-01    9.9e-06
  46500      4.13e-01    4.32e-01      2.97e-03    7.24e-04      1.24e-01    1.31e-01    9.9e-06
  46600      4.12e-01    4.33e-01      2.46e-05    8.97e-04      1.25e-01    1.31e-01    9.9e-06
  46700      4.19e-01    4.41e-01      1.83e-03    2.36e-04      1.27e-01    1.34e-01    9.9e-06
  46800      4.49e-01    4.60e-01      8.90e-04    1.51e-03      1.36e-01    1.39e-01    9.9e-06
  46900      7.06e-01    4.14e-01      8.18e-04    2.45e-03      2.14e-01    1.25e-01    9.9e-06
  47000      1.04e+00    4.10e-01      5.70e-04    1.05e-03      3.15e-01    1.24e-01    9.9e-06
  47100      5.81e-01    4.30e-01      5.07e-03    1.58e-03      1.73e-01    1.30e-01    9.9e-06
  47200      4.49e-01    4.14e-01      5.58e-04    1.89e-03      1.36e-01    1.25e-01    9.9e-06
  47300      4.34e-01    4.31e-01      1.23e-04    1.21e-03      1.32e-01    1.30e-01    9.9e-06
  47400      4.84e-01    4.35e-01      6.82e-04    1.08e-03      1.47e-01    1.32e-01    9.9e-06
  47500      8.40e-01    6.90e-01      1.01e-03    1.03e-03      2.55e-01    2.09e-01    9.9e-06
  47600      4.44e-01    4.09e-01      1.96e-04    1.87e-03      1.35e-01    1.24e-01    9.9e-06
  47700      4.36e-01    4.76e-01      1.34e-03    6.40e-04      1.32e-01    1.44e-01    9.9e-06
  47800      4.59e-01    4.13e-01      5.27e-04    4.01e-03      1.39e-01    1.23e-01    9.9e-06
  47900      4.94e-01    4.32e-01      9.99e-04    1.67e-03      1.50e-01    1.31e-01    9.9e-06
  48000      5.69e-01    4.90e-01      1.94e-03    1.58e-03      1.72e-01    1.48e-01    9.9e-06
  48100      4.33e-01    4.31e-01      1.85e-04    1.35e-03      1.31e-01    1.30e-01    9.9e-06
  48200      4.37e-01    4.16e-01      1.38e-03    7.14e-04      1.32e-01    1.26e-01    9.9e-06
  48300      4.52e-01    4.22e-01      2.54e-03    1.09e-03      1.36e-01    1.28e-01    9.9e-06
  48400      8.01e-01    4.08e-01      5.52e-05    1.45e-03      2.43e-01    1.23e-01    9.9e-06
  48500      4.22e-01    4.31e-01      1.01e-03    3.86e-04      1.28e-01    1.31e-01    9.9e-06
  48600      9.10e-01    4.22e-01      1.06e-03    1.69e-04      2.76e-01    1.28e-01    9.9e-06
  48700      6.29e-01    4.34e-01      2.07e-04    4.31e-04      1.91e-01    1.31e-01    9.9e-06
  48800      7.11e-01    4.23e-01      7.84e-04    1.52e-03      2.16e-01    1.28e-01    9.9e-06
  48900      4.66e-01    4.21e-01      2.00e-04    1.25e-03      1.41e-01    1.27e-01    9.9e-06
  49000      4.18e-01    1.05e+00      1.04e-03    6.39e-04      1.26e-01    3.19e-01    9.9e-06
  49100      4.38e-01    4.35e-01      9.91e-05    1.58e-04      1.33e-01    1.32e-01    9.9e-06
  49200      8.69e-01    4.27e-01      5.18e-04    1.12e-06      2.63e-01    1.30e-01    9.9e-06
  49300      6.30e-01    4.10e-01      6.48e-05    3.91e-04      1.91e-01    1.24e-01    9.9e-06
  49400      5.45e-01    4.09e-01      7.01e-04    2.69e-04      1.65e-01    1.24e-01    9.9e-06
  49500      5.02e-01    4.22e-01      2.66e-04    9.72e-04      1.52e-01    1.28e-01    9.9e-06
  49600      4.63e-01    4.08e-01      1.35e-03    4.23e-04      1.40e-01    1.24e-01    9.9e-06
  49700      8.03e-01    4.34e-01      5.23e-04    7.59e-04      2.43e-01    1.31e-01    9.9e-06
  49800      5.06e-01    4.92e-01      1.32e-03    9.92e-04      1.53e-01    1.49e-01    9.9e-06
  49900      5.03e-01    8.77e-01      2.17e-03    4.26e-03      1.52e-01    2.65e-01    9.9e-06
  50000      4.12e-01    3.99e-01      1.07e-03    6.16e-04      1.25e-01    1.21e-01    9.9e-06
  50100      3.28e-01    3.41e-01      3.66e-04    5.42e-04      1.25e-01    1.30e-01    5.9e-06
  50200      8.34e-01    3.34e-01      5.30e-04    3.72e-05      3.17e-01    1.27e-01    5.9e-06
  50300      3.29e-01    8.37e-01      7.94e-04    3.60e-04      1.25e-01    3.18e-01    5.9e-06
  50400      7.25e-01    3.64e-01      1.12e-03    1.99e-04      2.75e-01    1.39e-01    5.9e-06
  50500      4.44e-01    3.37e-01      3.58e-04    6.36e-05      1.69e-01    1.28e-01    5.9e-06
  50600      4.23e-01    3.34e-01      5.75e-04    1.26e-03      1.61e-01    1.27e-01    5.9e-06
  50700      3.49e-01    5.86e-01      6.90e-04    9.89e-04      1.33e-01    2.23e-01    5.9e-06
  50800      4.30e-01    3.87e-01      9.58e-04    1.09e-03      1.63e-01    1.47e-01    5.9e-06
  50900      4.45e-01    3.30e-01      1.04e-04    2.96e-04      1.69e-01    1.25e-01    5.9e-06
  51000      3.34e-01    3.40e-01      8.46e-04    6.07e-04      1.27e-01    1.29e-01    5.9e-06
  51100      3.35e-01    3.93e-01      4.47e-04    6.80e-04      1.27e-01    1.49e-01    5.9e-06
  51200      4.43e-01    3.32e-01      1.24e-03    1.78e-03      1.68e-01    1.26e-01    5.9e-06
  51300      3.61e-01    3.57e-01      6.43e-05    1.10e-03      1.37e-01    1.35e-01    5.9e-06
  51400      4.57e-01    3.29e-01      7.28e-04    8.19e-04      1.74e-01    1.25e-01    5.9e-06
  51500      5.57e-01    3.42e-01      8.38e-04    3.12e-05      2.12e-01    1.30e-01    5.9e-06
  51600      3.33e-01    3.35e-01      6.03e-04    5.93e-04      1.26e-01    1.27e-01    5.9e-06
  51700      1.01e+00    3.38e-01      2.03e-04    1.73e-03      3.83e-01    1.28e-01    5.9e-06
